INPUT_TABLE
Variable ID
AgTech

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,apply.to,from.year,to.year,interpolation.function,CO2,share.weight
Japan,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,share-weight,2005,9999,fixed,CO2,1
China,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,share-weight,2005,9999,fixed,CO2,1
Middle East,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,share-weight,2005,9999,fixed,CO2,1
Africa,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,share-weight,2005,9999,fixed,CO2,1
Latin America,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,share-weight,2005,9999,fixed,CO2,1
Korea,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,share-weight,2005,9999,fixed,CO2,1
India,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,share-weight,2005,9999,fixed,CO2,1
USA,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
Canada,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
Western Europe,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
Japan,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
China,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
Middle East,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
Africa,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
Latin America,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
Korea,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
India,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,share-weight,2005,9999,fixed,CO2,1
USA,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
Canada,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
Western Europe,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
Japan,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
China,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
Middle East,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
Africa,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
Latin America,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
Korea,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
India,Forest,ForestAEZ10,ForestAEZ10,share-weight,2005,9999,fixed,CO2,1
USA,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Canada,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Western Europe,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Japan,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
China,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Middle East,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Africa,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Latin America,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Korea,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
India,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,share-weight,2005,9999,fixed,CO2,1
USA,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Canada,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Western Europe,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Japan,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
China,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Middle East,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Africa,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Latin America,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Korea,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
India,OilCrop,OilCropAEZ10,OilCropAEZ10,share-weight,2005,9999,fixed,CO2,1
USA,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
Canada,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
Western Europe,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
Japan,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
China,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
Middle East,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
Africa,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
Latin America,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
Korea,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
India,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,share-weight,2005,9999,fixed,CO2,1
USA,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
Canada,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
Western Europe,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
Japan,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
China,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
Middle East,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
Africa,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
Latin America,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
Korea,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
India,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,share-weight,2005,9999,fixed,CO2,1
USA,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
Canada,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
Western Europe,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
Japan,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
China,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
Middle East,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
Africa,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
Latin America,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
Korea,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
India,Pasture,PastureAEZ10,PastureAEZ10,share-weight,2005,9999,fixed,CO2,1
USA,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
Canada,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
Western Europe,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
Japan,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
China,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
Middle East,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
Africa,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
Latin America,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
Korea,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
India,Rice,RiceAEZ10,RiceAEZ10,share-weight,2005,9999,fixed,CO2,1
USA,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
Canada,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
Western Europe,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
Japan,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
China,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
Middle East,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
Africa,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
Latin America,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
Korea,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
India,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,share-weight,2005,9999,fixed,CO2,1
USA,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Canada,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Western Europe,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Japan,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
China,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Middle East,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Africa,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Latin America,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
Korea,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
India,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,share-weight,2005,9999,fixed,CO2,1
USA,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
Canada,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
Western Europe,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
Japan,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
China,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
Middle East,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
Africa,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
Latin America,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
Korea,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
India,Wheat,WheatAEZ10,WheatAEZ10,share-weight,2005,9999,fixed,CO2,1
USA,biomass,biomassAEZ11,biomassAEZ11,share-weight,2005,9999,fixed,CO2,1
Canada,biomass,biomassAEZ11,biomassAEZ11,share-weight,2005,9999,fixed,CO2,1
Western Europe,biomass,miscanthusAEZ11,miscanthusAEZ11,share-weight,2005,9999,fixed,CO2,1
Japan,biomass,biomassAEZ11,biomassAEZ11,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,biomass,biomassAEZ11,biomassAEZ11,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,biomass,biomassAEZ11,biomassAEZ11,share-weight,2005,9999,fixed,CO2,1
China,biomass,biomassAEZ11,biomassAEZ11,share-weight,2005,9999,fixed,CO2,1
Middle East,biomass,biomassAEZ11,biomassAEZ11,share-weight,2005,9999,fixed,CO2,1
Africa,biomass,eucalyptusAEZ11,eucalyptusAEZ11,share-weight,2005,9999,fixed,CO2,1
Latin America,biomass,eucalyptusAEZ11,eucalyptusAEZ11,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,biomass,biomassAEZ11,biomassAEZ11,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,biomass,willowAEZ11,willowAEZ11,share-weight,2005,9999,fixed,CO2,1
Korea,biomass,biomassAEZ11,biomassAEZ11,share-weight,2005,9999,fixed,CO2,1
India,biomass,biomassAEZ11,biomassAEZ11,share-weight,2005,9999,fixed,CO2,1
USA,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
Canada,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
Western Europe,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
Japan,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
China,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
Middle East,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
Africa,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
Latin America,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
Korea,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
India,Corn,CornAEZ11,CornAEZ11,share-weight,2005,9999,fixed,CO2,1
USA,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Canada,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Western Europe,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Japan,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
China,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Middle East,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Africa,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Latin America,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Korea,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
India,FiberCrop,FiberCropAEZ11,FiberCropAEZ11,share-weight,2005,9999,fixed,CO2,1
USA,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
Canada,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
Western Europe,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
Japan,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
China,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
Middle East,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
Africa,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
Latin America,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
Korea,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
India,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,share-weight,2005,9999,fixed,CO2,1
USA,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
Canada,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
Western Europe,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
Japan,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
China,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
Middle East,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
Africa,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
Latin America,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
Korea,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
India,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,share-weight,2005,9999,fixed,CO2,1
USA,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
Canada,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
Western Europe,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
Japan,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
China,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
Middle East,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
Africa,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
Latin America,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
Korea,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
India,Forest,ForestAEZ11,ForestAEZ11,share-weight,2005,9999,fixed,CO2,1
USA,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Canada,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Western Europe,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Japan,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Australia_NZ,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Former Soviet Union,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,share-weight,2005,9999,fixed,CO2,1
China,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Middle East,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Africa,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Latin America,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Southeast Asia,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,share-weight,2005,9999,fixed,CO2,1
Eastern Europe,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,share-weight,2005,9999,fixed,CO2,1
