INPUT_TABLE
Variable ID
LN3_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,UnmanagedLandLeaf3,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
Japan,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,GrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
Australia_NZ,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,GrasslandAEZ06,2.3,10.2,2.3,10.2,26,0,0,Grassland,AEZ06,Grassland
Former Soviet Union,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,GrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
China,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,GrasslandAEZ06,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ06,Grassland
Middle East,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,GrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
Africa,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,GrasslandAEZ06,2.5,9.6,2.5,9.6,29,0,0,Grassland,AEZ06,Grassland
Latin America,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,GrasslandAEZ06,2.1,10.6,2.1,10.6,24,0,0,Grassland,AEZ06,Grassland
Southeast Asia,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,GrasslandAEZ06,1.9,11.2,1.9,11.2,21,0,0,Grassland,AEZ06,Grassland
Eastern Europe,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,GrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
Korea,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,GrasslandAEZ06,0,0,0,0,0,0,0,Grassland,AEZ06,Grassland
India,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,GrasslandAEZ06,1,13.5,1,13.5,10,0,0,Grassland,AEZ06,Grassland
USA,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
Canada,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
Western Europe,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
Japan,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
Australia_NZ,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
Former Soviet Union,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
China,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
Middle East,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
Africa,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
Latin America,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
Southeast Asia,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
Eastern Europe,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
Korea,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
India,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,OtherArableLandAEZ06,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ06,Cropland
USA,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
Canada,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
Western Europe,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
Japan,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
Australia_NZ,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ06,Shrubland
Former Soviet Union,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
China,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,5.2,6.9,5.2,6.9,21,0,0,Shrubland,AEZ06,Shrubland
Middle East,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
Africa,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,4.9,6.9,4.9,6.9,25,0,0,Shrubland,AEZ06,Shrubland
Latin America,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,4.5,6.9,4.5,6.9,29,0,0,Shrubland,AEZ06,Shrubland
Southeast Asia,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,5.3,6.9,5.3,6.9,21,0,0,Shrubland,AEZ06,Shrubland
Eastern Europe,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
Korea,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,0,0,0,0,0,0,0,Shrubland,AEZ06,Shrubland
India,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,GrassShrubLandAEZ06,ShrublandAEZ06,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ06,Shrubland
USA,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
Canada,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
Western Europe,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
Japan,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
Australia_NZ,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,19.3,9.4,19.3,9.4,42,0,0,UnmanagedForest,AEZ06,Forest
Former Soviet Union,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
China,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,17.1,10.1,17.1,10.1,41,0,0,UnmanagedForest,AEZ06,Forest
Middle East,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
Africa,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,19.8,9.8,19.8,9.8,40,0,0,UnmanagedForest,AEZ06,Forest
Latin America,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,19.7,9.8,19.7,9.8,40,0,0,UnmanagedForest,AEZ06,Forest
Southeast Asia,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,19.8,9.8,19.8,9.8,40,0,0,UnmanagedForest,AEZ06,Forest
Eastern Europe,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
Korea,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,0,0,0,0,0,0,0,UnmanagedForest,AEZ06,Forest
India,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,UnmanagedForestAEZ06,17,10.1,17,10.1,41,0,0,UnmanagedForest,AEZ06,Forest
USA,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,0.7,8.6,0.7,8.6,11,0,0,Grassland,AEZ07,Grassland
Canada,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,0.7,8.5,0.7,8.5,11,0,0,Grassland,AEZ07,Grassland
Western Europe,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,0.6,8.5,0.6,8.5,10,0,0,Grassland,AEZ07,Grassland
Japan,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,0,0,0,0,0,0,0,Grassland,AEZ07,Grassland
Australia_NZ,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,2.3,9.4,2.3,9.4,27,0,0,Grassland,AEZ07,Grassland
Former Soviet Union,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,0.7,8.6,0.7,8.6,11,0,0,Grassland,AEZ07,Grassland
China,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,0.6,8.5,0.6,8.5,10,0,0,Grassland,AEZ07,Grassland
Middle East,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,1.2,8.8,1.2,8.8,16,0,0,Grassland,AEZ07,Grassland
Africa,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,1.3,8.9,1.3,8.9,17,0,0,Grassland,AEZ07,Grassland
Latin America,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,0.6,8.5,0.6,8.5,10,0,0,Grassland,AEZ07,Grassland
Southeast Asia,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,0.9,8.7,0.9,8.7,13,0,0,Grassland,AEZ07,Grassland
Eastern Europe,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,0,0,0,0,0,0,0,Grassland,AEZ07,Grassland
Korea,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,0,0,0,0,0,0,0,Grassland,AEZ07,Grassland
India,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,GrasslandAEZ07,0,0,0,0,0,0,0,Grassland,AEZ07,Grassland
USA,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
Canada,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
Western Europe,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
Japan,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
Australia_NZ,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
Former Soviet Union,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
China,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
Middle East,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
Africa,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
Latin America,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
Southeast Asia,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
Eastern Europe,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
Korea,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
India,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,OtherArableLandAEZ07,0.3,6,0.3,6,1,0,0,OtherArableLand,AEZ07,Cropland
USA,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,3,6.9,3,6.9,47,0,0,Shrubland,AEZ07,Shrubland
Canada,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ07,Shrubland
Western Europe,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ07,Shrubland
Japan,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,0,0,0,0,0,0,0,Shrubland,AEZ07,Shrubland
Australia_NZ,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,3.7,6.9,3.7,6.9,38,0,0,Shrubland,AEZ07,Shrubland
Former Soviet Union,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ07,Shrubland
China,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ07,Shrubland
Middle East,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ07,Shrubland
Africa,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ07,Shrubland
Latin America,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,3.5,6.9,3.5,6.9,40,0,0,Shrubland,AEZ07,Shrubland
Southeast Asia,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,3.1,6.9,3.1,6.9,46,0,0,Shrubland,AEZ07,Shrubland
Eastern Europe,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,0,0,0,0,0,0,0,Shrubland,AEZ07,Shrubland
Korea,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,0,0,0,0,0,0,0,Shrubland,AEZ07,Shrubland
India,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,GrassShrubLandAEZ07,ShrublandAEZ07,2.9,6.9,2.9,6.9,48,0,0,Shrubland,AEZ07,Shrubland
USA,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,15,13.8,15,13.8,50,0,0,UnmanagedForest,AEZ07,Forest
Canada,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,12.5,12.7,12.5,12.7,50,0,0,UnmanagedForest,AEZ07,Forest
Western Europe,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,0,0,0,0,0,0,0,UnmanagedForest,AEZ07,Forest
Japan,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,0,0,0,0,0,0,0,UnmanagedForest,AEZ07,Forest
Australia_NZ,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,16,7.5,16,7.5,49,0,0,UnmanagedForest,AEZ07,Forest
Former Soviet Union,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,10.9,11.1,10.9,11.1,49,0,0,UnmanagedForest,AEZ07,Forest
China,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,10.7,11.5,10.7,11.5,50,0,0,UnmanagedForest,AEZ07,Forest
Middle East,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,12.6,12.7,12.6,12.7,50,0,0,UnmanagedForest,AEZ07,Forest
Africa,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,19,9.8,19,9.8,39,0,0,UnmanagedForest,AEZ07,Forest
Latin America,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,13.1,10.8,13.1,10.8,43,0,0,UnmanagedForest,AEZ07,Forest
Southeast Asia,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,0,0,0,0,0,0,0,UnmanagedForest,AEZ07,Forest
Eastern Europe,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,0,0,0,0,0,0,0,UnmanagedForest,AEZ07,Forest
Korea,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,0,0,0,0,0,0,0,UnmanagedForest,AEZ07,Forest
India,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,UnmanagedForestAEZ07,0,0,0,0,0,0,0,UnmanagedForest,AEZ07,Forest
USA,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,0.8,10,0.8,10,11,0,0,Grassland,AEZ08,Grassland
Canada,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,1.3,9.8,1.3,9.8,16,0,0,Grassland,AEZ08,Grassland
Western Europe,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,1.4,9.8,1.4,9.8,18,0,0,Grassland,AEZ08,Grassland
Japan,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,0,0,0,0,0,0,0,Grassland,AEZ08,Grassland
Australia_NZ,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,2.4,9.5,2.4,9.5,28,0,0,Grassland,AEZ08,Grassland
Former Soviet Union,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,1,9.9,1,9.9,14,0,0,Grassland,AEZ08,Grassland
China,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,1.1,9.9,1.1,9.9,14,0,0,Grassland,AEZ08,Grassland
Middle East,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,1.1,9.9,1.1,9.9,15,0,0,Grassland,AEZ08,Grassland
Africa,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,1.9,9.7,1.9,9.7,22,0,0,Grassland,AEZ08,Grassland
Latin America,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,0.8,10,0.8,10,11,0,0,Grassland,AEZ08,Grassland
Southeast Asia,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,1.2,9.9,1.2,9.9,15,0,0,Grassland,AEZ08,Grassland
Eastern Europe,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,1.6,9.8,1.6,9.8,19,0,0,Grassland,AEZ08,Grassland
Korea,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,0,0,0,0,0,0,0,Grassland,AEZ08,Grassland
India,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,GrasslandAEZ08,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ08,Grassland
USA,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
Canada,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
Western Europe,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
Japan,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
Australia_NZ,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
Former Soviet Union,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
China,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
Middle East,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
Africa,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
Latin America,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
Southeast Asia,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
Eastern Europe,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
Korea,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
India,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,OtherArableLandAEZ08,0.3,7,0.3,7,1,0,0,OtherArableLand,AEZ08,Cropland
USA,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,3.1,6.9,3.1,6.9,46,0,0,Shrubland,AEZ08,Shrubland
Canada,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,0,0,0,0,0,0,0,Shrubland,AEZ08,Shrubland
Western Europe,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,4,6.9,4,6.9,35,0,0,Shrubland,AEZ08,Shrubland
Japan,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,GrassShrubLandAEZ08,ShrublandAEZ08,0,0,0,0,0,0,0,Shrubland,AEZ08,Shrubland
