INPUT_TABLE
Variable ID
LN3_LogitShare

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,logit.exponent,default.share.2020,default.share.2025,default.share.2035,ID_AEZ,ID_LN3
Australia_NZ,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,1.75,0.02,0.1,0.25,AEZ09,CropLand
Former Soviet Union,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,1.75,0.02,0.1,0.25,AEZ09,CropLand
China,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,1.75,0.02,0.1,0.25,AEZ09,CropLand
Middle East,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,1.75,0.02,0.1,0.25,AEZ09,CropLand
Africa,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,1.75,0.02,0.1,0.25,AEZ09,CropLand
Latin America,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,1.75,0.02,0.1,0.25,AEZ09,CropLand
Southeast Asia,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,1.75,0.02,0.1,0.25,AEZ09,CropLand
Eastern Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,1.75,0.02,0.1,0.25,AEZ09,CropLand
Korea,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,1.75,0.02,0.1,0.25,AEZ09,CropLand
India,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,1.75,0.02,0.1,0.25,AEZ09,CropLand
USA,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
Canada,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
Western Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
Japan,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
Australia_NZ,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
Former Soviet Union,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
China,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
Middle East,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
Africa,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
Latin America,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
Southeast Asia,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
Eastern Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
Korea,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
India,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,GrassShrubLandAEZ09,0.05,0.02,0.1,0.25,AEZ09,GrassShrubLand
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
Middle East,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
Africa,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
Latin America,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
Southeast Asia,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,AllForestLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,AllForestLand
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
Middle East,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
Africa,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
Latin America,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
Southeast Asia,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,1.75,0.02,0.1,0.25,AEZ10,CropLand
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
Middle East,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
Africa,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
Latin America,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
Southeast Asia,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,GrassShrubLandAEZ10,0.05,0.02,0.1,0.25,AEZ10,GrassShrubLand
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
Middle East,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
Africa,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
Southeast Asia,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
Korea,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,AllForestLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,AllForestLand
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
Middle East,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
Africa,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
Southeast Asia,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
Korea,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,1.75,0.02,0.1,0.25,AEZ11,CropLand
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
Middle East,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
Africa,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
Southeast Asia,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
Korea,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,GrassShrubLandAEZ11,0.05,0.02,0.1,0.25,AEZ11,GrassShrubLand
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
Middle East,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
Africa,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
Southeast Asia,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
Korea,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,AllForestLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,AllForestLand
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
Middle East,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
Africa,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
Southeast Asia,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
Korea,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,1.75,0.02,0.1,0.25,AEZ12,CropLand
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
Middle East,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
Africa,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
Southeast Asia,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
Korea,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,GrassShrubLandAEZ12,0.05,0.02,0.1,0.25,AEZ12,GrassShrubLand
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,AllForestLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,AllForestLand
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,0.875,0.02,0.1,0.25,AEZ13,CropLand
