model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA GDP,SSP2_v5_120502,HKG,GDP|PPP,billion US$2005/yr,,,256.052194,283.6861495,305.8304857,330.9385981,366.3899232,407.3848295,450.4740435,494.3793112,537.6038575,577.7632378,615.7967907,653.8341944,693.5884735,735.5960065,780.0257732,826.6567927,875.500119,927.1131329,982.2116327
IIASA GDP,SSP2_v5_120502,HND,GDP|PPP,billion US$2005/yr,,,28.26227725,34.12615373,42.38482895,52.87260217,66.44592972,83.33152382,103.4631125,126.5370909,152.7435769,182.791605,217.8169023,258.7948299,305.8163667,358.2298739,413.522005,469.4739849,534.0850161,606.4640174,687.2597834
IIASA GDP,SSP2_v5_120502,HRV,GDP|PPP,billion US$2005/yr,,,67.71073136,77.65077758,85.23716723,93.27914202,101.2754005,108.6591008,115.0866211,120.6308316,125.4346615,130.1203724,135.1864726,140.8314535,146.9206334,153.2667066,159.7859933,166.5544278,173.7217987,181.3706289,189.441968
IIASA GDP,SSP2_v5_120502,HTI,GDP|PPP,billion US$2005/yr,,,14.11586984,16.63527505,20.5965762,26.92108845,36.17624727,48.49044347,63.6785442,81.33533455,100.7301744,122.6486876,148.8502729,180.800643,220.6490895,268.2454957,322.3428271,380.5664818,441.2275318,503.09162,564.3143301
IIASA GDP,SSP2_v5_120502,HUN,GDP|PPP,billion US$2005/yr,,,165.329354,184.0424391,205.3359724,231.9161616,256.398995,277.3633817,295.0466206,311.0977215,327.0828964,344.0390304,362.0092117,380.5635864,399.4124411,418.8736916,439.3165574,461.0617203,484.2242233,508.7371605,534.3154995
IIASA GDP,SSP2_v5_120502,IDN,GDP|PPP,billion US$2005/yr,,,978.8283899,1404.826005,2059.479677,2904.011584,3818.248376,4738.177684,5632.404132,6503.527167,7493.085664,8595.818601,9760.32603,10908.15922,12057.92007,13236.30371,14457.34346,15717.31865,17009.15651,18323.71063,19651.62039
IIASA GDP,SSP2_v5_120502,IND,GDP|PPP,billion US$2005/yr,,,3885.401318,6477.997861,10320.40557,15487.96014,21014.04148,26456.66569,31790.58367,37311.03178,43153.60317,49375.57176,55938.71769,62939.67624,70559.13776,78876.57556,87797.50373,97163.72169,106866.4675,116827.8763,126960.6988
IIASA GDP,SSP2_v5_120502,IRL,GDP|PPP,billion US$2005/yr,,,153.0008871,166.395046,184.7117476,211.7248174,242.5166803,274.9537988,307.5699352,340.6778084,374.7954043,410.3201044,447.2233736,485.2848556,524.2603254,564.5020234,606.8316608,651.9397145,699.9785539,750.2745544,801.5080458
IIASA GDP,SSP2_v5_120502,IRN,GDP|PPP,billion US$2005/yr,,,806.7766951,955.8079491,1102.318008,1228.180102,1362.515529,1509.045809,1700.418087,1940.037701,2214.502955,2493.170089,2759.396367,3000.037254,3220.908072,3435.754872,3659.394804,3904.520493,4176.875388,4471.800721,4774.246654
IIASA GDP,SSP2_v5_120502,IRQ,GDP|PPP,billion US$2005/yr,,,136.305235,233.8968458,386.1084286,591.4165317,813.7983983,1027.219703,1225.781249,1428.346267,1649.641826,1888.231478,2146.671057,2423.406862,2716.945925,3037.631454,3395.529786,3791.422952,4218.527826,4671.307591,5144.715215
IIASA GDP,SSP2_v5_120502,ISL,GDP|PPP,billion US$2005/yr,,,11.42423744,13.09589345,14.6140042,16.92940875,19.6266031,22.5382708,25.49983338,28.43011252,31.31251592,34.23059541,37.29469705,40.57076673,44.04998422,47.69823555,51.48786839,55.40208218,59.43759623,63.58608826,67.82792398
IIASA GDP,SSP2_v5_120502,ISR,GDP|PPP,billion US$2005/yr,,,184.9040154,230.5188541,283.1092074,343.2655917,409.6625994,482.7212756,563.0941188,651.5818932,749.2999578,856.7213622,974.5226752,1102.806532,1241.778423,1391.802765,1553.735559,1728.503345,1916.575145,2117.607134,2330.350433
IIASA GDP,SSP2_v5_120502,ITA,GDP|PPP,billion US$2005/yr,,,1675.320534,1833.287021,2131.293791,2543.550013,2956.323024,3326.166589,3637.449457,3895.080798,4110.763605,4293.709597,4452.04876,4593.486034,4729.711103,4874.365531,5038.545597,5224.93133,5428.251269,5641.386393,5873.642196
IIASA GDP,SSP2_v5_120502,JAM,GDP|PPP,billion US$2005/yr,,,24.87136161,28.36924477,35.98286284,46.77293326,58.04970381,68.15675673,76.05206106,81.92936441,86.126163,90.38185303,95.84672913,102.9881692,111.5918708,121.2830724,131.7435263,142.7088182,154.1441133,166.1380775,178.785247
IIASA GDP,SSP2_v5_120502,JOR,GDP|PPP,billion US$2005/yr,,,29.12426202,42.55554503,61.28242186,83.52098164,107.0546223,132.6178371,160.6371126,191.7409557,226.149415,262.7213057,300.0018495,336.9438549,373.5034029,409.8916225,446.404631,484.4435683,527.1805981,576.4216998,632.287595
IIASA GDP,SSP2_v5_120502,JPN,GDP|PPP,billion US$2005/yr,,,4064.124653,4099.40553,4179.017948,4314.815265,4458.033085,4591.964405,4709.799691,4818.215624,4927.264724,5041.01583,5158.58287,5272.266809,5376.539913,5474.537247,5580.035777,5702.199995,5842.947444,5997.220542,6157.894934
IIASA GDP,SSP2_v5_120502,KAZ,GDP|PPP,billion US$2005/yr,,,180.6763471,283.8453865,373.2903171,454.1980247,520.1297938,573.3603892,622.2255908,672.5475181,725.6007954,783.2767868,846.8471924,917.1538281,994.7909403,1079.739608,1171.61,1270.065261,1374.342402,1483.026932,1594.544085
IIASA GDP,SSP2_v5_120502,KEN,GDP|PPP,billion US$2005/yr,,,47.01295901,63.13417569,88.28252466,128.880941,188.3518729,270.5744218,376.8624088,511.3990793,681.5902112,897.7281023,1169.574136,1505.310942,1909.830756,2384.182143,2925.679651,3527.679664,4178.816246,4863.229669,5561.063656
IIASA GDP,SSP2_v5_120502,KGZ,GDP|PPP,billion US$2005/yr,,,12.495919,21.68174273,44.05492401,85.58030052,138.34404,189.0425319,229.8644207,261.0891274,286.5960323,309.9418861,333.7332227,359.5965256,387.886734,417.9273743,449.2639844,482.0704525,516.8284147,553.6330523,592.1475533
IIASA GDP,SSP2_v5_120502,KHM,GDP|PPP,billion US$2005/yr,,,25.11384108,38.70774053,59.86553035,93.11433499,136.3093012,187.821773,243.9799479,302.9648072,359.8891583,419.2047782,482.9192582,556.246224,639.5934591,731.6541575,823.8141776,936.8972127,1074.238763,1234.799946,1407.067619
IIASA GDP,SSP2_v5_120502,KOR,GDP|PPP,billion US$2005/yr,,,1214.993576,1323.692077,1366.04109,1391.238404,1436.375583,1492.280183,1543.412688,1589.106097,1630.059775,1669.066403,1706.724362,1745.33928,1786.376323,1830.556729,1877.865992,1927.190233,1978.60383,2033.235959,2093.759147
IIASA GDP,SSP2_v5_120502,KWT,GDP|PPP,billion US$2005/yr,,,116.3526592,133.2917263,139.4687535,146.1975924,151.2924259,160.5662022,174.1153085,190.008198,207.4124307,226.6805218,247.0179309,267.6616966,288.4202951,309.5741984,331.3207243,353.1995099,374.0765265,392.7516108,408.4524127
IIASA GDP,SSP2_v5_120502,LAO,GDP|PPP,billion US$2005/yr,,,16.49381658,25.05415825,34.62190248,43.9213285,55.42574247,69.70219385,86.58015856,105.6563813,126.9188759,151.2866851,179.2452954,211.534425,250.7233106,295.9065664,344.267022,392.5224855,443.2958696,500.8317953,567.9906065
IIASA GDP,SSP2_v5_120502,LBN,GDP|PPP,billion US$2005/yr,,,52.90499525,69.65947949,82.29412523,90.30049038,99.36162825,110.2518329,122.6408885,135.6425143,148.4182561,159.9687101,170.4758009,180.8566356,191.8224651,203.4012741,215.312776,227.3348113,239.4845151,251.9134811,264.6900769
IIASA GDP,SSP2_v5_120502,LBR,GDP|PPP,billion US$2005/yr,,,1.422911549,2.231627872,3.473650528,5.212463065,7.578212306,10.65866996,14.64901002,20.38286127,28.66426979,40.1045003,55.15237213,74.02738039,95.33481049,119.7079288,148.8712967,185.1418063,229.6377328,282.7245465,343.9509558
IIASA GDP,SSP2_v5_120502,LBY,GDP|PPP,billion US$2005/yr,,,121.6315801,128.175792,129.5253807,133.4946195,147.4951764,169.7393698,199.0848661,233.3028278,270.2692014,308.2512598,346.2719025,385.1041451,425.5413562,468.1132493,512.9267001,559.9757658,608.9408943,658.9376693,709.045957
IIASA GDP,SSP2_v5_120502,LCA,GDP|PPP,billion US$2005/yr,,,2.09267522,2.604533238,2.928474704,3.276706128,3.675074557,4.133681647,4.645786739,5.222355101,5.923596,6.720433575,7.541619729,8.36819332,9.217344081,10.09960009,11.00699963,11.93499269,12.88780724,13.8741904,14.89883859
IIASA GDP,SSP2_v5_120502,LKA,GDP|PPP,billion US$2005/yr,,,84.2289419,107.178033,131.1709175,156.9425204,187.7698124,224.0439267,264.9361036,308.5153032,352.432618,395.325838,437.242212,478.3348392,518.1034747,556.0858913,592.2134687,626.844272,662.4983627,703.864139,753.6760257
IIASA GDP,SSP2_v5_120502,LSO,GDP|PPP,billion US$2005/yr,,,2.499693097,2.983758863,3.137213695,3.464562475,4.127613732,5.147490772,6.498297846,8.133293598,10.03044247,12.25301908,14.9181522,18.14200453,22.0152868,26.54472343,31.65064059,37.80308589,44.97336961,52.92648699,61.18829033
IIASA GDP,SSP2_v5_120502,LTU,GDP|PPP,billion US$2005/yr,,,50.44228363,56.22683785,63.83872208,71.67292032,77.98526521,82.4452539,85.54121109,88.00884204,90.32386461,93.15295443,97.13003859,102.4147944,108.7078439,115.652134,123.1316156,131.3007772,140.4292871,150.6435899,161.734047
IIASA GDP,SSP2_v5_120502,LUX,GDP|PPP,billion US$2005/yr,,,41.52657442,53.77310273,64.34875742,73.4243605,81.95770122,90.10847675,97.92088801,105.4303657,112.7082045,119.9796474,127.3593157,134.9071375,142.6080172,150.4573312,158.4118842,166.3027399,173.9790766,181.3730676,188.5383866
IIASA GDP,SSP2_v5_120502,LVA,GDP|PPP,billion US$2005/yr,,,28.51706744,33.78927473,38.79826405,44.72298726,49.28726112,52.22698826,54.04783785,55.1904598,55.86493239,56.71767161,58.05800023,59.88403624,62.0121004,64.34067787,66.88041669,69.75251784,73.10136168,76.9528303,81.17769021
IIASA GDP,SSP2_v5_120502,MAC,GDP|PPP,billion US$2005/yr,,,28.62344753,42.4064376,56.23828389,63.84582371,69.62745825,74.88386701,81.25253867,88.58410249,96.3095116,103.7579804,110.8347744,117.6473021,124.2728771,130.6464299,136.7148799,142.6507009,148.8277946,155.6381364,163.1887053
IIASA GDP,SSP2_v5_120502,MAR,GDP|PPP,billion US$2005/yr,,,102.9664942,120.891874,133.5994266,148.6092856,169.5600933,195.9503464,226.2102269,260.4483773,299.9566095,346.5122925,402.1746766,468.41617,544.9701006,629.3303486,720.8844441,818.8973449,942.2045448,1084.817025,1234.121227
IIASA GDP,SSP2_v5_120502,MDA,GDP|PPP,billion US$2005/yr,,,10.7845179,14.20854385,24.95477275,42.66881251,61.29033899,75.30620222,83.34060006,87.02923607,88.01197559,89.13199274,91.07995416,93.83541202,96.82357885,99.76258349,102.5670498,105.4706941,108.8167611,112.7902676,117.3138397
IIASA GDP,SSP2_v5_120502,MDG,GDP|PPP,billion US$2005/yr,,,15.54693831,19.5231604,26.50204035,37.01817274,51.74665311,71.81748359,98.72186082,134.3780724,181.8518492,244.5581539,326.6036726,432.7178212,568.7670088,740.7685247,953.8603288,1211.752249,1516.99518,1870.440948,2269.669734
IIASA GDP,SSP2_v5_120502,MDV,GDP|PPP,billion US$2005/yr,,,1.766735782,1.826176098,2.179749672,2.58044512,3.061191085,3.65077969,4.378190148,5.265562496,6.344479758,7.590048992,9.199047731,11.16786603,13.40411516,15.67768741,17.85001274,20.00146868,22.29418584,24.86718256,27.7472585
IIASA GDP,SSP2_v5_120502,MEX,GDP|PPP,billion US$2005/yr,,,1293.83119,1528.034233,1827.849412,2234.067284,2680.351927,3143.642663,3643.450906,4169.796323,4704.745672,5218.80303,5739.379369,6293.043588,6895.832955,7542.646109,8222.637635,8919.14636,9617.701548,10310.53866,10996.38678
IIASA GDP,SSP2_v5_120502,MKD,GDP|PPP,billion US$2005/yr,,,15.87908766,20.05223066,26.76144952,34.99012783,43.31026561,50.58312071,56.49197593,61.21656006,65.05666325,68.39120168,71.62002572,74.96638085,78.47071057,82.10940787,85.84887977,89.69370399,93.70353136,97.93239,102.3655509
IIASA GDP,SSP2_v5_120502,MLI,GDP|PPP,billion US$2005/yr,,,13.42277976,20.59826576,27.34575827,36.37956059,48.6123075,65.04013077,90.5986413,129.3814335,185.2761113,259.6604646,354.3694211,470.7125973,610.7477233,777.3530665,974.5351499,1206.654266,1478.436468,1794.210365,2161.964162
IIASA GDP,SSP2_v5_120502,MLT,GDP|PPP,billion US$2005/yr,,,8.76494831,10.46014447,12.70777879,15.51496932,18.37279337,20.9983175,23.26638956,25.21951137,26.94093404,28.53861159,30.0945707,31.62817056,33.12575795,34.5751274,36.00384026,37.48626087,39.11203207,40.95410903,43.03569303
IIASA GDP,SSP2_v5_120502,MNE,GDP|PPP,billion US$2005/yr,,,4.917881176,6.210677971,8.71400073,11.76803786,14.64443605,16.94023792,18.6108535,19.8215241,20.80374907,21.77539759,22.85700329,24.06704209,25.3656167,26.70100073,28.05131291,29.42757499,30.85220497,32.33661366,33.87671563
IIASA GDP,SSP2_v5_120502,MNG,GDP|PPP,billion US$2005/yr,,,9.639132642,11.92095203,15.79766524,20.2639652,25.3553539,31.1142506,37.77634633,45.67611777,54.94683992,65.59687582,77.64549202,91.11276954,106.0214646,122.285906,139.7351599,158.2024632,177.9795878,200.3867447,226.4903576
IIASA GDP,SSP2_v5_120502,MOZ,GDP|PPP,billion US$2005/yr,,,16.64892117,25.72510019,34.49034583,45.29030028,59.8340529,80.01617449,107.987234,146.0844165,195.7655055,258.3175649,335.7735315,431.1619898,547.4352659,688.7283783,858.9828915,1063.629763,1306.045529,1588.791301,1911.511147
IIASA GDP,SSP2_v5_120502,MRT,GDP|PPP,billion US$2005/yr,,,4.938038491,7.341727006,9.726494016,12.57070128,16.01018503,20.26271412,25.56045172,32.29692584,40.91484085,51.94314879,65.87148911,83.13705953,104.0137942,129.3910997,159.4807089,193.9277085,231.6284338,271.3392589,312.0781802
IIASA GDP,SSP2_v5_120502,MUS,GDP|PPP,billion US$2005/yr,,,12.18084854,13.61819114,14.20222219,14.46945432,15.06142355,16.1464237,17.79011949,19.85853649,22.39705418,25.25716443,28.36424982,31.75436106,35.44509466,40.34039247,46.16713584,52.59023708,59.09688975,65.63150922,72.21179064
IIASA GDP,SSP2_v5_120502,MWI,GDP|PPP,billion US$2005/yr,,,9.803567882,13.35571206,19.38250459,28.25142407,41.91360317,62.49813936,92.29278557,133.7633634,190.7369026,268.114988,368.3844787,498.4015112,667.9449019,889.1931209,1172.102454,1525.50764,1957.082979,2472.580585,3074.278943
IIASA GDP,SSP2_v5_120502,MYS,GDP|PPP,billion US$2005/yr,,,314.5861653,378.0641186,441.0690048,519.4109813,617.246691,732.5515267,858.9503799,989.2423249,1119.692901,1249.581915,1378.857268,1506.879179,1640.223752,1785.717312,1946.920872,2123.112196,2312.363978,2513.809359,2727.336601
IIASA GDP,SSP2_v5_120502,NAM,GDP|PPP,billion US$2005/yr,,,9.990739586,13.03647597,16.06205279,20.27849905,25.92866259,33.15095061,41.53922585,50.84879769,60.92064552,71.88421355,83.78743191,96.51889217,109.8283807,123.3604434,136.93316,151.0498777,166.2509574,182.7339835,200.4009544
IIASA GDP,SSP2_v5_120502,NER,GDP|PPP,billion US$2005/yr,,,8.174337138,11.38772073,16.32040623,23.66335413,33.92130635,48.10155707,67.82278154,95.09249688,132.9145807,184.5447366,254.0929879,345.9239403,465.5240413,619.4781827,815.8568485,1063.280644,1371.013346,1748.043187,2202.897304
IIASA GDP,SSP2_v5_120502,NGA,GDP|PPP,billion US$2005/yr,,,303.5622692,493.5489287,701.4667127,955.9603914,1286.369258,1726.932545,2318.006073,3108.080722,4139.034311,5446.33456,7054.001164,8974.596246,11206.78224,13738.72366,16548.0047,19602.39519,22857.7752,26415.98291,30451.05631
IIASA GDP,SSP2_v5_120502,NIC,GDP|PPP,billion US$2005/yr,,,12.13228051,14.76072042,17.81413472,22.04669802,27.57212146,34.40341252,42.38153791,51.42843824,61.54008942,73.32967111,87.31337492,104.0310586,125.0738326,149.8498955,176.8181621,203.8759109,230.0732197,254.9857266,278.5527222
IIASA GDP,SSP2_v5_120502,NLD,GDP|PPP,billion US$2005/yr,,,678.2466861,743.6091054,822.8464525,905.9620025,988.7150142,1066.48713,1137.939367,1203.19698,1265.680922,1327.044312,1388.909696,1453.020641,1521.765413,1596.456892,1676.609453,1760.024299,1844.404056,1928.583603,2012.95526
IIASA GDP,SSP2_v5_120502,NOR,GDP|PPP,billion US$2005/yr,,,232.9385625,272.3958204,309.9635866,355.4595586,401.959424,446.3485491,487.6519507,526.8528107,565.1563994,603.4678494,642.5791891,683.1082824,725.4810615,770.0294937,816.7392003,865.2013364,914.9371735,965.6458743,1017.282326
IIASA GDP,SSP2_v5_120502,NPL,GDP|PPP,billion US$2005/yr,,,34.54272263,44.08522741,55.19915519,70.51905835,91.27089085,113.8554368,139.1954888,170.5675792,212.69416,267.9731036,338.5696554,426.1712611,532.1160952,656.5466028,797.5163078,952.3797761,1118.640472,1294.137355,1475.291762
IIASA GDP,SSP2_v5_120502,NZL,GDP|PPP,billion US$2005/yr,,,117.4508213,138.3445681,154.9980251,173.9564004,193.1454482,212.2738995,231.5884273,251.5227438,271.9822132,293.2419491,315.7357204,339.6876791,365.1331113,391.900704,419.6622192,448.0673748,477.0157263,506.5170623,536.5406827
IIASA GDP,SSP2_v5_120502,OMN,GDP|PPP,billion US$2005/yr,,,59.77382178,73.9348769,89.39490138,99.84037712,107.4373204,116.7178653,128.7383568,142.5038304,157.5031734,173.7034678,191.1446071,209.5781474,228.8741343,249.1607967,270.6220076,293.134016,316.174784,339.0558138,361.2094165
IIASA GDP,SSP2_v5_120502,PAK,GDP|PPP,billion US$2005/yr,,,426.986942,503.8086957,612.3925803,749.8043477,935.7747773,1180.400622,1496.987047,1901.207354,2405.06942,3009.018459,3712.133048,4512.555757,5410.10286,6393.830548,7436.451574,8510.508325,9593.95653,10665.29415,11728.78494
IIASA GDP,SSP2_v5_120502,PAN,GDP|PPP,billion US$2005/yr,,,34.22839953,48.67307996,61.8097407,72.98521187,84.53624978,96.97667434,111.707373,128.8639873,147.9088103,167.5796406,187.1127361,207.0337751,228.5255925,252.5689005,279.3876808,308.6628216,339.9241418,372.6430468,406.229223
IIASA GDP,SSP2_v5_120502,PER,GDP|PPP,billion US$2005/yr,,,208.513429,279.2955906,354.180151,429.6587633,513.3959479,607.3479068,711.6815497,824.2267856,941.2990304,1060.338556,1179.866058,1298.011003,1412.841705,1532.509129,1666.353491,1819.389858,1991.059894,2178.393791,2377.486506
IIASA GDP,SSP2_v5_120502,PHL,GDP|PPP,billion US$2005/yr,,,278.188093,335.8427591,428.1598013,538.8756992,680.1318948,853.2647546,1057.668739,1287.961675,1540.700152,1810.397099,2092.753327,2384.050388,2682.837224,2989.11545,3297.098503,3600.694316,3894.779258,4179.24029,4454.498152
IIASA GDP,SSP2_v5_120502,PNG,GDP|PPP,billion US$2005/yr,,,16.35841085,26.77781205,38.22718918,52.15163878,68.51759962,87.36075391,108.9778873,133.9091118,162.7645879,195.9079615,233.2591578,274.0675546,317.9335762,369.2169814,427.5541924,490.4967229,555.5481777,623.227595,694.2652766
IIASA GDP,SSP2_v5_120502,POL,GDP|PPP,billion US$2005/yr,,,629.7049884,788.6130706,962.0329201,1108.980166,1217.883893,1294.81643,1355.339567,1411.582438,1467.576961,1526.122839,1589.184986,1655.471777,1720.601102,1782.556217,1843.988483,1910.604611,1987.627896,2076.911669,2175.51547
IIASA GDP,SSP2_v5_120502,PRI,GDP|PPP,billion US$2005/yr,,,93.70848558,91.93366742,95.29666264,99.88517162,105.975522,112.9259242,119.9945792,127.2180117,134.912743,143.6555119,153.306424,163.5969982,174.2038252,184.9648273,195.7808197,206.5917099,217.4482018,228.5142626,240.0356429
IIASA GDP,SSP2_v5_120502,PRT,GDP|PPP,billion US$2005/yr,,,213.1328855,231.4043869,259.9636942,306.4176991,362.7178276,423.5432529,481.3230351,533.1215971,578.0431813,615.3814922,645.8609196,670.9257017,692.6324541,712.7521011,733.3087802,755.7024789,780.2012086,806.2464737,833.4079121
IIASA GDP,SSP2_v5_120502,PRY,GDP|PPP,billion US$2005/yr,,,23.28791978,27.55973631,32.70209498,40.24087481,50.88203996,64.81601438,81.9264872,101.7540111,123.6912819,147.9492244,176.7762058,210.2316966,247.0080155,284.8159652,322.1897965,358.2957323,392.9265481,426.3571192,461.804291
IIASA GDP,SSP2_v5_120502,QAT,GDP|PPP,billion US$2005/yr,,,132.5716275,357.1759655,437.0730112,525.0010442,620.5750369,718.0080445,810.7924692,896.0151506,975.0205908,1046.996918,1110.877385,1162.409958,1199.048821,1222.60686,1237.850156,1249.612543,1259.429415,1264.594551,1260.462792
IIASA GDP,SSP2_v5_120502,ROU,GDP|PPP,billion US$2005/yr,,,214.4319589,264.2508103,324.1058954,387.512159,444.1222994,491.0883676,527.8098618,556.0781436,577.5419953,595.7945462,613.5254602,631.8088362,650.8463445,671.0455819,693.0068357,717.4762896,744.7520189,774.5390207,805.9293288
IIASA GDP,SSP2_v5_120502,RUS,GDP|PPP,billion US$2005/yr,,,2050.953237,2537.601008,2886.031437,3172.121151,3402.472324,3590.875354,3755.595007,3900.7121,4025.093659,4159.70521,4329.118039,4539.568542,4782.594104,5050.9318,5345.197236,5672.173988,6037.071038,6435.988308,6858.201138
IIASA GDP,SSP2_v5_120502,RWA,GDP|PPP,billion US$2005/yr,,,11.07099155,14.74879437,18.09312068,21.43357347,26.10010805,32.18318699,40.26148137,51.125541,66.12041106,86.60776702,114.3753803,150.5884544,196.4614743,253.1118044,322.1481457,405.674468,505.7229974,622.9355234,756.6563825
IIASA GDP,SSP2_v5_120502,SAU,GDP|PPP,billion US$2005/yr,,,545.6483417,760.9374099,988.6755999,1269.967156,1576.434956,1900.05434,2243.905602,2610.996102,2998.916644,3395.089364,3793.103263,4190.309951,4588.234449,4983.650089,5374.898931,5764.904495,6156.000331,6545.270456,6921.94924
IIASA GDP,SSP2_v5_120502,SDN,GDP|PPP,billion US$2005/yr,,,93.67110838,123.6137574,159.6332862,205.4774436,269.1438537,350.4147491,449.6006158,567.495209,706.2468048,870.5448888,1065.847779,1296.406583,1565.971012,1882.091462,2247.528502,2657.131524,3099.472753,3562.967347,4034.964991
IIASA GDP,SSP2_v5_120502,SEN,GDP|PPP,billion US$2005/yr,,,17.91499041,22.70803531,28.33466186,36.23462377,46.98363471,61.2556376,80.00260785,104.470993,136.3577573,177.157463,228.4140283,291.7013669,368.6616264,460.842299,569.9509743,697.0681811,847.1393431,1020.300389,1213.572786
IIASA GDP,SSP2_v5_120502,SGP,GDP|PPP,billion US$2005/yr,,,220.3750555,283.3655373,312.7233431,331.62594,350.9589658,373.2388902,397.1658606,421.4204243,443.7595756,462.2295695,477.2820314,490.5315212,503.2006639,515.643075,527.0491452,536.3416137,543.6446181,550.3404587,558.2665254
IIASA GDP,SSP2_v5_120502,SLB,GDP|PPP,billion US$2005/yr,,,0.974026706,1.568870737,2.318144498,3.302650302,4.451968337,5.771922299,7.281011566,9.027139989,11.08526302,13.49320257,16.24817866,19.31572663,22.65067847,26.53462468,30.95721835,35.7953893,40.77883371,45.73957044,50.78175072
IIASA GDP,SSP2_v5_120502,SLE,GDP|PPP,billion US$2005/yr,,,4.472243426,7.288206468,9.344396084,11.87477498,15.40185753,20.11860233,26.20865931,33.84694609,43.32865578,54.81936798,68.71440449,85.44434092,105.4397832,129.1309639,158.2699448,193.5132032,234.7407725,280.8184847,330.5425872
IIASA GDP,SSP2_v5_120502,SLV,GDP|PPP,billion US$2005/yr,,,38.24403328,42.71105269,47.0938725,54.12084639,65.21577453,80.39833344,98.79489425,118.8569668,139.7112077,163.2140572,190.1710457,220.3865953,252.4174379,284.9335043,316.6578956,348.5681279,382.7167985,420.441819,461.8110695
IIASA GDP,SSP2_v5_120502,SOM,GDP|PPP,billion US$2005/yr,,,4.430538216,5.3231984,7.342154897,10.78752435,16.15127308,23.84695788,34.6311765,49.41170086,69.81717058,97.94050116,136.9304311,190.3647873,262.3992327,357.6355517,480.9315422,633.6071461,820.9764596,1049.594988,1326.164562
IIASA GDP,SSP2_v5_120502,SRB,GDP|PPP,billion US$2005/yr,,,62.95579724,103.2980237,134.9643732,173.107108,209.8889535,240.2842386,263.4426566,280.3871558,293.3982242,305.6691329,318.6714851,332.6383477,347.0907768,361.72605,376.6123498,392.1131038,408.5454699,426.0394772,444.5970002
IIASA GDP,SSP2_v5_120502,STP,GDP|PPP,billion US$2005/yr,,,0.289208881,0.382058708,0.481925003,0.590058734,0.716346172,0.870816812,1.064351608,1.3030662,1.594084385,1.962926541,2.42377306,2.984280176,3.648377184,4.428629758,5.33018405,6.353211462,7.487386141,8.873970353,10.4899234
IIASA GDP,SSP2_v5_120502,SUR,GDP|PPP,billion US$2005/yr,,,5.119550858,7.662053254,9.941981752,12.50342466,15.05549341,17.70461622,20.39187259,23.09775505,25.83660626,28.81818693,32.10913497,35.66837814,39.40802538,43.27386072,47.21055077,51.17939299,55.17469744,59.19374536,63.2156608
IIASA GDP,SSP2_v5_120502,SVK,GDP|PPP,billion US$2005/yr,,,107.7153146,126.7727928,136.2042378,140.4156737,145.6600305,151.9754545,159.2908282,166.9936881,174.6193441,182.1174915,189.8135772,197.8004508,205.9441664,214.2402649,222.8986772,232.2263513,242.5078915,253.854629,266.0229439
IIASA GDP,SSP2_v5_120502,SVN,GDP|PPP,billion US$2005/yr,,,50.06326024,52.48753015,53.13228921,54.86078427,58.54645346,63.06091388,67.77658687,72.55095211,77.48720342,82.66539227,88.21578817,94.14916572,100.3902616,106.8809669,113.6760513,120.9077886,128.6717028,136.9292788,145.4491078
IIASA GDP,SSP2_v5_120502,SWE,GDP|PPP,billion US$2005/yr,,,319.3264204,375.6820115,441.699256,528.4157651,616.2553684,695.8970665,766.59958,830.8709592,892.2472886,954.3637067,1020.055508,1089.181747,1160.774648,1234.095351,1308.811459,1385.07399,1463.593546,1545.229636,1630.170437
IIASA GDP,SSP2_v5_120502,SWZ,GDP|PPP,billion US$2005/yr,,,4.604356954,4.448048595,4.917125948,5.818391668,7.402887956,9.624918544,12.2894861,15.19130961,18.17152739,21.23368591,24.509598,28.4632179,33.14990172,38.38774476,43.82051895,49.2326989,54.51150955,59.56825215,64.68076694
IIASA GDP,SSP2_v5_120502,SYR,GDP|PPP,billion US$2005/yr,,,86.94502315,104.9094863,134.8920103,172.7405448,219.75318,275.5206219,339.5542259,411.3092983,490.8332649,580.9013834,682.9099661,798.2338718,926.6600235,1068.476355,1235.298924,1420.21069,1611.40922,1810.426108,2025.947705
IIASA GDP,SSP2_v5_120502,TCD,GDP|PPP,billion US$2005/yr,,,13.17841408,19.17619718,22.34704059,27.06260545,33.81958178,43.30749217,56.18317181,73.30434549,95.64087586,124.403806,160.9654732,206.8722976,263.6827925,333.0354745,416.3898565,514.8173243,628.7684833,759.1608299,906.6195214
IIASA GDP,SSP2_v5_120502,TGO,GDP|PPP,billion US$2005/yr,,,4.698078787,5.177116974,6.531980277,8.586131313,11.42191548,15.107116,19.74407732,25.53614341,32.74274134,41.73295223,52.90616522,66.62272833,83.88990119,105.275262,130.9870516,160.6714907,193.9784965,230.379335,269.2219945
IIASA GDP,SSP2_v5_120502,THA,GDP|PPP,billion US$2005/yr,,,514.2965058,648.3587567,752.7950434,864.612496,988.844735,1132.405506,1299.159175,1504.852776,1769.461408,2069.01062,2366.067234,2632.658908,2886.346868,3149.536747,3436.253533,3746.395196,4077.302462,4426.277988,4791.522243
