# File: WSA_steel_prod_cons_1970_2018.csv
# Title: Crude steel production and consumption by country
# Units: thousand tons
# Description: Crude steel production and apparent steel consumption (crude equivalent) by country (1970-2021)
# Source: World Steel Association Statistical Year Books (1980 1989 1999 2000 2019)
# Column types: ccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
Country,Metric,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Lebanon,Apparent Steel Consumption (Crude Eq.),276,262,426,514,520,291,88,242,376,326,347,346,374,400,518,372,192,111,114,50,40,101,180,173,135,191,965,336,1015,432,487,738,476,520,319,395,357,322,1220,898,846,950,928,868,947,976,996,996,1015,932,839,881
Libya,Apparent Steel Consumption (Crude Eq.),408,308,466,693,806,783,784,630,631,693,1052,1260,445,649,362,570,326,414,457,775,1272,1291,1025,1342,1210,1146,1049,1111,1008,612,807,523,690,1023,880,1202,1284,1352,1443,2089,1564,72,997,1701,1808,1539,1539,1539,1447,1628,1529,1780
Lithuania,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,,,,,,,171,228,370,312,284,308,315,365,249,612,597,693,785,590,282,381,472,493,558,631,604,716,722,794,772,718,882
Macedonia,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,,,,,,86,147,67,90,100,,,159,242,164,315,423,570,562,237,288,303,149,82,61,197,233,425,222,209,214,252,230
Madagascar,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,2,,20,22,20,29,65,,,,,,,,,,,,,,88,76,87,89,103,117,119,150,145,151,,,
Malaysia,Apparent Steel Consumption (Crude Eq.),606,616,701,1047,987,744,840,867,1000,1299,1530,1729,2353,2641,2448,2005,1225,1366,1722,2377,2938,4125,4523,5575,5265,8296,8997,8428,3327,6354,6997,8246,7879,6693,7994,7617,7398,8504,9485,7727,9668,9578,10374,11685,11720,11628,11925,10980,11368,9207,6813,7032
Malta,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,50,81,63,52,54,56,44,62,56,56,46,60,68,62,48,61,62,68,74,57,48,60,36,35,33,42,46,45,37,60,63,68,86
Mauritania,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,67,108,117,132,161,115,110,135,103,,,
Mauritius,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,131,103,91,98,93,121,109,119,136,,,
Mexico,Apparent Steel Consumption (Crude Eq.),4168,4051,4684,5174,6112,6211,5962,6487,8060,8665,10316,11367,8182,6297,7253,7553,6571,6437,6998,7549,8804,10392,11314,10095,13223,7602,10588,12473,13009,17623,19800,18790,19673,20608,22298,22403,25476,25111,23705,17565,20648,23140,23714,22904,26160,27848,28503,29587,28471,24426,21870,25551
Moldova,Apparent Steel Consumption (Crude Eq.),731.4900263,765.5316453,804.5434735,858.6119164,912.7798962,935.8525491,963.3247329,971.0156172,1018.2691,1006,998,1001,998,1046,1058,1043,1072,1082,1091,1072,1012,875,662,597,,674,689,862,781,820,942,1021,601,958,1120,1124,847,298,299,263,134,225,186,222,203,313,96,229,175,264,292,280
Mongolia,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,133,317,377,464,480,366,212,273,400,,,
Montenegro,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,118,80,37,43,15,10,27,60,47,30,29.23415046,61.29501268,54.52578191,42.92138631,47.01267963,59.21217244,59.5841082,135.6077768,88,70,91,124,121,118,84,157,192,182,235,152,84,58,60
Morocco,Apparent Steel Consumption (Crude Eq.),334,303,350,390,437,488,723,806,625,653,562,590,733,636,799,755,517,516,590,929,883,1057,1055,950,1191,1313,548,1085,1008,988,974,1129,1602,1355,1496,1889,1892,2005,2441,1919,1814,3110,2889,3081,2817,3000,3177,3367,3307,3036,2642,2996
Mozambique,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,182,200,208,289,384,426,392,269,232,296,,,
Myanmar,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,37,62,46,39,56,50,142,194,146,154,156,362,296,397,469,484,536,575,575,538,876,991,1292,1549,1554,2317,2605,2560,2159,2238,2689,2832,1343
Netherlands,Apparent Steel Consumption (Crude Eq.),5668,5010,5000,5350,5682,4533,5063,4463,4942,4051,4398,3653,3609,3254,4110,4203,4037,3456,4379,4562,4954,4777,4600,4360,4750,5550,5290,5410,6070,5850,5300,4980,4540,3860,4404,4394,4500,4236,5107,3662,4285,4869,4996,4707,4012,4423,5370,5318,6041,4615,4142,4827
New Zealand,Apparent Steel Consumption (Crude Eq.),918,835,736,955,1224,910,876,868,873,965,612,732,795,751,807,692,645,857,954,686,680,538,619,726,844,908,916,780,740,830,960,1000,1100,1100,1200,1250,1190,1240,1200,740,971,931,974,1016,1140,895,837,873,903,810,750,806
Nicaragua,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,80,82,87,92,105,111,116,122,162,156,192,225,231,189,212,223,234,234,245,259,81,53,77,113,119,125,120,114,114,118,96,70,78
Nigeria,Apparent Steel Consumption (Crude Eq.),650,540,571,710,884,1380,1327,1799,1380,4132,4660,4693,4058,1980,1665,2826,2693,2966,429,516,593,786,1163,673,429,363,356,599,509,902,979,1538,1388,1699,1373,1819,1357,1352,1845,1983,1524,1968,1957,2427,2154,1873,1381,1174,1687,2113,2086,1922
North Korea,Apparent Steel Consumption (Crude Eq.),2228,2372,2535,3046,3442,3378,3029,3165,4250,5976,6375,6073,6373,6736,7134,7133,7232,7360,7460,7041,7135,5135,4131,3949,1683,684,667,667,367,355,354,354,354,354,354,354,364,274,255,1330,1279,1373,1350,1352,1407,1507,1522,1441,1237,988,993,934
Norway,Apparent Steel Consumption (Crude Eq.),1929,1718,1772,1957,2500,2062,1789,1636,1510,1364,1738,1442,1614,1283,1401,1429,1563,1258,1365,1195,1182,1108,1610,1640,1640,1760,1730,1880,1995,1230,1260,1260,1300,1301,1855,1421,1677,1608,1474,991,904,1133,1074,1024,1529,1104,1081,1245,1226,1075,1120,1012
Oman,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,100,122,234,310,301,453,526,284,287,286,169,231,282,290,342,294,248,115,362,213,143,183,409,246,249,445,536,530,516,807,620,1026,1068,1190,1364,1510,1619,1570,1593,1630,1505,1256,1319
Other Africa,Apparent Steel Consumption (Crude Eq.),1661,1530,1867,2754,2974,2192,2275,3201,2936,1105,1165,1217,664,958,1245,1238,998,764,760,,,,,,,,,,,,,,,,,,,,,497,3442,519,491,694,679,825,891,869,993,,,
Other Asia,Apparent Steel Consumption (Crude Eq.),993,800,382,350,345,572,952,1262,1400,1363,1281,1139,1059,992,1162,1200,1214,1495,1555,,,,,,,,,,,,,,,,,,,,,393,1461,2597,1078,821,1293,1066,2154,3010,3166,,,
Other C.I.S.,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228,881,1003,1792,1752,1814,1657,1319,957,1114,,,
Other Europe,Apparent Steel Consumption (Crude Eq.),202,195,195,209,145,86,178,47,55,239,178,159,190,175,193,194,260,226,228,72,99,87,87,76,76,106,108,128,138,,,,,,,,,,,101,114,137,123,141,130,220,129,160,136,,,
Other Middle East,Apparent Steel Consumption (Crude Eq.),447,445,411,711,659,865,1615,679,600,1646,1995,2232,1981,3143,3126,3108,1931,1348,1342,,,,,,,,,,,,,,,,,,,,,7,7,3,20,14,18,7,7,11,12,,,
Other North America,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,729,268,308,306,338,425,447,538,464,,,
Other Oceania,Apparent Steel Consumption (Crude Eq.),156,143,135,140,136,120,104,98,94,,,,,,,,,,,124,162,101,103,169,106,95,77,111,1971,81,87,74,181,131,115,100,110,119,165,244,310,649,574,323,309,348,368,349,307,,,
Other South America,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,25,77,84,92,92,117,88,96,117,,,
Pakistan,Apparent Steel Consumption (Crude Eq.),696,662,382,367,433,537,497,673,600,738,796,675,1338,1433,1199,1652,1708,1689,1885,1508,1268,1340,1480,1605,1582,1746,1560,1485,1583,1612,1675,1759,1923,2260,2527,3001,2993,3042,2305,2620,2174,3189,3788,4210,4820,6464,8118,9005,7864,5684,5816,8389
Panama,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,45,66,104,144,131,151,120,147,387,201,369,293,202,238,261,284,295,306,318,336,377,455,232,273,648,626,553,588,489,489,336,149,269
Paraguay,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,78,90,80,78,116,133,146,145,96,95,131,167,144,141,153,164,164,164,175,185,143,237,276,244,256,269,260,340,362,516,341,332,442
Peru,Apparent Steel Consumption (Crude Eq.),460,466,445,645,908,969,540,598,500,416,615,762,450,340,473,504,527,689,701,450,526,517,544,698,875,1220,954,1145,1276,929,1098,1023,1310,1186,1090,1259,1606,1861,2409,1854,2832,2833,3130,3235,3392,4084,3820,4280,4730,3008,2428,3677
Philippines,Apparent Steel Consumption (Crude Eq.),1351,814,1350,1206,1214,1088,1394,1640,1480,1747,1281,1287,1765,1630,859,648,883,1524,1436,2435,2316,2076,2667,3070,3116,4689,5063,3881,3029,3703,3425,3479,4168,4521,3406,4227,4036,4883,4441,3993,4650,5940,6986,7796,8517,10186,11253,11418,12472,10059,8662,9511
Poland,Apparent Steel Consumption (Crude Eq.),11684,12528,13967,15838,17379,17833,18310,18730,19654,19200,19206,15369,14395,14821,15254,15074,15983,15821,15500,13330,9701,5765,5773,6484,6858,8477,7246,8211,8014,7867,8414,7427,8443,8911,9825,9344,12430,13950,12499,8414,10309,11635,10986,11241,12955,13632,14049,15126,16600,13633,12911,15259
Portugal,Apparent Steel Consumption (Crude Eq.),896,846,905,1146,1374,1036,1113,1474,1496,1041,1296,1292,1644,1272,1199,1128,1238,1539,1791,2008,1956,2174,2307,1911,2056,2543,2239,2736,2836,3154,3328,3303,3623,3710,3682,2925,3352,3213,2923,2455,2659,2361,2144,2509,2240,2479,2405,2601,3000,2738,2592,2917
Qatar,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,108,38,82,179,109,30,116,83,71,106,130,62,66,110,102,129,100,120,120,120,134,114,144,443,511,673,579,1102,1033,1506,1700,1291,1103,1202,1373,1582,1663,1639,1640,1706,1330,1588,1397
Romania,Apparent Steel Consumption (Crude Eq.),6430,6832,7777,8163,8937,9831,10492,10954,11531,12557,12284,11637,11822,11105,11849,11211,12152,12623,12255,11245,8170,5930,3446,3070,3450,3850,4200,3950,3650,2590,3100,3300,3440,3730,3960,4250,5100,6110,5800,2827,3511,4025,3549,3522,4085,4266,4339,4475,4882,4539,4126,4256
Russia,Apparent Steel Consumption (Crude Eq.),65256.20314,68293.05495,71773.29896,76596.74312,81429.06696,83487.37763,85938.17032,86624.27387,90839.75569,89770,88992,89299,89000,93283,94343,93036,95631,96522,97343,95611,90322,78061,59057,39747,21037,21894,19918,20121,14172,21589,29412,31861,29260,29062,31674,35086,41517,46959,40783,28477,41444,47981,49488,49671,49423,44746,43424,44396,44728,43517,42314,43924
Saudi Arabia,Apparent Steel Consumption (Crude Eq.),430,432,566,810,1005,1410,1999,1969,2479,4057,3295,3861,6301,5744,4717,4225,2813,2838,3195,2493,2365,2859,3147,4643,3119,3341,3554,4336,4445,4248,4165,5418,5551,6160,6230,7056,7936,9144,10341,10158,10800,12600,13500,14000,14600,14000,12650,12272,8919,9992,10920,11400
Senegal,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,82,89,52,73,73,64,72,73,54,93,95,81,104,137,140,185,207,222,222,209,287,362,431,394,335,413,449,554,510,634,580,610,718
Serbia,Apparent Steel Consumption (Crude Eq.),1051.331397,1267.736838,1190.383404,1115.485634,1301.502226,1627.18474,1247.170647,1591.577604,1657.266631,1719,1761,1880,1614,1626,1539,1568,1636,1273,1146,1474.31962,996.6928602,458.9023178,539.6322908,183.271344,128.660186,341.5511412,746.9695689,579.4336433,374.8732037,363.7658495,762.7049873,678.4742181,534.0786137,584.9873204,736.7878276,741.4158918,1687.392223,1095,1150,828,477,642,496,427,520,704,865,1056,1380,1466,1293,1510
Singapore,Apparent Steel Consumption (Crude Eq.),800,942,912,1229,1762,1619,1342,1014,1235,1477,1779,2149,2551,2757,2272,1910,1833,1825,2150,3021,3453,3631,3399,4156,4089,4993,4872,5611,4820,3706,3730,3547,3781,3030,4000,3000,3000,3800,4226,3540,3350,4900,4782,5345,4791,5019,3540,3400,3628,2319,1600,2480
Slovak Republic,Apparent Steel Consumption (Crude Eq.),2102.65764,2249.924565,2283.70793,2385.058027,2447.628627,2572.294004,2720.03675,2675.7853,2724.081238,2629,2589,2692,2664,2658,2605,2644,2662,2621,2578,2576,2442,1454,1230,1200,1400,1470,1410,1440,1345,1239,1428,1461,1536,1666,1942,1862,2224,2574,2290,1566,2033,2082,2078,2279,2419,2515,2547,2755,2940,2510,2225,2434
Slovenia,Apparent Steel Consumption (Crude Eq.),1194.27,1440.1,1352.23,1267.15,1478.45,1848.41,1416.73,1807.97,1882.59,1952,2001,2135,1833,1847,1748,1781,1859,1446,1302,1675,1132,521,613,560,644,782,932,770,909,933,1065,1115,1147,1063,1251,1129,1296,1501,1338,957,1083,1121,981,968,1002,1059,1132,1141,1222,1340,1320,1560
South Africa,Apparent Steel Consumption (Crude Eq.),4783,5532,4881,5636,6494,7506,6066,4871,5111,6339,7197,7264,6146,5345,6013,5267,5302,6046,5991,6029,5525,5070,4146,4422,4702,4879,4479,4964,4481,4266,4488,4673,5396,4547,5472,5175,6680,6629,6779,4931,5534,5900,5827,6295,5663,5858,5500,5244,5163,4753,3753,5103
South Korea,Apparent Steel Consumption (Crude Eq.),1279,1475,1496,2860,4222,3120,5416,5997,7438,7500,6100,7480,7630,8620,10620,11310,12190,15050,15830,18267,21478,26068,23238,26710,32188,37306,39387,39901,26018,35200,40000,39700,45400,47500,49100,49000,52210,57404,61111,47303,54573,58741,56322,53919,57834,58125,59450,58670,55950,53226,49195,56041
Spain,Apparent Steel Consumption (Crude Eq.),8544,7862,9508,10696,12091,10909,10983,9052,7079,8341,9260,8167,9080,7468,7026,6711,8821,8962,10505,11465,11630,11170,10700,9500,11300,13200,12300,14400,16500,18500,18600,19900,20600,27255,23107,22182,24274,24195,18260,12500,14100,14000,11510,11873,12449,13633,13523,13648,15392,13240,11642,13081
Sri Lanka,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,76,75,165,158,130,403,174,99,139,291,172,206,180,352,404,446,506,513,511,419,423,517,580,664,638,731,1028,1153,1117,1060,905,817,927
Sudan,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,22,24,21,43,48,40,47,69,62,444,113,120,237,308,446,669,647,552,552,466,437,374,328,371,293,333,356,358,337,350,326,293,323
Sweden,Apparent Steel Consumption (Crude Eq.),5900,5484,5567,5904,6312,6328,5960,3824,3872,4309,4065,3436,3539,3633,3716,3292,3543,3556,3739,4030,3840,3030,3050,3330,3790,4410,3820,4140,4680,4500,4650,3980,4186,4566,4579,4904,5074,5893,5041,2801,3970,4244,3819,3915,3695,3878,4452,4743,4670,3800,3134,3645
Switzerland,Apparent Steel Consumption (Crude Eq.),2976,2486,3098,3106,2606,1482,2014,2254,2005,2290,2613,2420,1996,1928,2268,2292,2436,2359,2530,2921,2817,2347,2239,2020,2290,2328,1881,2125,2179,2099,2453,2344,2060,1987,2161,2306,2565,2739,2633,2065,2615,2805,2871,2959,2949,2750,2982,2902,3020,2697,2487,2686
Syria,Apparent Steel Consumption (Crude Eq.),270,207,283,360,544,469,892,591,620,1032,1117,524,912,476,863,1140,209,104,114,459,610,804,759,1060,1124,369,505,518,508,865,1228,1469,1879,1920,1848,2428,2536,2535,2245,2774,2090,1490,776,471,289,293,293,270,270,250,225,236
"Taiwan, China",Apparent Steel Consumption (Crude Eq.),740,1060,969,1675,2851,1910,3019,3511,4747,5248,6328,5563,5074,5770,6086,6316,7835,9401,11380,14100,15350,18920,21300,25110,22980,24090,21610,25240,24220,24470,25300,20910,24470,23830,26462,23890,23790,21700,20090,13530,21350,21715,21332,22285,23469,21032,21932,21206,21423,17615,18792,21142
Tajikistan,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,105,111,174,245,277,379,309,280,357,352,404,345
Tanzania,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,53,83,39,78,82,68,65,48,59,57,64,62,45,65,74,62,63,39,71,67,101,75,128,144,175,181,217,225,225,272,344,355,474,439,777,643,712,587,572,780,1069,838,1013
Thailand,Apparent Steel Consumption (Crude Eq.),793,795,1081,1240,1234,1108,1377,1655,1902,2658,1990,1854,2456,3092,2328,2748,2319,2438,3176,5083,6783,7107,8571,8051,11368,11947,11980,10065,3751,7129,7428,8403,11145,11896,14179,17046,15363,14160,16265,12501,16378,16881,19047,20732,22382,21103,24159,22137,22367,18467,16286,18550
Togo,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,18,16,14,,,,,,,,,,,,,,,,,,83,149,122,187,165,199,204,171,155,182,,,
Trinidad and Tobago,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,53,75,45,106,50,43,65,162,216,190,86,91,96,58,55,45,90,149,88,368,108,244,131,304,262,284,284,295,306,323,264,342,303,318,334,351,338,320,322,332,316,231,257
Tunisia,Apparent Steel Consumption (Crude Eq.),173,216,309,289,309,322,290,381,395,581,625,529,580,667,543,499,508,497,550,576,692,627,915,900,620,640,650,469,679,630,768,729,683,861,952,1046,1145,945,1301,794,990,858,850,838,867,889,899,921,949,864,735,728
Turkey,Apparent Steel Consumption (Crude Eq.),1781,1976,2131,2232,3478,3078,3701,4720,3501,3094,3424,3369,4049,4252,5271,5272,5369,6724,6670,7171,6593,7380,7510,10270,6410,10750,10470,11900,13400,11530,13370,14346,14966,16798,18563,19744,21171,23704,20811,19198,25131,28665,30286,33305,32750,36570,36250,38219,32536,26078,29481,33377
Turkmenistan,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,482,575,1172,1014,1004,798,550,233,234,364,492,190
Uganda,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,34,30,30,30,30,30,30,30,30,30,,,,,,,,,,,121,200,161,78,131,160,155,132,154,216,,,
Ukraine,Apparent Steel Consumption (Crude Eq.),37201.01921,38932.25665,40916.26151,43665.99303,46420.78665,47594.18092,48991.31991,49382.45133,51785.59789,51176,50732,50907,50737,53178,53783,53038,54517,55025,55493,54506,51491,44501,33667,19947,9341,7774,7681,5349,3951,4502,5540,6488,6211,7059,6573,6338,7661,9469,7907,4474,6305,7307,7057,6331,4763,3786,4879,5253,5321,4655,4603,4763
United Arab Emirates,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,394,1028,491,563,907,1271,1198,1065,1235,1602,2090,1967,2485,3167,4038,4962,5900,7322,7217,14507,6934,7364,7592,7656,7413,7771,7757,8514,8621,8728,8166,6905,6456
United Kingdom,Apparent Steel Consumption (Crude Eq.),25433,20519,22951,24907,24268,20903,21169,19937,20046,20160,16050,16090,15180,14710,14330,14350,14820,14980,17490,17730,16370,14020,13440,13360,14520,15090,14880,15590,16570,15480,15170,15110,14150,14200,15000,12130,14670,14570,13010,8832,11297,11706,11125,10990,11789,11883,12023,12016,11934,10250,8966,10822
United States,Apparent Steel Consumption (Crude Eq.),127304,127663,138410,149595,144120,116821,129953,133923,146445,140061,114015,128523,83934,94011,111152,105095,94810,101641,111037,101986,103052,89600,97372,104357,117471,112584,119433,123589,132989,127949,133353,114397,118268,105776,123835,113325,128526,114050,102438,69400,92400,101000,108300,106300,121600,108333,102570,109664,111981,97613,80043,97090
Uruguay,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,131,128,146,190,198,205,219,160,83,102,206,197,178,109,113,124,124,124,136,144,125,168,231,261,243,236,249,210,185,193,183,220,254
Uzbekistan,Apparent Steel Consumption (Crude Eq.),696.1309918,728.5270945,765.6531545,817.1080171,868.6576051,890.6149636,916.7591869,924.0783064,969.0476334,958,949,953,949,995,1006,992,1020,1030,1038,1020,964,833,630,590,438,461,444,379,351,431,516,596,666,769,872,864,1088,1391,1420,1629,1358,1387,1604,1971,2025,1842,1834,2459,2700,2756,3277,2961
Venezuela,Apparent Steel Consumption (Crude Eq.),1614,1693,2025,2081,2734,2352,2835,4018,2908,2793,2798,2578,2968,1688,2088,1776,2622,3274,3126,2335,2586,3166,3264,2574,2008,3228,2968,3066,3326,2272,2360,2810,1950,1830,2820,3009,3965,4489,4194,3270,2786,3216,3707,3550,2526,2271,926,624,512,130,92,102
Viet Nam,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,194,215,263,485,899,552,752,1781,1799,2241,2538,2935,4036,5234,5181,5794,5568,6093,10808,8560,12700,12293,11276,12740,13685,16226,20510,25088,24311,25070,24313,23337,22054
Yemen,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,,,,,,,,,,,72,59,70,103,53,238,248,216,261,193,,,,,,,,,,,861,578,382,587,500,971,621,534,496,497,447,368,379
Zambia,Apparent Steel Consumption (Crude Eq.),,,,,,,,,,47,28,14,11,9,13,27,28,2,6,,,,,,,,,,,,,,,,,,,,,118,124,180,158,209,170,181,157,173,192,,,
Zimbabwe,Apparent Steel Consumption (Crude Eq.),344,379,460,280,280,500,500,500,700,234,180,366,235,316,123,444,384,321,316,408,499,449,563,292,430,320,320,326,290,,,,,,,,,,,45,80,114,120,126,136,158,167,138,164,,,
