# File: steel_prod_process.csv
# Title: Crude steel production by country and process
# Units: Thousand tonnes
# Description: National steel production by process (Blast Furnace and Electric Arc Furnace)
# Source: World Steel Association Statistical Year books
# Column types: cinnc
# ----------
country_name,year,BLASTFUR,EAF,unit_prod
Algeria,1986,648,77.6,thousand tons
Ecuador,1986,0,50,thousand tons
Egypt,1986,1020,1433,thousand tons
Spain,1986,3630,10050,thousand tons
Estonia,1986,0.862,0,thousand tons
Finland,1986,2700,832,thousand tons
France,1986,10800,7280,thousand tons
United Kingdom,1986,9960,2990,thousand tons
Ghana,1986,0,21.57,thousand tons
Greece,1986,0,938,thousand tons
Guatemala,1986,0.431,143.4,thousand tons
Croatia,1986,0,61.2,thousand tons
Hungary,1986,1410,200.4,thousand tons
Indonesia,1986,0,2459,thousand tons
India,1986,14900,8350,thousand tons
Ireland,1986,0,311,thousand tons
"Iran, Islamic Republic of",1986,1900,3790,thousand tons
Israel,1986,0,240.9,thousand tons
Italy,1986,9200,13860,thousand tons
Jordan,1986,0,25.91,thousand tons
Japan,1986,65300,26450,thousand tons
Kazakhstan,1986,4110,0,thousand tons
Kenya,1986,0,17.24,thousand tons
"Korea, Republic of",1986,21300,15900,thousand tons
Libyan Arab Jamahiriya,1986,0,909,thousand tons
Sri Lanka,1986,0,25.91,thousand tons
Luxembourg,1986,0,2215,thousand tons
Latvia,1986,428,1.724,thousand tons
Morocco,1986,4.31,0,thousand tons
"Moldova, Republic of",1986,0,782,thousand tons
Mexico,1986,4510,8960,thousand tons
"Macedonia, the former Yugoslav Republic of",1986,0.0862,138.7,thousand tons
Myanmar,1986,0,21.57,thousand tons
Malaysia,1986,0,3145,thousand tons
Netherlands,1986,4750,137.1,thousand tons
Norway,1986,0,586,thousand tons
New Zealand,1986,476,128.9,thousand tons
Pakistan,1986,733,86.2,thousand tons
Peru,1986,247,400,thousand tons
Philippines,1986,0,367.1,thousand tons
Poland,1986,6210,2840,thousand tons
"Korea, Democratic Peoples Republic of",1986,1290,0,thousand tons
Portugal,1986,353,584,thousand tons
Paraguay,1986,66.4,0,thousand tons
Qatar,1986,0,629,thousand tons
Romania,1986,2880,1143,thousand tons
Russian Federation,1986,43600,7420,thousand tons
Saudi Arabia,1986,0,2567,thousand tons
Singapore,1986,0,520,thousand tons
El Salvador,1986,0.431,34.88,thousand tons
Slovakia,1986,2970,246,thousand tons
Slovenia,1986,0,448,thousand tons
Sweden,1986,2790,1718,thousand tons
Syrian Arab Republic,1986,0,60.4,thousand tons
Thailand,1986,0,1814,thousand tons
Trinidad and Tobago,1986,0,638,thousand tons
Tunisia,1986,147,50.9,thousand tons
Turkey,1986,4510,7840,thousand tons
Taiwan,1986,8600,5970,thousand tons
Ukraine,1986,26500,849,thousand tons
Uruguay,1986,0,32.76,thousand tons
United States of America,1986,46500,41200,thousand tons
Uzbekistan,1986,98.3,252.6,thousand tons
Venezuela,1986,0.345,3303,thousand tons
Viet Nam,1986,0,263.3,thousand tons
South Africa,1986,4030,3277,thousand tons
Angola,1986,0,1,thousand tons
Albania,1987,0,4.37,thousand tons
United Arab Emirates,1987,0,78.7,thousand tons
Argentina,1987,1950,1972,thousand tons
Australia,1987,5270,964,thousand tons
Austria,1987,4520,475,thousand tons
Belgium,1987,7790,2390,thousand tons
Bulgaria,1987,1240,527,thousand tons
Bosnia and Herzegovina,1987,46.8,20.58,thousand tons
Belarus,1987,0,1313,thousand tons
Brazil,1987,19300,5030,thousand tons
Canada,1987,8410,6110,thousand tons
Switzerland,1987,0,875,thousand tons
Chile,1987,993,189.5,thousand tons
China,1987,94700,17683,thousand tons
Colombia,1987,245,332.9,thousand tons
Cuba,1987,0,293.5,thousand tons
Czech Republic,1987,4980,457,thousand tons
Germany,1987,28900,11660,thousand tons
Denmark,1987,0,700,thousand tons
Dominican Republic,1987,0.0875,34.07,thousand tons
Algeria,1987,658,78.7,thousand tons
Ecuador,1987,0,50.8,thousand tons
Egypt,1987,1030,1448,thousand tons
Spain,1987,3690,10200,thousand tons
Estonia,1987,0.875,0,thousand tons
Finland,1987,2740,844,thousand tons
France,1987,10900,7390,thousand tons
United Kingdom,1987,10100,3030,thousand tons
Ghana,1987,0,21.85,thousand tons
Greece,1987,0,952,thousand tons
Guatemala,1987,0.437,146,thousand tons
Croatia,1987,0,62.1,thousand tons
Hungary,1987,1430,203.7,thousand tons
Indonesia,1987,0,2488,thousand tons
India,1987,15100,8470,thousand tons
Ireland,1987,0,315,thousand tons
"Iran, Islamic Republic of",1987,1930,3843,thousand tons
Israel,1987,0,244.8,thousand tons
Italy,1987,9340,14070,thousand tons
Jordan,1987,0,26.2,thousand tons
Japan,1987,66300,26790,thousand tons
Kazakhstan,1987,4170,0,thousand tons
Kenya,1987,0,17.5,thousand tons
"Korea, Republic of",1987,21600,16140,thousand tons
Libyan Arab Jamahiriya,1987,0,922,thousand tons
Sri Lanka,1987,0,26.2,thousand tons
Luxembourg,1987,0,2250,thousand tons
Latvia,1987,434,1.75,thousand tons
Morocco,1987,4.37,0,thousand tons
"Moldova, Republic of",1987,0,794,thousand tons
Mexico,1987,4580,9090,thousand tons
"Macedonia, the former Yugoslav Republic of",1987,0.0875,140.7,thousand tons
Myanmar,1987,0,21.85,thousand tons
Malaysia,1987,0,3196,thousand tons
Netherlands,1987,4820,139.1,thousand tons
Norway,1987,0,594,thousand tons
New Zealand,1987,483,130.9,thousand tons
Pakistan,1987,744,87.5,thousand tons
Peru,1987,251,406.5,thousand tons
Philippines,1987,0,372.4,thousand tons
Poland,1987,6300,2880,thousand tons
"Korea, Democratic Peoples Republic of",1987,1310,0,thousand tons
Portugal,1987,359,593,thousand tons
Paraguay,1987,67.4,0,thousand tons
Qatar,1987,0,638,thousand tons
Romania,1987,2930,1159,thousand tons
Russian Federation,1987,44200,7530,thousand tons
Saudi Arabia,1987,0,2606,thousand tons
Singapore,1987,0,528,thousand tons
El Salvador,1987,0.437,35.4,thousand tons
Slovakia,1987,3020,250,thousand tons
Slovenia,1987,0,454,thousand tons
Sweden,1987,2830,1743,thousand tons
Syrian Arab Republic,1987,0,61.2,thousand tons
Thailand,1987,0,1841,thousand tons
Trinidad and Tobago,1987,0,649,thousand tons
Tunisia,1987,149,51.6,thousand tons
Turkey,1987,4570,7960,thousand tons
Taiwan,1987,8720,6050,thousand tons
Ukraine,1987,26900,862,thousand tons
Uruguay,1987,0,33.28,thousand tons
United States of America,1987,47200,41900,thousand tons
Uzbekistan,1987,99.7,256.5,thousand tons
Venezuela,1987,0.35,3355,thousand tons
Viet Nam,1987,0,267.2,thousand tons
South Africa,1987,4090,3329,thousand tons
Angola,1987,0,1,thousand tons
Albania,1988,0,4.44,thousand tons
United Arab Emirates,1988,0,79.9,thousand tons
Argentina,1988,1970,1999,thousand tons
Australia,1988,5350,978,thousand tons
Austria,1988,4580,482,thousand tons
Belgium,1988,7910,2410,thousand tons
Bulgaria,1988,1260,534,thousand tons
Bosnia and Herzegovina,1988,47.5,20.87,thousand tons
Belarus,1988,0,1333,thousand tons
Brazil,1988,19600,5090,thousand tons
Canada,1988,8530,6200,thousand tons
Switzerland,1988,0,887,thousand tons
Chile,1988,1010,192.1,thousand tons
China,1988,96100,17896,thousand tons
Colombia,1988,248,338,thousand tons
Cuba,1988,0,298.6,thousand tons
Czech Republic,1988,5050,464,thousand tons
Germany,1988,29300,11820,thousand tons
Denmark,1988,0,711,thousand tons
Dominican Republic,1988,0.0887,34.49,thousand tons
Algeria,1988,667,79.9,thousand tons
Ecuador,1988,0,51.5,thousand tons
Egypt,1988,1050,1474,thousand tons
Spain,1988,3740,10340,thousand tons
Estonia,1988,0.887,0,thousand tons
Finland,1988,2780,857,thousand tons
France,1988,11100,7500,thousand tons
United Kingdom,1988,10300,3070,thousand tons
Ghana,1988,0,22.22,thousand tons
Greece,1988,0,966,thousand tons
Guatemala,1988,0.444,147.5,thousand tons
Croatia,1988,0,63,thousand tons
Hungary,1988,1450,207,thousand tons
Indonesia,1988,0,2527,thousand tons
India,1988,15300,8600,thousand tons
Ireland,1988,0,320,thousand tons
"Iran, Islamic Republic of",1988,1950,3907,thousand tons
Israel,1988,0,248.6,thousand tons
Italy,1988,9470,14270,thousand tons
Jordan,1988,0,26.59,thousand tons
Japan,1988,67300,27220,thousand tons
Kazakhstan,1988,4230,0,thousand tons
Kenya,1988,0,17.76,thousand tons
"Korea, Republic of",1988,21900,16360,thousand tons
Libyan Arab Jamahiriya,1988,0,937,thousand tons
Sri Lanka,1988,0,26.59,thousand tons
Luxembourg,1988,0,2280,thousand tons
Latvia,1988,440,1.775,thousand tons
Morocco,1988,4.44,0,thousand tons
"Moldova, Republic of",1988,0,806,thousand tons
Mexico,1988,4650,9220,thousand tons
"Macedonia, the former Yugoslav Republic of",1988,0.0887,142.8,thousand tons
Myanmar,1988,0,22.22,thousand tons
Malaysia,1988,0,3237,thousand tons
Netherlands,1988,4890,141.1,thousand tons
Norway,1988,0,602,thousand tons
New Zealand,1988,490,132.9,thousand tons
Pakistan,1988,754,88.7,thousand tons
Peru,1988,255,411.9,thousand tons
Philippines,1988,0,377.7,thousand tons
Poland,1988,6400,2920,thousand tons
"Korea, Democratic Peoples Republic of",1988,1330,0,thousand tons
Portugal,1988,364,602,thousand tons
Paraguay,1988,68.3,0,thousand tons
Qatar,1988,0,647,thousand tons
Romania,1988,2970,1177,thousand tons
Russian Federation,1988,44800,7650,thousand tons
Saudi Arabia,1988,0,2645,thousand tons
Singapore,1988,0,535,thousand tons
El Salvador,1988,0.444,35.93,thousand tons
Slovakia,1988,3060,254,thousand tons
Slovenia,1988,0,461,thousand tons
Sweden,1988,2870,1768,thousand tons
Syrian Arab Republic,1988,0,62.1,thousand tons
Thailand,1988,0,1867,thousand tons
Trinidad and Tobago,1988,0,658,thousand tons
Tunisia,1988,151,52.4,thousand tons
Turkey,1988,4640,8070,thousand tons
Taiwan,1988,8850,6140,thousand tons
Ukraine,1988,27300,874,thousand tons
Uruguay,1988,0,33.69,thousand tons
United States of America,1988,47900,42400,thousand tons
Uzbekistan,1988,101,260.4,thousand tons
Venezuela,1988,0.355,3407,thousand tons
Viet Nam,1988,0,271.2,thousand tons
South Africa,1988,4150,3381,thousand tons
Angola,1988,0,1,thousand tons
Albania,1989,0,4.5,thousand tons
United Arab Emirates,1989,0,81,thousand tons
Argentina,1989,2000,2026,thousand tons
Australia,1989,5430,992,thousand tons
Austria,1989,4650,489,thousand tons
Belgium,1989,8020,2450,thousand tons
Bulgaria,1989,1280,541,thousand tons
Bosnia and Herzegovina,1989,48.2,21.17,thousand tons
Belarus,1989,0,1352,thousand tons
Brazil,1989,19900,5170,thousand tons
Canada,1989,8650,6290,thousand tons
Switzerland,1989,0,900,thousand tons
Chile,1989,1020,194.8,thousand tons
China,1989,97500,18209,thousand tons
Colombia,1989,252,342.2,thousand tons
Cuba,1989,0,302.6,thousand tons
Czech Republic,1989,5120,471,thousand tons
Germany,1989,29800,12000,thousand tons
Denmark,1989,0,721,thousand tons
Dominican Republic,1989,0.09,35,thousand tons
Algeria,1989,677,81,thousand tons
Ecuador,1989,0,52.2,thousand tons
Egypt,1989,1060,1499,thousand tons
Spain,1989,3800,10500,thousand tons
Estonia,1989,0.9,0,thousand tons
Finland,1989,2820,868,thousand tons
France,1989,11300,7600,thousand tons
United Kingdom,1989,10400,3120,thousand tons
Ghana,1989,0,22.5,thousand tons
Greece,1989,0,979,thousand tons
Guatemala,1989,0.45,150,thousand tons
Croatia,1989,0,64,thousand tons
Hungary,1989,1470,209.3,thousand tons
Indonesia,1989,0,2565,thousand tons
India,1989,15500,8720,thousand tons
Ireland,1989,0,324,thousand tons
"Iran, Islamic Republic of",1989,1980,3960,thousand tons
Israel,1989,0,252.5,thousand tons
Italy,1989,9610,14480,thousand tons
Jordan,1989,0,26.98,thousand tons
Japan,1989,68200,27560,thousand tons
Kazakhstan,1989,4290,0,thousand tons
Kenya,1989,0,18.02,thousand tons
"Korea, Republic of",1989,22200,16600,thousand tons
Libyan Arab Jamahiriya,1989,0,950,thousand tons
Sri Lanka,1989,0,26.98,thousand tons
Luxembourg,1989,0,2320,thousand tons
Latvia,1989,446,1.802,thousand tons
Morocco,1989,4.5,0,thousand tons
"Moldova, Republic of",1989,0,818,thousand tons
Mexico,1989,4710,9360,thousand tons
"Macedonia, the former Yugoslav Republic of",1989,0.09,144.8,thousand tons
Myanmar,1989,0,22.5,thousand tons
Malaysia,1989,0,3289,thousand tons
Netherlands,1989,4960,143.2,thousand tons
Norway,1989,0,611,thousand tons
New Zealand,1989,497,134.3,thousand tons
Pakistan,1989,765,90,thousand tons
Peru,1989,258,418,thousand tons
Philippines,1989,0,383,thousand tons
Poland,1989,6490,2960,thousand tons
"Korea, Democratic Peoples Republic of",1989,1350,0,thousand tons
Portugal,1989,369,611,thousand tons
Paraguay,1989,69.3,0,thousand tons
Qatar,1989,0,656,thousand tons
Romania,1989,3010,1193,thousand tons
Russian Federation,1989,45500,7750,thousand tons
Saudi Arabia,1989,0,2684,thousand tons
Singapore,1989,0,543,thousand tons
El Salvador,1989,0.45,36.45,thousand tons
Slovakia,1989,3100,257,thousand tons
Slovenia,1989,0,468,thousand tons
Sweden,1989,2910,1789,thousand tons
Syrian Arab Republic,1989,0,63,thousand tons
Thailand,1989,0,1894,thousand tons
Trinidad and Tobago,1989,0,667,thousand tons
Tunisia,1989,153,53.1,thousand tons
Turkey,1989,4710,8190,thousand tons
Taiwan,1989,8980,6240,thousand tons
Ukraine,1989,27700,887,thousand tons
Uruguay,1989,0,34.21,thousand tons
United States of America,1989,48600,43100,thousand tons
Uzbekistan,1989,103,263.3,thousand tons
Venezuela,1989,0.36,3448,thousand tons
Viet Nam,1989,0,275.1,thousand tons
South Africa,1989,4210,3422,thousand tons
Angola,1989,0,1,thousand tons
Albania,1990,0,4.56,thousand tons
United Arab Emirates,1990,0,82.1,thousand tons
Argentina,1990,2030,2053,thousand tons
Australia,1990,5500,1006,thousand tons
Austria,1990,4710,496,thousand tons
Belgium,1990,8130,2480,thousand tons
Bulgaria,1990,1300,550,thousand tons
Bosnia and Herzegovina,1990,48.8,21.46,thousand tons
Belarus,1990,0,1371,thousand tons
Brazil,1990,20200,5250,thousand tons
Canada,1990,8770,6370,thousand tons
Switzerland,1990,0,913,thousand tons
Chile,1990,1040,197.4,thousand tons
China,1990,98900,18422,thousand tons
Colombia,1990,255,347.3,thousand tons
Cuba,1990,0,306.6,thousand tons
Czech Republic,1990,5200,477,thousand tons
Germany,1990,30200,12160,thousand tons
Denmark,1990,0,731,thousand tons
Dominican Republic,1990,0.0913,35.52,thousand tons
Algeria,1990,686,82.1,thousand tons
Ecuador,1990,0,52.9,thousand tons
Egypt,1990,1080,1514,thousand tons
Spain,1990,3850,10640,thousand tons
Estonia,1990,0.913,0,thousand tons
Finland,1990,2860,881,thousand tons
France,1990,11400,7710,thousand tons
United Kingdom,1990,10500,3160,thousand tons
Ghana,1990,0,22.78,thousand tons
Greece,1990,0,993,thousand tons
Guatemala,1990,0.456,152.5,thousand tons
Croatia,1990,0,64.8,thousand tons
Hungary,1990,1500,212.6,thousand tons
Indonesia,1990,0,2604,thousand tons
India,1990,15700,8840,thousand tons
Ireland,1990,0,329,thousand tons
"Iran, Islamic Republic of",1990,2010,4014,thousand tons
Israel,1990,0,255.3,thousand tons
Italy,1990,9750,14680,thousand tons
Jordan,1990,0,27.37,thousand tons
Japan,1990,69200,28000,thousand tons
Kazakhstan,1990,4350,0,thousand tons
Kenya,1990,0,18.28,thousand tons
"Korea, Republic of",1990,22500,16840,thousand tons
Libyan Arab Jamahiriya,1990,0,963,thousand tons
Sri Lanka,1990,0,27.37,thousand tons
Luxembourg,1990,0,2340,thousand tons
Latvia,1990,453,1.823,thousand tons
Morocco,1990,4.56,0,thousand tons
"Moldova, Republic of",1990,0,829,thousand tons
Mexico,1990,4780,9490,thousand tons
"Macedonia, the former Yugoslav Republic of",1990,0.0913,146.9,thousand tons
Myanmar,1990,0,22.78,thousand tons
Malaysia,1990,0,3330,thousand tons
Netherlands,1990,5030,145.2,thousand tons
Norway,1990,0,620,thousand tons
New Zealand,1990,504,136.8,thousand tons
Pakistan,1990,776,91.3,thousand tons
Peru,1990,262,424,thousand tons
Philippines,1990,0,389.3,thousand tons
Poland,1990,6580,3000,thousand tons
"Korea, Democratic Peoples Republic of",1990,1370,0,thousand tons
Portugal,1990,374,619,thousand tons
Paraguay,1990,70.3,0,thousand tons
Qatar,1990,0,666,thousand tons
Romania,1990,3050,1210,thousand tons
Russian Federation,1990,46100,7860,thousand tons
Saudi Arabia,1990,0,2723,thousand tons
Singapore,1990,0,550,thousand tons
El Salvador,1990,0.456,36.97,thousand tons
Slovakia,1990,3150,261,thousand tons
Slovenia,1990,0,473,thousand tons
Sweden,1990,2950,1820,thousand tons
Syrian Arab Republic,1990,0,63.9,thousand tons
Thailand,1990,0,1920,thousand tons
Trinidad and Tobago,1990,0,676,thousand tons
Tunisia,1990,155,53.8,thousand tons
Turkey,1990,4770,8310,thousand tons
Taiwan,1990,9100,6320,thousand tons
Ukraine,1990,28100,899,thousand tons
Uruguay,1990,0,34.73,thousand tons
United States of America,1990,49300,43700,thousand tons
Uzbekistan,1990,104,267.2,thousand tons
Venezuela,1990,0.365,3500,thousand tons
Viet Nam,1990,0,279,thousand tons
South Africa,1990,4270,3474,thousand tons
Angola,1990,0,1,thousand tons
Albania,1991,0,4.54,thousand tons
United Arab Emirates,1991,0,81.7,thousand tons
Argentina,1991,2020,2040,thousand tons
Australia,1991,5470,1001,thousand tons
Austria,1991,4690,493,thousand tons
Belgium,1991,8090,2480,thousand tons
Bulgaria,1991,1290,547,thousand tons
Bosnia and Herzegovina,1991,48.6,21.33,thousand tons
Belarus,1991,0,1365,thousand tons
Brazil,1991,20100,5220,thousand tons
Canada,1991,8730,6350,thousand tons
Switzerland,1991,0,909,thousand tons
Chile,1991,1030,196.2,thousand tons
China,1991,98400,18317,thousand tons
Colombia,1991,254,345.9,thousand tons
Cuba,1991,0,305.3,thousand tons
Czech Republic,1991,5170,475,thousand tons
Germany,1991,30000,12110,thousand tons
Denmark,1991,0,727,thousand tons
Dominican Republic,1991,0.0908,35.38,thousand tons
Algeria,1991,683,81.7,thousand tons
Ecuador,1991,0,52.6,thousand tons
Egypt,1991,1070,1512,thousand tons
Spain,1991,3830,10590,thousand tons
Estonia,1991,0.908,0,thousand tons
Finland,1991,2840,877,thousand tons
France,1991,11400,7670,thousand tons
United Kingdom,1991,10500,3150,thousand tons
Ghana,1991,0,22.75,thousand tons
Greece,1991,0,988,thousand tons
Guatemala,1991,0.454,151.3,thousand tons
Croatia,1991,0,64.5,thousand tons
Hungary,1991,1490,212.1,thousand tons
Indonesia,1991,0,2591,thousand tons
India,1991,15700,8800,thousand tons
Ireland,1991,0,327,thousand tons
"Iran, Islamic Republic of",1991,2000,3999,thousand tons
Israel,1991,0,254,thousand tons
Italy,1991,9700,14610,thousand tons
Jordan,1991,0,27.24,thousand tons
Japan,1991,68800,27850,thousand tons
Kazakhstan,1991,4330,0,thousand tons
Kenya,1991,0,18.16,thousand tons
"Korea, Republic of",1991,22400,16760,thousand tons
Libyan Arab Jamahiriya,1991,0,958,thousand tons
Sri Lanka,1991,0,27.24,thousand tons
Luxembourg,1991,0,2340,thousand tons
Latvia,1991,451,1.819,thousand tons
Morocco,1991,4.54,0,thousand tons
"Moldova, Republic of",1991,0,825,thousand tons
Mexico,1991,4760,9450,thousand tons
"Macedonia, the former Yugoslav Republic of",1991,0.0908,146.2,thousand tons
Myanmar,1991,0,22.75,thousand tons
Malaysia,1991,0,3316,thousand tons
Netherlands,1991,5000,144.5,thousand tons
Norway,1991,0,616,thousand tons
New Zealand,1991,502,135.6,thousand tons
Pakistan,1991,772,90.8,thousand tons
Peru,1991,261,421,thousand tons
Philippines,1991,0,386.9,thousand tons
Poland,1991,6550,2990,thousand tons
"Korea, Democratic Peoples Republic of",1991,1360,0,thousand tons
Portugal,1991,372,616,thousand tons
Paraguay,1991,69.9,0,thousand tons
Qatar,1991,0,662,thousand tons
Romania,1991,3040,1204,thousand tons
Russian Federation,1991,45900,7820,thousand tons
Saudi Arabia,1991,0,2710,thousand tons
Singapore,1991,0,547,thousand tons
El Salvador,1991,0.454,36.83,thousand tons
Slovakia,1991,3130,259,thousand tons
Slovenia,1991,0,471,thousand tons
Sweden,1991,2940,1806,thousand tons
Syrian Arab Republic,1991,0,63.6,thousand tons
Thailand,1991,0,1908,thousand tons
Trinidad and Tobago,1991,0,674,thousand tons
Tunisia,1991,154,53.6,thousand tons
Turkey,1991,4750,8260,thousand tons
Taiwan,1991,9060,6290,thousand tons
Ukraine,1991,28000,894,thousand tons
Uruguay,1991,0,34.48,thousand tons
United States of America,1991,49000,43500,thousand tons
Uzbekistan,1991,104,265.9,thousand tons
Venezuela,1991,0.363,3486,thousand tons
Viet Nam,1991,0,277.7,thousand tons
South Africa,1991,4250,3460,thousand tons
Angola,1991,0,1,thousand tons
Albania,1992,0,4.52,thousand tons
United Arab Emirates,1992,0,81.3,thousand tons
Argentina,1992,2010,2038,thousand tons
Australia,1992,5450,996,thousand tons
Austria,1992,4670,491,thousand tons
Belgium,1992,8050,2460,thousand tons
Bulgaria,1992,1280,544,thousand tons
Bosnia and Herzegovina,1992,48.4,21.2,thousand tons
Belarus,1992,0,1357,thousand tons
Brazil,1992,20000,5200,thousand tons
Canada,1992,8690,6320,thousand tons
Switzerland,1992,0,904,thousand tons
Chile,1992,1030,196,thousand tons
China,1992,97900,18213,thousand tons
Colombia,1992,253,343.5,thousand tons
Cuba,1992,0,303.9,thousand tons
Czech Republic,1992,5150,473,thousand tons
Germany,1992,29900,12040,thousand tons
Denmark,1992,0,724,thousand tons
Dominican Republic,1992,0.0904,35.14,thousand tons
Algeria,1992,680,81.3,thousand tons
Ecuador,1992,0,52.4,thousand tons
Egypt,1992,1060,1500,thousand tons
Spain,1992,3810,10540,thousand tons
Estonia,1992,0.904,0,thousand tons
Finland,1992,2830,872,thousand tons
France,1992,11300,7630,thousand tons
United Kingdom,1992,10400,3140,thousand tons
Ghana,1992,0,22.62,thousand tons
Greece,1992,0,984,thousand tons
Guatemala,1992,0.452,150.1,thousand tons
Croatia,1992,0,64.1,thousand tons
Hungary,1992,1480,210.7,thousand tons
Indonesia,1992,0,2578,thousand tons
India,1992,15600,8760,thousand tons
Ireland,1992,0,325,thousand tons
"Iran, Islamic Republic of",1992,1990,3974,thousand tons
Israel,1992,0,252.7,thousand tons
Italy,1992,9650,14540,thousand tons
Jordan,1992,0,27.11,thousand tons
Japan,1992,68500,27700,thousand tons
Kazakhstan,1992,4310,0,thousand tons
Kenya,1992,0,18.04,thousand tons
"Korea, Republic of",1992,22300,16660,thousand tons
Libyan Arab Jamahiriya,1992,0,954,thousand tons
Sri Lanka,1992,0,27.11,thousand tons
Luxembourg,1992,0,2320,thousand tons
Latvia,1992,448,1.805,thousand tons
Morocco,1992,4.52,0,thousand tons
"Moldova, Republic of",1992,0,821,thousand tons
Mexico,1992,4730,9400,thousand tons
"Macedonia, the former Yugoslav Republic of",1992,0.0904,145.4,thousand tons
Myanmar,1992,0,22.62,thousand tons
Malaysia,1992,0,3302,thousand tons
Netherlands,1992,4980,143.7,thousand tons
Norway,1992,0,614,thousand tons
New Zealand,1992,499,135.5,thousand tons
Pakistan,1992,768,90.4,thousand tons
Peru,1992,259,420,thousand tons
Philippines,1992,0,385.4,thousand tons
Poland,1992,6520,2980,thousand tons
"Korea, Democratic Peoples Republic of",1992,1360,0,thousand tons
Portugal,1992,371,613,thousand tons
Paraguay,1992,69.6,0,thousand tons
Qatar,1992,0,659,thousand tons
Romania,1992,3020,1198,thousand tons
Russian Federation,1992,45700,7780,thousand tons
Saudi Arabia,1992,0,2697,thousand tons
Singapore,1992,0,545,thousand tons
El Salvador,1992,0.452,36.59,thousand tons
Slovakia,1992,3120,259,thousand tons
Slovenia,1992,0,469,thousand tons
Sweden,1992,2920,1802,thousand tons
Syrian Arab Republic,1992,0,63.3,thousand tons
Thailand,1992,0,1896,thousand tons
Trinidad and Tobago,1992,0,670,thousand tons
Tunisia,1992,154,53.3,thousand tons
Turkey,1992,4730,8220,thousand tons
Taiwan,1992,9010,6260,thousand tons
Ukraine,1992,27800,890,thousand tons
Uruguay,1992,0,34.34,thousand tons
United States of America,1992,48800,43200,thousand tons
Uzbekistan,1992,103,264.6,thousand tons
Venezuela,1992,0.362,3462,thousand tons
Viet Nam,1992,0,276.4,thousand tons
South Africa,1992,4230,3436,thousand tons
Angola,1992,0,1,thousand tons
Albania,1993,0,4.5,thousand tons
United Arab Emirates,1993,0,80.9,thousand tons
Argentina,1993,2000,2025,thousand tons
Australia,1993,5420,991,thousand tons
Austria,1993,4640,489,thousand tons
Belgium,1993,8010,2450,thousand tons
Bulgaria,1993,1280,541,thousand tons
Bosnia and Herzegovina,1993,48.1,21.16,thousand tons
Belarus,1993,0,1351,thousand tons
Brazil,1993,19900,5170,thousand tons
Canada,1993,8640,6280,thousand tons
Switzerland,1993,0,900,thousand tons
Chile,1993,1020,194.7,thousand tons
China,1993,97400,18208,thousand tons
Colombia,1993,251,342.1,thousand tons
Cuba,1993,0,302.5,thousand tons
Czech Republic,1993,5120,470,thousand tons
Germany,1993,29700,11980,thousand tons
Denmark,1993,0,720,thousand tons
Dominican Republic,1993,0.0899,35,thousand tons
Algeria,1993,676,80.9,thousand tons
Ecuador,1993,0,52.1,thousand tons
Egypt,1993,1060,1488,thousand tons
Spain,1993,3790,10480,thousand tons
Estonia,1993,0.899,0,thousand tons
Finland,1993,2820,868,thousand tons
France,1993,11300,7590,thousand tons
United Kingdom,1993,10400,3120,thousand tons
Ghana,1993,0,22.5,thousand tons
Greece,1993,0,979,thousand tons
Guatemala,1993,0.45,149.9,thousand tons
Croatia,1993,0,63.8,thousand tons
Hungary,1993,1470,209.2,thousand tons
Indonesia,1993,0,2565,thousand tons
India,1993,15500,8710,thousand tons
Ireland,1993,0,323,thousand tons
"Iran, Islamic Republic of",1993,1980,3960,thousand tons
Israel,1993,0,251.4,thousand tons
Italy,1993,9600,14470,thousand tons
Jordan,1993,0,26.98,thousand tons
Japan,1993,68200,27550,thousand tons
Kazakhstan,1993,4290,0,thousand tons
Kenya,1993,0,18.02,thousand tons
"Korea, Republic of",1993,22200,16580,thousand tons
Libyan Arab Jamahiriya,1993,0,949,thousand tons
Sri Lanka,1993,0,26.98,thousand tons
Luxembourg,1993,0,2320,thousand tons
Latvia,1993,446,1.802,thousand tons
Morocco,1993,4.5,0,thousand tons
"Moldova, Republic of",1993,0,816,thousand tons
Mexico,1993,4710,9350,thousand tons
"Macedonia, the former Yugoslav Republic of",1993,0.0899,144.7,thousand tons
Myanmar,1993,0,22.5,thousand tons
Malaysia,1993,0,3288,thousand tons
Netherlands,1993,4950,143,thousand tons
Norway,1993,0,611,thousand tons
New Zealand,1993,497,134.3,thousand tons
Pakistan,1993,765,90,thousand tons
Peru,1993,258,417,thousand tons
Philippines,1993,0,383,thousand tons
Poland,1993,6480,2960,thousand tons
"Korea, Democratic Peoples Republic of",1993,1350,0,thousand tons
Portugal,1993,369,610,thousand tons
Paraguay,1993,69.3,0,thousand tons
Qatar,1993,0,655,thousand tons
Romania,1993,3010,1193,thousand tons
Russian Federation,1993,45400,7750,thousand tons
Saudi Arabia,1993,0,2684,thousand tons
Singapore,1993,0,542,thousand tons
El Salvador,1993,0.45,36.44,thousand tons
Slovakia,1993,3100,257,thousand tons
Slovenia,1993,0,466,thousand tons
Sweden,1993,2910,1788,thousand tons
Syrian Arab Republic,1993,0,63,thousand tons
Thailand,1993,0,1893,thousand tons
Trinidad and Tobago,1993,0,667,thousand tons
Tunisia,1993,153,53,thousand tons
