# File: A44.dens_region_flsp.csv
# Title: Population density per GCAM region and period
# Units: pop/km2
# Source: World Bank Statistics
# Column types: cin
# ----------
region,year,tot_dens
Indonesia,2041,158
Japan,2041,303
Mexico,2041,76
Middle East,2041,68
Pakistan,2041,327
Russia,2041,9
South Africa,2041,53
South America_Northern,2041,30
South America_Southern,2041,26
South Asia,2041,308
South Korea,2041,498
Southeast Asia,2041,155
Taiwan,2041,673
USA,2041,42
Africa_Eastern,2042,83
Africa_Northern,2042,41
Africa_Southern,2042,48
Africa_Western,2042,73
Argentina,2042,18
Australia_NZ,2042,5
Brazil,2042,28
Canada,2042,5
Central America and Caribbean,2042,148
Central Asia,2042,18
China,2042,148
Colombia,2042,52
EU-12,2042,89
EU-15,2042,83
Europe_Eastern,2042,63
Europe_Non_EU,2042,114
European Free Trade Association,2042,36
India,2042,532
Indonesia,2042,158
Japan,2042,302
Mexico,2042,76
Middle East,2042,68
Pakistan,2042,330
Russia,2042,9
South Africa,2042,53
South America_Northern,2042,30
South America_Southern,2042,26
South Asia,2042,310
South Korea,2042,496
Southeast Asia,2042,155
Taiwan,2042,673
USA,2042,43
Africa_Eastern,2043,84
Africa_Northern,2043,41
Africa_Southern,2043,49
Africa_Western,2043,74
Argentina,2043,18
Australia_NZ,2043,5
Brazil,2043,28
Canada,2043,5
Central America and Caribbean,2043,149
Central Asia,2043,18
China,2043,147
Colombia,2043,53
EU-12,2043,89
EU-15,2043,83
Europe_Eastern,2043,63
Europe_Non_EU,2043,114
European Free Trade Association,2043,36
India,2043,536
Indonesia,2043,158
Japan,2043,300
Mexico,2043,77
Middle East,2043,69
Pakistan,2043,333
Russia,2043,9
South Africa,2043,54
South America_Northern,2043,30
South America_Southern,2043,26
South Asia,2043,312
South Korea,2043,494
Southeast Asia,2043,156
Taiwan,2043,673
USA,2043,43
Africa_Eastern,2044,85
Africa_Northern,2044,41
Africa_Southern,2044,49
Africa_Western,2044,75
Argentina,2044,18
Australia_NZ,2044,5
Brazil,2044,28
Canada,2044,5
Central America and Caribbean,2044,149
Central Asia,2044,18
China,2044,147
Colombia,2044,53
EU-12,2044,89
EU-15,2044,84
Europe_Eastern,2044,62
Europe_Non_EU,2044,114
European Free Trade Association,2044,36
India,2044,539
Indonesia,2044,159
Japan,2044,298
Mexico,2044,77
Middle East,2044,70
Pakistan,2044,337
Russia,2044,9
South Africa,2044,54
South America_Northern,2044,30
South America_Southern,2044,26
South Asia,2044,314
South Korea,2044,492
Southeast Asia,2044,156
Taiwan,2044,673
USA,2044,43
Africa_Eastern,2046,87
Africa_Northern,2046,42
Africa_Southern,2046,51
Africa_Western,2046,77
Argentina,2046,18
Australia_NZ,2046,5
Brazil,2046,28
Canada,2046,5
Central America and Caribbean,2046,150
Central Asia,2046,18
China,2046,145
Colombia,2046,53
EU-12,2046,88
EU-15,2046,84
Europe_Eastern,2046,62
Europe_Non_EU,2046,115
European Free Trade Association,2046,36
India,2046,544
Indonesia,2046,159
Japan,2046,295
Mexico,2046,77
Middle East,2046,71
Pakistan,2046,342
Russia,2046,9
South Africa,2046,54
South America_Northern,2046,31
South America_Southern,2046,26
South Asia,2046,317
South Korea,2046,487
Southeast Asia,2046,157
Taiwan,2046,673
USA,2046,43
Africa_Eastern,2047,88
Africa_Northern,2047,42
Africa_Southern,2047,51
Africa_Western,2047,78
Argentina,2047,18
Australia_NZ,2047,5
Brazil,2047,28
Canada,2047,5
Central America and Caribbean,2047,150
Central Asia,2047,18
China,2047,144
Colombia,2047,54
EU-12,2047,88
EU-15,2047,84
Europe_Eastern,2047,62
Europe_Non_EU,2047,115
European Free Trade Association,2047,37
India,2047,547
Indonesia,2047,159
Japan,2047,293
Mexico,2047,77
Middle East,2047,72
Pakistan,2047,345
Russia,2047,9
South Africa,2047,54
South America_Northern,2047,31
South America_Southern,2047,26
South Asia,2047,319
South Korea,2047,484
Southeast Asia,2047,157
Taiwan,2047,673
USA,2047,44
Africa_Eastern,2048,89
Africa_Northern,2048,42
Africa_Southern,2048,52
Africa_Western,2048,79
Argentina,2048,18
Australia_NZ,2048,5
Brazil,2048,28
Canada,2048,5
Central America and Caribbean,2048,151
Central Asia,2048,18
China,2048,143
Colombia,2048,54
EU-12,2048,87
EU-15,2048,84
Europe_Eastern,2048,62
Europe_Non_EU,2048,115
European Free Trade Association,2048,37
India,2048,549
Indonesia,2048,159
Japan,2048,292
Mexico,2048,78
Middle East,2048,72
Pakistan,2048,348
Russia,2048,9
South Africa,2048,54
South America_Northern,2048,31
South America_Southern,2048,26
South Asia,2048,321
South Korea,2048,481
Southeast Asia,2048,157
Taiwan,2048,673
USA,2048,44
Africa_Eastern,2049,90
Africa_Northern,2049,42
Africa_Southern,2049,53
Africa_Western,2049,81
Argentina,2049,18
Australia_NZ,2049,5
Brazil,2049,28
Canada,2049,5
Central America and Caribbean,2049,151
Central Asia,2049,18
China,2049,142
Colombia,2049,54
EU-12,2049,87
EU-15,2049,84
Europe_Eastern,2049,61
Europe_Non_EU,2049,115
European Free Trade Association,2049,37
India,2049,552
Indonesia,2049,159
Japan,2049,290
Mexico,2049,78
Middle East,2049,73
Pakistan,2049,351
Russia,2049,9
South Africa,2049,54
South America_Northern,2049,31
South America_Southern,2049,26
South Asia,2049,323
South Korea,2049,478
Southeast Asia,2049,157
Taiwan,2049,673
USA,2049,44
Africa_Eastern,2051,92
Africa_Northern,2051,42
Africa_Southern,2051,54
Africa_Western,2051,83
Argentina,2051,18
Australia_NZ,2051,5
Brazil,2051,28
Canada,2051,5
Central America and Caribbean,2051,152
Central Asia,2051,18
China,2051,140
Colombia,2051,54
EU-12,2051,87
EU-15,2051,84
Europe_Eastern,2051,61
Europe_Non_EU,2051,116
European Free Trade Association,2051,37
India,2051,556
Indonesia,2051,158
Japan,2051,287
Mexico,2051,78
Middle East,2051,74
Pakistan,2051,356
Russia,2051,8
South Africa,2051,55
South America_Northern,2051,31
South America_Southern,2051,26
South Asia,2051,326
South Korea,2051,472
Southeast Asia,2051,158
Taiwan,2051,673
USA,2051,44
Africa_Eastern,2052,93
Africa_Northern,2052,43
Africa_Southern,2052,54
Africa_Western,2052,84
Argentina,2052,18
Australia_NZ,2052,5
Brazil,2052,28
Canada,2052,5
Central America and Caribbean,2052,152
Central Asia,2052,18
China,2052,139
Colombia,2052,54
EU-12,2052,86
EU-15,2052,85
Europe_Eastern,2052,61
Europe_Non_EU,2052,116
European Free Trade Association,2052,37
India,2052,558
Indonesia,2052,158
Japan,2052,285
Mexico,2052,78
Middle East,2052,74
Pakistan,2052,358
Russia,2052,8
South Africa,2052,55
South America_Northern,2052,31
South America_Southern,2052,26
South Asia,2052,327
South Korea,2052,469
Southeast Asia,2052,158
Taiwan,2052,673
USA,2052,45
Africa_Eastern,2053,94
Africa_Northern,2053,43
Africa_Southern,2053,55
Africa_Western,2053,85
Argentina,2053,18
Australia_NZ,2053,5
Brazil,2053,28
Canada,2053,5
Central America and Caribbean,2053,152
Central Asia,2053,18
China,2053,138
Colombia,2053,55
EU-12,2053,86
EU-15,2053,85
Europe_Eastern,2053,61
Europe_Non_EU,2053,116
European Free Trade Association,2053,38
India,2053,560
Indonesia,2053,158
Japan,2053,284
Mexico,2053,78
Middle East,2053,75
Pakistan,2053,361
Russia,2053,8
South Africa,2053,55
South America_Northern,2053,32
South America_Southern,2053,26
South Asia,2053,328
South Korea,2053,465
Southeast Asia,2053,158
Taiwan,2053,673
USA,2053,45
Africa_Eastern,2054,95
Africa_Northern,2054,43
Africa_Southern,2054,56
Africa_Western,2054,86
Argentina,2054,18
Australia_NZ,2054,5
Brazil,2054,28
Canada,2054,5
Central America and Caribbean,2054,152
Central Asia,2054,18
China,2054,137
Colombia,2054,55
EU-12,2054,86
EU-15,2054,85
Europe_Eastern,2054,60
Europe_Non_EU,2054,116
European Free Trade Association,2054,38
India,2054,562
Indonesia,2054,158
Japan,2054,282
Mexico,2054,78
Middle East,2054,75
Pakistan,2054,363
Russia,2054,8
South Africa,2054,55
South America_Northern,2054,32
South America_Southern,2054,26
South Asia,2054,330
South Korea,2054,462
Southeast Asia,2054,158
Taiwan,2054,673
USA,2054,45
Africa_Eastern,2056,97
Africa_Northern,2056,43
Africa_Southern,2056,57
Africa_Western,2056,88
Argentina,2056,18
Australia_NZ,2056,5
Brazil,2056,27
Canada,2056,5
Central America and Caribbean,2056,153
Central Asia,2056,18
China,2056,135
Colombia,2056,55
EU-12,2056,85
EU-15,2056,85
Europe_Eastern,2056,60
Europe_Non_EU,2056,116
European Free Trade Association,2056,38
India,2056,565
Indonesia,2056,157
Japan,2056,279
Mexico,2056,79
Middle East,2056,76
Pakistan,2056,367
Russia,2056,8
South Africa,2056,55
South America_Northern,2056,32
South America_Southern,2056,26
South Asia,2056,332
South Korea,2056,455
Southeast Asia,2056,158
Taiwan,2056,673
USA,2056,45
Africa_Eastern,2057,97
Africa_Northern,2057,43
Africa_Southern,2057,57
Africa_Western,2057,89
Argentina,2057,18
Australia_NZ,2057,6
Brazil,2057,27
Canada,2057,5
Central America and Caribbean,2057,153
Central Asia,2057,18
China,2057,134
Colombia,2057,55
EU-12,2057,85
EU-15,2057,85
Europe_Eastern,2057,60
Europe_Non_EU,2057,116
European Free Trade Association,2057,38
India,2057,566
Indonesia,2057,157
Japan,2057,277
Mexico,2057,79
Middle East,2057,77
Pakistan,2057,369
Russia,2057,8
South Africa,2057,55
South America_Northern,2057,32
South America_Southern,2057,26
South Asia,2057,333
South Korea,2057,452
Southeast Asia,2057,158
Taiwan,2057,673
USA,2057,46
Africa_Eastern,2058,98
Africa_Northern,2058,43
Africa_Southern,2058,58
Africa_Western,2058,90
Argentina,2058,18
Australia_NZ,2058,6
Brazil,2058,27
Canada,2058,6
Central America and Caribbean,2058,153
Central Asia,2058,18
China,2058,133
Colombia,2058,55
EU-12,2058,84
EU-15,2058,85
Europe_Eastern,2058,60
Europe_Non_EU,2058,116
European Free Trade Association,2058,38
India,2058,567
Indonesia,2058,156
Japan,2058,275
Mexico,2058,79
Middle East,2058,77
Pakistan,2058,371
Russia,2058,8
South Africa,2058,55
South America_Northern,2058,32
South America_Southern,2058,26
South Asia,2058,334
South Korea,2058,448
Southeast Asia,2058,158
Taiwan,2058,673
USA,2058,46
Africa_Eastern,2059,99
Africa_Northern,2059,43
Africa_Southern,2059,58
Africa_Western,2059,91
Argentina,2059,18
Australia_NZ,2059,6
Brazil,2059,27
Canada,2059,6
Central America and Caribbean,2059,153
Central Asia,2059,18
China,2059,131
Colombia,2059,55
EU-12,2059,84
EU-15,2059,85
Europe_Eastern,2059,59
Europe_Non_EU,2059,116
European Free Trade Association,2059,39
India,2059,568
Indonesia,2059,156
Japan,2059,274
Mexico,2059,79
Middle East,2059,78
Pakistan,2059,373
Russia,2059,8
South Africa,2059,55
South America_Northern,2059,32
South America_Southern,2059,26
South Asia,2059,335
South Korea,2059,445
Southeast Asia,2059,158
Taiwan,2059,673
USA,2059,46
Africa_Eastern,2061,101
Africa_Northern,2061,43
Africa_Southern,2061,59
Africa_Western,2061,92
Argentina,2061,18
Australia_NZ,2061,6
Brazil,2061,27
Canada,2061,6
Central America and Caribbean,2061,153
Central Asia,2061,18
China,2061,129
Colombia,2061,55
EU-12,2061,83
EU-15,2061,85
Europe_Eastern,2061,59
Europe_Non_EU,2061,116
European Free Trade Association,2061,39
India,2061,569
Indonesia,2061,155
Japan,2061,270
Mexico,2061,79
Middle East,2061,78
Pakistan,2061,376
Russia,2061,8
South Africa,2061,55
South America_Northern,2061,32
South America_Southern,2061,26
South Asia,2061,336
South Korea,2061,438
Southeast Asia,2061,158
Taiwan,2061,673
USA,2061,46
Africa_Eastern,2062,101
Africa_Northern,2062,43
Africa_Southern,2062,60
Africa_Western,2062,93
Argentina,2062,18
Australia_NZ,2062,6
Brazil,2062,27
Canada,2062,6
Central America and Caribbean,2062,153
Central Asia,2062,18
China,2062,128
Colombia,2062,55
EU-12,2062,83
EU-15,2062,85
Europe_Eastern,2062,59
Europe_Non_EU,2062,116
European Free Trade Association,2062,39
India,2062,570
Indonesia,2062,154
Japan,2062,269
Mexico,2062,79
Middle East,2062,79
Pakistan,2062,378
Russia,2062,8
South Africa,2062,55
South America_Northern,2062,32
South America_Southern,2062,26
South Asia,2062,337
South Korea,2062,434
Southeast Asia,2062,158
Taiwan,2062,673
USA,2062,47
Africa_Eastern,2063,102
Africa_Northern,2063,43
Africa_Southern,2063,60
Africa_Western,2063,94
Argentina,2063,18
Australia_NZ,2063,6
Brazil,2063,27
Canada,2063,6
Central America and Caribbean,2063,153
Central Asia,2063,18
China,2063,127
Colombia,2063,55
EU-12,2063,82
EU-15,2063,85
Europe_Eastern,2063,59
Europe_Non_EU,2063,116
European Free Trade Association,2063,39
India,2063,570
Indonesia,2063,154
Japan,2063,267
Mexico,2063,79
Middle East,2063,79
Pakistan,2063,379
Russia,2063,8
South Africa,2063,56
South America_Northern,2063,32
South America_Southern,2063,26
South Asia,2063,338
South Korea,2063,431
Southeast Asia,2063,157
Taiwan,2063,673
USA,2063,47
Africa_Eastern,2064,103
Africa_Northern,2064,44
Africa_Southern,2064,61
Africa_Western,2064,95
Argentina,2064,18
Australia_NZ,2064,6
Brazil,2064,27
Canada,2064,6
Central America and Caribbean,2064,153
Central Asia,2064,17
China,2064,126
Colombia,2064,56
EU-12,2064,82
EU-15,2064,85
Europe_Eastern,2064,58
Europe_Non_EU,2064,116
European Free Trade Association,2064,39
India,2064,570
Indonesia,2064,153
Japan,2064,265
Mexico,2064,79
Middle East,2064,79
Pakistan,2064,381
Russia,2064,8
South Africa,2064,56
South America_Northern,2064,32
South America_Southern,2064,26
South Asia,2064,338
South Korea,2064,427
Southeast Asia,2064,157
Taiwan,2064,673
USA,2064,47
Africa_Eastern,2066,104
Africa_Northern,2066,44
Africa_Southern,2066,62
Africa_Western,2066,97
Argentina,2066,18
Australia_NZ,2066,6
Brazil,2066,27
Canada,2066,6
Central America and Caribbean,2066,153
Central Asia,2066,17
China,2066,123
Colombia,2066,56
EU-12,2066,81
EU-15,2066,85
Europe_Eastern,2066,58
Europe_Non_EU,2066,116
European Free Trade Association,2066,39
India,2066,570
Indonesia,2066,152
Japan,2066,261
Mexico,2066,79
Middle East,2066,80
Pakistan,2066,383
Russia,2066,8
South Africa,2066,56
South America_Northern,2066,32
South America_Southern,2066,26
South Asia,2066,339
South Korea,2066,420
Southeast Asia,2066,157
Taiwan,2066,673
USA,2066,47
Africa_Eastern,2067,105
Africa_Northern,2067,44
Africa_Southern,2067,62
Africa_Western,2067,98
Argentina,2067,18
Australia_NZ,2067,6
Brazil,2067,27
Canada,2067,6
Central America and Caribbean,2067,152
Central Asia,2067,17
China,2067,122
Colombia,2067,56
EU-12,2067,81
EU-15,2067,85
Europe_Eastern,2067,58
Europe_Non_EU,2067,116
European Free Trade Association,2067,40
India,2067,570
Indonesia,2067,152
Japan,2067,260
Mexico,2067,79
Middle East,2067,80
Pakistan,2067,385
Russia,2067,8
South Africa,2067,55
South America_Northern,2067,32
South America_Southern,2067,26
South Asia,2067,340
South Korea,2067,416
Southeast Asia,2067,157
Taiwan,2067,673
USA,2067,47
Africa_Eastern,2068,106
Africa_Northern,2068,44
Africa_Southern,2068,63
Africa_Western,2068,99
Argentina,2068,18
Australia_NZ,2068,6
Brazil,2068,27
Canada,2068,6
Central America and Caribbean,2068,152
Central Asia,2068,17
China,2068,121
Colombia,2068,56
EU-12,2068,80
EU-15,2068,85
Europe_Eastern,2068,58
Europe_Non_EU,2068,116
European Free Trade Association,2068,40
India,2068,570
Indonesia,2068,151
Japan,2068,258
Mexico,2068,79
Middle East,2068,81
Pakistan,2068,386
Russia,2068,8
South Africa,2068,55
South America_Northern,2068,32
South America_Southern,2068,26
South Asia,2068,340
South Korea,2068,413
Southeast Asia,2068,156
Taiwan,2068,673
USA,2068,48
Africa_Eastern,2069,106
Africa_Northern,2069,44
Africa_Southern,2069,63
Africa_Western,2069,99
Argentina,2069,18
Australia_NZ,2069,6
Brazil,2069,27
Canada,2069,6
Central America and Caribbean,2069,152
Central Asia,2069,17
China,2069,120
Colombia,2069,56
EU-12,2069,80
EU-15,2069,85
Europe_Eastern,2069,57
Europe_Non_EU,2069,115
European Free Trade Association,2069,40
India,2069,570
Indonesia,2069,150
Japan,2069,256
Mexico,2069,79
Middle East,2069,81
Pakistan,2069,387
Russia,2069,8
South Africa,2069,55
South America_Northern,2069,32
South America_Southern,2069,26
South Asia,2069,340
South Korea,2069,409
Southeast Asia,2069,156
Taiwan,2069,673
USA,2069,48
Africa_Eastern,2071,108
Africa_Northern,2071,44
Africa_Southern,2071,64
Africa_Western,2071,101
Argentina,2071,18
Australia_NZ,2071,6
Brazil,2071,26
Canada,2071,6
Central America and Caribbean,2071,152
Central Asia,2071,17
China,2071,117
Colombia,2071,56
EU-12,2071,79
EU-15,2071,85
Europe_Eastern,2071,57
Europe_Non_EU,2071,115
European Free Trade Association,2071,40
India,2071,569
Indonesia,2071,149
Japan,2071,252
Mexico,2071,78
Middle East,2071,81
Pakistan,2071,389
Russia,2071,8
South Africa,2071,55
South America_Northern,2071,32
South America_Southern,2071,26
South Asia,2071,341
South Korea,2071,402
Southeast Asia,2071,155
Taiwan,2071,673
USA,2071,48
Africa_Eastern,2072,108
Africa_Northern,2072,43
Africa_Southern,2072,64
Africa_Western,2072,102
Argentina,2072,18
Australia_NZ,2072,6
Brazil,2072,26
Canada,2072,6
Central America and Caribbean,2072,152
Central Asia,2072,17
China,2072,116
Colombia,2072,55
EU-12,2072,78
EU-15,2072,85
Europe_Eastern,2072,57
Europe_Non_EU,2072,115
European Free Trade Association,2072,40
India,2072,568
Indonesia,2072,148
Japan,2072,250
Mexico,2072,78
Middle East,2072,81
Pakistan,2072,390
Russia,2072,8
South Africa,2072,55
South America_Northern,2072,32
South America_Southern,2072,26
South Asia,2072,341
South Korea,2072,398
Southeast Asia,2072,155
Taiwan,2072,673
USA,2072,48
Africa_Eastern,2073,109
Africa_Northern,2073,43
Africa_Southern,2073,65
Africa_Western,2073,102
Argentina,2073,18
Australia_NZ,2073,6
Brazil,2073,26
Canada,2073,6
Central America and Caribbean,2073,152
Central Asia,2073,17
China,2073,115
Colombia,2073,55
EU-12,2073,78
EU-15,2073,85
Europe_Eastern,2073,56
Europe_Non_EU,2073,115
European Free Trade Association,2073,40
India,2073,567
Indonesia,2073,147
Japan,2073,248
Mexico,2073,78
Middle East,2073,82
Pakistan,2073,391
Russia,2073,8
South Africa,2073,55
South America_Northern,2073,32
South America_Southern,2073,26
South Asia,2073,341
South Korea,2073,395
Southeast Asia,2073,155
Taiwan,2073,673
USA,2073,48
Africa_Eastern,2074,109
Africa_Northern,2074,43
Africa_Southern,2074,65
Africa_Western,2074,103
Argentina,2074,18
Australia_NZ,2074,6
Brazil,2074,26
Canada,2074,6
Central America and Caribbean,2074,152
Central Asia,2074,17
China,2074,114
Colombia,2074,55
EU-12,2074,77
EU-15,2074,85
Europe_Eastern,2074,56
Europe_Non_EU,2074,114
European Free Trade Association,2074,40
India,2074,566
Indonesia,2074,147
Japan,2074,247
Mexico,2074,78
Middle East,2074,82
Pakistan,2074,392
Russia,2074,8
South Africa,2074,55
South America_Northern,2074,32
South America_Southern,2074,26
South Asia,2074,341
South Korea,2074,391
Southeast Asia,2074,154
Taiwan,2074,673
USA,2074,48
Africa_Eastern,2076,110
Africa_Northern,2076,43
Africa_Southern,2076,66
Africa_Western,2076,104
Argentina,2076,18
Australia_NZ,2076,6
Brazil,2076,26
Canada,2076,6
Central America and Caribbean,2076,151
Central Asia,2076,17
China,2076,111
Colombia,2076,55
EU-12,2076,77
EU-15,2076,85
Europe_Eastern,2076,56
Europe_Non_EU,2076,114
European Free Trade Association,2076,40
India,2076,564
Indonesia,2076,145
Japan,2076,243
Mexico,2076,78
Middle East,2076,82
Pakistan,2076,393
Russia,2076,8
South Africa,2076,55
South America_Northern,2076,32
South America_Southern,2076,26
South Asia,2076,341
South Korea,2076,384
Southeast Asia,2076,154
Taiwan,2076,673
USA,2076,49
Africa_Eastern,2077,111
Africa_Northern,2077,43
Africa_Southern,2077,66
Africa_Western,2077,105
Argentina,2077,18
Australia_NZ,2077,6
Brazil,2077,26
Canada,2077,6
Central America and Caribbean,2077,151
Central Asia,2077,17
China,2077,110
Colombia,2077,55
EU-12,2077,76
EU-15,2077,85
Europe_Eastern,2077,56
Europe_Non_EU,2077,114
European Free Trade Association,2077,40
India,2077,563
Indonesia,2077,144
Japan,2077,241
Mexico,2077,78
Middle East,2077,82
Pakistan,2077,394
Russia,2077,8
South Africa,2077,55
South America_Northern,2077,32
South America_Southern,2077,26
South Asia,2077,341
South Korea,2077,381
Southeast Asia,2077,153
Taiwan,2077,673
USA,2077,49
Africa_Eastern,2078,111
Africa_Northern,2078,43
Africa_Southern,2078,67
Africa_Western,2078,106
Argentina,2078,18
Australia_NZ,2078,6
Brazil,2078,25
Canada,2078,6
Central America and Caribbean,2078,151
Central Asia,2078,17
China,2078,109
Colombia,2078,55
EU-12,2078,76
EU-15,2078,85
Europe_Eastern,2078,55
Europe_Non_EU,2078,113
European Free Trade Association,2078,41
India,2078,562
Indonesia,2078,144
Japan,2078,239
Mexico,2078,78
Middle East,2078,82
Pakistan,2078,394
Russia,2078,8
South Africa,2078,55
South America_Northern,2078,32
South America_Southern,2078,26
South Asia,2078,341
South Korea,2078,377
Southeast Asia,2078,153
Taiwan,2078,673
USA,2078,49
Africa_Eastern,2079,112
Africa_Northern,2079,43
Africa_Southern,2079,67
Africa_Western,2079,106
Argentina,2079,18
Australia_NZ,2079,6
Brazil,2079,25
Canada,2079,6
Central America and Caribbean,2079,150
Central Asia,2079,17
China,2079,108
Colombia,2079,55
EU-12,2079,75
EU-15,2079,85
Europe_Eastern,2079,55
Europe_Non_EU,2079,113
European Free Trade Association,2079,41
India,2079,560
Indonesia,2079,143
Japan,2079,237
Mexico,2079,78
Middle East,2079,82
Pakistan,2079,395
Russia,2079,8
South Africa,2079,55
South America_Northern,2079,32
South America_Southern,2079,26
South Asia,2079,341
South Korea,2079,374
Southeast Asia,2079,152
Taiwan,2079,673
USA,2079,49
Africa_Eastern,2081,113
Africa_Northern,2081,43
Africa_Southern,2081,68
Africa_Western,2081,108
Argentina,2081,18
Australia_NZ,2081,6
Brazil,2081,25
Canada,2081,6
Central America and Caribbean,2081,150
Central Asia,2081,17
China,2081,106
Colombia,2081,55
EU-12,2081,74
EU-15,2081,85
Europe_Eastern,2081,55
Europe_Non_EU,2081,112
European Free Trade Association,2081,41
India,2081,557
Indonesia,2081,141
Japan,2081,234
Mexico,2081,78
Middle East,2081,82
Pakistan,2081,396
Russia,2081,8
South Africa,2081,54
South America_Northern,2081,32
South America_Southern,2081,25
South Asia,2081,341
South Korea,2081,367
Southeast Asia,2081,151
Taiwan,2081,673
USA,2081,49
Africa_Eastern,2082,113
Africa_Northern,2082,43
Africa_Southern,2082,68
Africa_Western,2082,108
Argentina,2082,18
Australia_NZ,2082,6
Brazil,2082,25
Canada,2082,6
Central America and Caribbean,2082,150
Central Asia,2082,17
China,2082,104
Colombia,2082,55
EU-12,2082,74
EU-15,2082,85
Europe_Eastern,2082,54
Europe_Non_EU,2082,112
European Free Trade Association,2082,41
India,2082,555
Indonesia,2082,140
Japan,2082,232
Mexico,2082,78
Middle East,2082,83
Pakistan,2082,396
Russia,2082,8
South Africa,2082,54
South America_Northern,2082,32
South America_Southern,2082,25
South Asia,2082,341
South Korea,2082,364
Southeast Asia,2082,151
Taiwan,2082,673
USA,2082,49
Africa_Eastern,2083,113
Africa_Northern,2083,43
Africa_Southern,2083,68
Africa_Western,2083,109
Argentina,2083,18
Australia_NZ,2083,6
Brazil,2083,25
Canada,2083,6
Central America and Caribbean,2083,149
Central Asia,2083,16
China,2083,103
Colombia,2083,55
EU-12,2083,73
EU-15,2083,85
Europe_Eastern,2083,54
Europe_Non_EU,2083,112
European Free Trade Association,2083,41
India,2083,553
Indonesia,2083,140
Japan,2083,230
Mexico,2083,78
Middle East,2083,83
Pakistan,2083,396
Russia,2083,8
South Africa,2083,54
South America_Northern,2083,32
South America_Southern,2083,25
South Asia,2083,340
South Korea,2083,360
Southeast Asia,2083,150
Taiwan,2083,673
USA,2083,49
Africa_Eastern,2084,114
Africa_Northern,2084,43
Africa_Southern,2084,69
Africa_Western,2084,109
Argentina,2084,18
Australia_NZ,2084,6
Brazil,2084,25
Canada,2084,6
Central America and Caribbean,2084,149
Central Asia,2084,16
China,2084,102
Colombia,2084,55
EU-12,2084,73
EU-15,2084,85
Europe_Eastern,2084,54
Europe_Non_EU,2084,111
European Free Trade Association,2084,41
India,2084,551
Indonesia,2084,139
Japan,2084,228
Mexico,2084,77
Middle East,2084,83
Pakistan,2084,397
Russia,2084,8
South Africa,2084,54
South America_Northern,2084,31
South America_Southern,2084,25
South Asia,2084,340
South Korea,2084,357
Southeast Asia,2084,150
Taiwan,2084,673
USA,2084,50
Africa_Eastern,2086,114
Africa_Northern,2086,43
Africa_Southern,2086,69
Africa_Western,2086,110
Argentina,2086,18
Australia_NZ,2086,6
Brazil,2086,24
Canada,2086,6
Central America and Caribbean,2086,148
Central Asia,2086,16
China,2086,100
Colombia,2086,54
EU-12,2086,72
EU-15,2086,85
Europe_Eastern,2086,53
Europe_Non_EU,2086,110
European Free Trade Association,2086,41
India,2086,547
Indonesia,2086,137
Japan,2086,224
Mexico,2086,77
Middle East,2086,83
Pakistan,2086,397
Russia,2086,8
South Africa,2086,54
South America_Northern,2086,31
South America_Southern,2086,25
South Asia,2086,339
South Korea,2086,351
Southeast Asia,2086,149
Taiwan,2086,673
USA,2086,50
Africa_Eastern,2087,115
Africa_Northern,2087,43
Africa_Southern,2087,69
Africa_Western,2087,111
Argentina,2087,18
Australia_NZ,2087,6
Brazil,2087,24
Canada,2087,6
Central America and Caribbean,2087,148
Central Asia,2087,16
China,2087,99
Colombia,2087,54
EU-12,2087,72
EU-15,2087,84
Europe_Eastern,2087,53
Europe_Non_EU,2087,110
European Free Trade Association,2087,41
India,2087,545
Indonesia,2087,136
Japan,2087,223
Mexico,2087,77
Middle East,2087,83
Pakistan,2087,397
Russia,2087,8
South Africa,2087,53
South America_Northern,2087,31
South America_Southern,2087,25
South Asia,2087,339
South Korea,2087,347
Southeast Asia,2087,148
Taiwan,2087,673
USA,2087,50
Africa_Eastern,2088,115
Africa_Northern,2088,42
Africa_Southern,2088,70
Africa_Western,2088,111
Argentina,2088,18
Australia_NZ,2088,6
Brazil,2088,24
Canada,2088,6
Central America and Caribbean,2088,148
Central Asia,2088,16
China,2088,98
Colombia,2088,54
EU-12,2088,71
EU-15,2088,84
Europe_Eastern,2088,53
Europe_Non_EU,2088,110
European Free Trade Association,2088,41
India,2088,543
Indonesia,2088,136
Japan,2088,221
Mexico,2088,77
Middle East,2088,83
Pakistan,2088,397
Russia,2088,8
South Africa,2088,53
South America_Northern,2088,31
South America_Southern,2088,25
South Asia,2088,338
South Korea,2088,344
Southeast Asia,2088,148
Taiwan,2088,673
USA,2088,50
Africa_Eastern,2089,115
Africa_Northern,2089,42
Africa_Southern,2089,70
Africa_Western,2089,112
Argentina,2089,18
Australia_NZ,2089,6
Brazil,2089,24
Canada,2089,6
Central America and Caribbean,2089,147
Central Asia,2089,16
China,2089,97
Colombia,2089,54
EU-12,2089,71
EU-15,2089,84
Europe_Eastern,2089,53
Europe_Non_EU,2089,109
European Free Trade Association,2089,41
India,2089,541
Indonesia,2089,135
Japan,2089,219
Mexico,2089,77
Middle East,2089,83
Pakistan,2089,397
Russia,2089,8
South Africa,2089,53
South America_Northern,2089,31
South America_Southern,2089,25
South Asia,2089,338
South Korea,2089,341
Southeast Asia,2089,147
Taiwan,2089,673
USA,2089,50
