# File:IMF_GDP_growth.csv
# Title: GDP growth rate projections
# Units: Percent
# Description: GDP real growth by country 1980-2024
# Source: http://www.imf.org/external/pubs/ft/weo/2015/02/weodata/index.aspx, accessed 08/09/2019
# Column types: iccccccccccccccccccccccccccccccccccccccccccccccccccci 
# ----------
WEO Country Code,ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
684,MUS,Mauritius,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-10.06,5.882,5.497,0.384,4.775,6.876,9.742,10.163,6.791,4.465,7.187,4.435,6.513,5.082,4.136,4.288,5.588,5.687,6.072,2.611,8.192,3.214,1.627,5.984,4.299,1.453,4.514,5.727,5.387,3.315,4.377,4.077,3.496,3.36,3.745,3.553,3.838,3.809,3.76,3.86,3.93,4.011,4.011,4.011,4.011,2018
273,MEX,Mexico,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",9.482,8.526,-0.521,-3.486,3.411,2.188,-3.079,1.722,1.283,4.106,5.176,4.215,3.541,2.738,4.941,-6.291,6.773,6.847,5.164,2.754,4.942,-0.404,-0.04,1.446,3.921,2.308,4.495,2.291,1.144,-5.286,5.118,3.663,3.642,1.354,2.804,3.288,2.922,2.07,1.994,1.627,1.935,2.356,2.643,2.741,2.74,2017
868,FSM,Micronesia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.087,-6.061,2.746,1.527,4.86,2.089,0.613,1.606,-3.137,2.058,-0.115,-1.939,-2.194,1.194,2.048,3.338,-1.997,-3.922,-2.227,4.955,0.717,2.432,2.069,1.226,0.705,0.71,0.6,0.6,0.6,2017
921,MDA,Moldova,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.2,-30.9,-1.428,-5.9,1.6,-6.5,-3.4,2.1,6.1,7.8,6.6,7.4,7.5,4.8,3,7.8,-6,7.1,5.818,-0.59,9.044,5,-0.338,4.409,4.691,4,3.5,3.8,3.8,3.8,3.8,3.8,2017
948,MNG,Mongolia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",6.443,8.376,8.331,5.792,5.914,5.679,9.426,3.542,5.146,4.183,-2.486,-9.199,-9.256,-3.169,2.134,6.376,2.235,3.897,3.34,3.07,1.146,4.639,5.267,7.357,9.425,6.507,8.163,8.757,7.819,-2.069,7.313,17.291,12.32,11.649,7.885,2.38,1.168,5.302,6.949,6.25,4.949,5,4.953,5.685,5.462,2016
943,MNE,Montenegro,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1,1.9,2.5,4.4,4.2,8.6,6.8,7.2,-5.8,2.7,3.2,-2.724,3.549,1.784,3.39,2.949,4.716,4.501,2.78,2.52,2.9,3.2,3.2,2.9,2017
686,MAR,Morocco,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.792,-2.765,9.619,-0.557,4.337,6.324,8.3,-2.544,10.415,2.366,4.035,7.216,-2.098,-0.741,10.588,-5.405,12.373,-1.561,7.239,1.081,1.913,7.32,3.121,5.961,4.797,3.292,7.575,3.532,5.923,4.244,3.816,5.246,3.01,4.535,2.669,4.55,1.126,4.087,3.057,3.18,3.827,4.143,4.266,4.389,4.5,2016
688,MOZ,Mozambique,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.228,5,-6.9,-15.7,-6.5,1,-2.3,14.7,8.2,6.5,1,6.552,-5.231,8.767,6.159,2.237,26.845,10.842,11.859,7.823,1.679,12.721,8.794,6.501,7.811,8.721,9.851,7.426,6.876,6.351,6.688,7.118,7.198,7.141,7.444,6.594,3.763,3.737,3.3,4,4,4,4,9.434,11.666,2017
518,MMR,Myanmar,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.432,12.418,12.468,11.703,12.986,13.695,13.567,13.307,12.5,7.558,4.385,5.247,5.471,6.486,7.899,8.2,7.473,5.151,6.334,6.689,6.448,6.593,6.732,6.868,6.934,6.956,2018
728,NAM,Namibia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.343,9.27,-1.62,3.005,4.115,3.196,4.216,3.291,3.366,3.497,2.393,6.68,3.477,6.632,4.67,3.948,3.646,2.65,0.296,6.039,5.091,5.062,5.615,6.352,6.086,0.642,-0.948,-0.087,1.38,2.027,3.112,3.288,3.264,3.302,2017
836,NRU,Nauru,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.601,8.842,-24.905,34.419,8.66,13.551,11.684,10.087,34.215,36.524,2.808,10.404,3.96,-2.368,-1.019,0.085,0.65,1.275,1.665,1.99,2016
558,NPL,Nepal,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.32,8.341,3.78,-2.978,9.681,6.145,4.566,1.7,7.697,4.328,4.635,6.366,4.108,3.847,8.219,3.468,5.338,5.261,2.943,4.483,6.116,5.629,0.12,3.945,4.683,3.479,3.365,3.412,6.105,4.533,4.816,3.422,4.781,4.129,5.989,3.323,0.589,7.906,6.29,6.536,6.263,4.528,4.475,5.002,5.022,2018
138,NLD,Netherlands,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,-0.514,-1.283,1.758,3.118,2.657,3.126,1.85,4.585,4.48,4.178,2.451,1.589,1.264,3.008,2.762,3.494,4.328,4.668,5.032,4.199,2.328,0.217,0.158,1.983,2.047,3.462,3.772,2.172,-3.667,1.341,1.55,-1.031,-0.127,1.424,1.958,2.192,2.869,2.536,1.809,1.689,1.489,1.546,1.453,1.487,2018
196,NZL,New Zealand,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.009,2.961,2.878,-0.124,6.858,1.213,1.81,2.436,0.555,1.498,1.057,-2.168,0.87,4.874,6.673,4.345,3.74,3.016,0.762,4.464,4.123,2.196,5.079,4.603,4.409,2.555,2.748,3.963,-0.408,0.322,2.011,1.866,2.549,2.192,3.135,4.003,4.187,2.559,2.991,2.519,2.924,2.845,2.52,2.487,2.532,2017
278,NIC,Nicaragua,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.612,5.361,-0.817,4.615,-1.566,-4.084,-1.015,-0.706,-12.4,-1.694,-0.132,-0.154,0.4,-0.4,5,5.912,6.344,3.967,3.712,7.036,4.102,2.961,0.754,2.521,5.312,4.282,3.805,5.076,3.436,-3.293,4.41,6.317,6.496,4.927,4.785,4.769,4.659,4.861,-4,-5,-0.2,1.1,1.7,2,3,2017
692,NER,Niger,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.886,-0.178,2.174,-3.864,-16.82,7.718,6.352,0.088,6.871,0.957,-1.308,2.49,-6.516,1.449,4.005,-6.611,5.089,0.496,12.712,0.994,-2.584,8.04,5.338,7.055,-0.825,8.416,5.807,3.166,9.65,-0.712,8.36,2.209,11.85,5.268,7.529,4.336,4.927,4.895,5.173,6.532,6.006,5.566,11.034,6.798,5.514,2016
694,NGA,Nigeria,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.552,2.193,1.569,0.257,1.872,4.052,2.886,2.496,0.522,5.518,6.667,14.604,9.503,10.442,7.008,6.726,7.318,7.199,8.353,11.259,4.887,4.279,5.394,6.31,2.653,-1.617,0.806,1.937,2.147,2.536,2.441,2.743,2.551,2.569,2018
962,MKD,North Macedonia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.5,-1.8,-1.1,1.2,1.351,3.381,4.348,4.539,-3.067,1.494,2.223,4.674,4.724,5.137,6.473,5.472,-0.359,3.359,2.34,-0.456,2.925,3.629,3.856,2.848,0.241,2.665,3,3.1,3.19,3.3,3.4,3.54,2018
142,NOR,Norway,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.515,1.598,0.235,3.973,6.052,5.553,4.042,1.753,-0.255,1.038,1.932,3.085,3.574,2.845,5.055,4.154,5.028,5.285,2.624,2.013,3.205,2.085,1.438,0.92,3.959,2.625,2.395,2.985,0.481,-1.691,0.692,0.972,2.722,1.044,1.975,1.97,1.187,1.98,1.399,2.009,1.864,1.759,1.705,1.66,1.67,2017
449,OMN,Oman,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",6.079,17.096,11.501,15.947,13.904,14.523,2.145,-3.992,5.245,2.983,8.378,6.044,8.492,6.144,3.845,4.831,2.889,6.178,2.704,0.332,6.549,4.483,-1.101,-2.667,1.291,2.49,5.373,4.452,8.201,6.112,1.956,2.565,9.104,5.103,1.423,4.658,4.979,-0.928,2.087,1.098,6.21,2.758,1.234,1.414,1.736,2017
564,PAK,Pakistan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",6.912,6.208,7.562,6.788,3.973,8.708,6.363,5.811,6.436,4.808,4.589,5.127,7.569,2.097,4.369,5.062,6.599,1.703,3.494,4.182,3.908,1.967,3.112,4.726,7.483,8.958,5.818,5.537,4.988,0.361,2.581,3.624,3.837,3.683,4.053,4.058,4.563,5.373,5.227,2.905,2.813,2.781,2.7,2.62,2.54,2018
565,PLW,Palau,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.068,3.1,-1.669,5.689,4.82,-2.9,1.39,-5.269,-6.043,0.269,5.532,4.806,-1.714,3.03,10.38,0.486,-3.691,0.42,2,2.5,2.2,2,2,2,2017
283,PAN,Panama,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.5,9.207,5.348,-4.491,2.709,4.942,3.568,-1.809,-13.38,1.562,8.099,9.418,8.203,5.456,2.849,1.752,7.371,6.48,7.332,3.878,2.737,0.558,2.247,4.226,7.508,7.181,8.541,12.111,9.856,1.243,5.828,11.314,9.779,6.903,5.067,5.733,4.966,5.321,3.9,6,5.5,5.5,5.5,5.5,5.5,2017
853,PNG,Papua New Guinea,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.309,1.149,0.832,3.438,-0.983,3.578,5.654,2.762,2.909,-1.424,-2.996,9.55,13.828,18.206,5.946,-3.446,6.599,-6.343,4.682,1.856,-2.455,-0.045,2.008,4.388,0.57,3.924,2.294,11.094,-0.299,6.807,10.125,1.107,4.648,3.83,15.421,5.299,1.711,2.374,0.001,3.767,3.15,3.6,3.667,3.768,3.921,2015
288,PRY,Paraguay,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",11.712,9.17,-1.398,-3.043,2.817,3.872,0.263,4.072,5.881,5.817,4.12,3.49,1.696,4.936,5.318,6.823,1.574,4.243,0.068,-1.366,-2.314,-0.834,-0.021,4.321,4.057,2.133,4.807,5.422,6.359,-0.258,11.144,4.249,-0.539,8.417,4.861,3.08,4.313,4.958,3.723,3.49,3.998,3.995,3.993,4.041,4.022,2017
293,PER,Peru,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",7.661,5.461,-0.324,-9.329,3.801,2.089,12.106,7.738,-9.422,-13.422,-5.09,2.219,-0.541,5.244,12.308,7.412,2.799,6.476,-0.392,1.495,2.695,0.617,5.454,4.165,4.959,6.285,7.529,8.518,9.143,1.049,8.451,6.452,5.951,5.837,2.394,3.274,4.043,2.475,3.994,3.933,3.976,3.957,3.901,3.808,3.76,2018
566,PHL,Philippines,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.149,3.423,3.619,1.875,-7.324,-7.307,3.417,4.312,6.753,6.205,3.037,-0.578,0.338,2.116,4.388,4.679,5.846,5.185,-0.577,3.082,4.411,2.894,3.646,4.97,6.698,4.778,5.243,6.617,4.153,1.148,7.632,3.66,6.684,7.064,6.145,6.067,6.876,6.685,6.202,6.476,6.609,6.737,6.719,6.77,6.785,2018
964,POL,Poland,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-6,-10,-4.846,5.6,-0.366,3.862,3.494,2.302,3.285,3.812,-7.171,-7.005,2.033,4.287,5.239,6.728,6.239,7.086,4.982,4.524,4.26,1.205,1.443,3.562,5.136,3.494,6.18,7.035,4.25,2.82,3.607,5.017,1.608,1.392,3.318,3.839,3.063,4.806,5.099,3.769,3.138,2.833,2.811,2.772,2.777,2018
182,PRT,Portugal,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",6.725,3.523,2.163,0.972,-1.042,1.636,3.32,7.632,5.34,6.649,7.859,3.37,3.13,-0.687,1.489,2.307,3.497,4.426,4.792,3.888,3.787,1.943,0.769,-0.934,1.812,0.767,1.553,2.492,0.199,-2.978,1.899,-1.827,-4.028,-1.13,0.893,1.822,1.926,2.795,2.08,1.677,1.5,1.4,1.4,1.4,1.4,2017
359,PRI,Puerto Rico,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,1.07,-3.049,0.468,7.318,2.061,8.163,4.917,6.508,4.94,3.781,2.304,4.564,4.645,4.186,4.549,2.314,4.88,6.518,4.413,3.272,9.468,2.17,2.341,1.987,-1.987,-1.41,-1.162,-1.844,-1.952,-0.413,-0.359,0.029,-0.307,-1.19,-1.049,-1.327,-2.379,-2.326,-1.147,-0.693,-0.775,-0.775,-0.753,-0.753,2017
453,QAT,Qatar,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.016,-3.894,-8.21,-5.329,15.988,-13.031,3.706,0.9,4.7,5.3,-14.644,-1.662,11.33,-1.324,1.418,2.399,4.375,30.012,11.218,4.284,8.028,3.898,7.182,3.72,19.219,7.493,26.17,17.986,17.664,11.957,18.132,13.375,4.687,4.41,3.979,3.658,2.131,1.58,2.184,2.643,3.171,3.318,2.661,2.285,2.987,2018
968,ROU,Romania,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.304,0.1,3.9,6,6,-0.1,2.4,0.8,-0.5,-5.8,-5.612,-12.927,-8.766,1.528,3.932,7.138,3.948,-6.053,-4.818,-1.15,2.921,5.592,5.184,5.524,8.359,4.172,8.056,6.864,9.307,-5.517,-3.901,2.007,2.077,3.515,3.411,3.872,4.801,6.991,4.127,3.1,3,3,3,3.001,3,2018
922,RUS,Russia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-8.7,-12.7,-4.1,-3.608,1.382,-5.345,6.351,10.046,5.09,4.744,7.349,7.176,6.376,8.154,8.535,5.248,-7.821,4.504,5.066,3.7,1.8,0.7,-2.5,0.3,1.647,2.334,1.619,1.707,1.65,1.575,1.645,1.645,2017
714,RWA,Rwanda,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-3.576,2.472,-2.468,6.035,12.974,4.388,5.501,-0.295,0.296,-5.706,0.419,-4.3,6.6,-10.378,-41.89,24.541,11.596,14.9,8.34,3.308,8.353,8.506,13.18,2.208,7.454,9.381,9.225,7.621,11.159,6.26,7.319,7.836,8.814,4.678,7.62,8.873,5.965,6.153,8.575,7.8,8.1,8.2,8,7.5,7.5,2017
862,WSM,Samoa,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-6.123,-9.056,-1.014,0.485,1.98,5.826,4.79,0.509,2.871,5.819,-6.444,-2.443,4.135,1.683,6.39,6.556,7.274,0.803,1.1,-0.636,5.093,7.39,5.652,5.213,3.087,6.639,2.132,0.486,3.556,-6.062,-1.963,5.553,0.439,-1.931,1.197,1.652,7.169,2.705,0.724,3.256,4.647,2.192,2.23,2.239,2.239,2017
135,SMR,San Marino,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.52,8.998,2.203,5.539,0.315,3.9,4.565,2.426,3.826,7.103,-0.53,-10.335,-5.437,-8.334,-7.022,-0.834,-0.702,2.496,2.459,0.602,1.13,0.787,0.699,0.599,0.499,0.499,0.499,2017
716,STP,São Tomé and Príncipe,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.08,-10.314,3.093,-3.874,-6.03,9.3,-5.832,-2.93,1.999,3.135,-2.153,1.201,0.7,1.1,2.2,2,1.5,0.996,2.5,2.5,0.448,2.4,2.377,6.573,3.832,7.094,9.116,3.254,8.186,2.426,6.672,4.398,3.142,4.815,6.55,3.82,4.179,3.875,3,4,4.5,5,5,5,5,2017
456,SAU,Saudi Arabia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.652,1.943,-20.73,-16.051,-4.661,-9.795,17.013,-6.632,13.109,-0.503,15.193,15.008,3.988,-1.364,0.559,0.212,2.637,1.104,2.893,-3.763,5.625,-1.211,-2.819,11.242,7.958,5.574,2.788,1.847,6.25,-2.059,5.039,9.997,5.411,2.674,3.678,4.106,1.671,-0.742,2.215,1.783,2.124,2.234,2.232,2.329,2.349,2018
722,SEN,Senegal,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.827,5.07,7.843,-5.326,3.746,3.283,3.113,6.094,-0.592,3.978,-0.676,2.556,1.243,1.301,-0.017,5.363,2.012,3.124,5.899,6.347,3.199,4.581,0.655,6.683,5.871,5.623,2.462,4.938,4.056,2.093,3.563,1.458,5.117,2.822,6.614,6.367,6.228,7.212,6.156,6.93,7.484,7.085,11.552,10.35,5.983,2018
942,SRB,Serbia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.147,7.759,4.993,7.116,4.415,9.047,10.154,5.108,6.44,5.656,-2.732,0.731,2.036,-0.682,2.893,-1.59,1.776,3.34,2.049,4.354,3.499,4,4,4,4,4,2017
718,SYC,Seychelles,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.253,-3.877,-2.071,-0.616,4.306,10.294,0.762,4.875,5.326,10.286,7.455,2.76,7.173,7.303,-2.437,0.485,9.998,12.194,2.467,1.872,4.253,-2.271,1.213,-5.887,-2.85,9.006,9.406,10.418,-2.141,-1.107,5.945,5.379,3.68,6.018,4.531,4.911,4.503,5.285,3.597,3.431,3.3,4.118,4,3.802,3.557,2016
724,SLE,Sierra Leone,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.56,1.878,1.78,-1.576,1.7,-6.74,0.132,2.382,2.058,4.952,1.611,-7.993,-9.646,0.054,3.5,-10.025,-24.787,-17.596,-0.837,-8.122,3.807,18.17,26.425,9.327,6.598,4.505,4.224,8.058,5.4,3.187,5.347,6.312,15.178,20.72,4.555,-20.493,6.354,3.771,3.728,5.428,5.37,5.138,5.136,5.112,5.091,2017
576,SGP,Singapore,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",10.027,10.684,7.172,8.54,8.801,-0.687,1.328,10.757,11.115,10.183,10.044,6.687,7.088,11.537,10.925,7.028,7.532,8.291,-2.225,6.095,8.898,-0.952,4.212,4.435,9.549,7.489,8.86,9.112,1.788,-0.603,15.24,6.516,4.271,4.952,4.116,2.505,2.844,3.929,3.231,2.312,2.362,2.5,2.638,2.581,2.568,2017
936,SVK,Slovak Republic,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.206,7.872,6.941,4.445,4.012,-0.205,1.21,3.316,4.523,5.418,5.259,6.751,8.453,10.799,5.63,-5.422,5.042,2.819,1.657,1.491,2.75,4.175,3.125,3.188,4.125,3.691,3.46,3.251,3.151,3.051,2.5,2017
961,SVN,Slovenia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.8,5.3,4.1,3.602,5.114,3.286,5.274,4.155,2.95,3.836,2.842,4.352,4.003,5.656,6.942,3.3,-7.797,1.238,0.649,-2.669,-1.132,2.951,2.305,3.068,4.88,4.491,3.387,2.83,2.669,2.29,2.129,2.138,2017
813,SLB,Solomon Islands,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.663,-1.797,-1.67,3.891,0.17,-3.132,-0.201,8.421,1.25,4.264,2.2,6,12.7,4,8.1,10.089,1.61,-0.914,1.292,-0.486,-14.277,-7.957,-2.8,6.523,8.089,12.853,3.993,6.389,7.106,-4.738,6.809,13.196,4.555,3.018,2.25,2.542,3.457,3.534,3.386,2.882,2.76,2.66,2.694,2.778,2.884,2016
726,SOM,Somalia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.2,-0.762,0.422,3.843,4.852,2.3,3.1,3.5,3.5,3.5,3.5,3.5,3.5,2016
199,ZAF,South Africa,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",6.621,5.361,-0.383,-1.847,5.099,-1.211,0.018,2.101,4.2,2.395,-0.318,-1.018,-2.137,1.27,3.2,3.1,4.3,2.6,0.5,2.4,4.2,2.7,3.7,2.949,4.555,5.277,5.604,5.36,3.191,-1.538,3.04,3.284,2.213,2.485,1.847,1.194,0.399,1.415,0.787,1.2,1.5,1.8,1.8,1.8,1.809,2017
733,SSD,South Sudan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-52.429,29.329,2.918,-0.173,-16.737,-5.495,-1.192,8.782,5.162,6.938,5.887,6.825,4.971,2017
184,ESP,Spain,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.203,-0.408,1.239,1.652,1.698,2.362,3.432,5.709,5.285,5.004,3.847,2.525,0.851,-1.314,2.335,4.122,2.421,3.865,4.469,4.745,5.053,3.998,2.88,3.189,3.164,3.723,4.175,3.77,1.117,-3.573,0.015,-0.997,-2.929,-1.706,1.379,3.65,3.169,2.983,2.529,2.131,1.875,1.748,1.672,1.687,1.648,2018
524,LKA,Sri Lanka,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.847,5.345,5.233,3.314,6.725,4.957,4.281,1.454,2.698,2.25,6.174,10.821,-3.135,7.477,8.036,6.051,12.162,10.291,-1.646,2.879,8.418,-1.948,3.727,5.94,5.445,6.242,7.668,6.797,5.95,3.539,8.016,8.405,9.145,3.396,4.961,5.008,4.469,3.309,3.02,3.5,4,4.26,4.47,4.63,4.79,2017
361,KNA,St. Kitts and Nevis,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.278,2.702,6.112,-2.058,9.651,6.437,8.842,8.268,10.353,6.013,5.454,2.27,3.077,5.418,5.404,3.462,5.897,7.327,1.024,3.943,10.134,5.517,2.47,-3.444,4.058,9.695,2.918,-0.051,6.488,-3.368,-1.466,1.784,-0.656,5.466,6.056,2.147,2.318,1.171,2.986,3.5,3.5,3,2.7,2.703,2.713,2017
362,LCA,St. Lucia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.51,5.105,2.114,4.059,8.01,12.59,14.402,3.924,13.899,8.983,9.89,0.376,7.952,0.583,1.599,1.749,2.922,-0.694,6.286,2.67,0.049,-3.409,0.417,4.264,7.268,-0.411,6.196,2.068,4.977,-1.454,0.304,4.139,-0.314,-1.995,0.005,0.271,3.891,3.672,0.988,3.319,2.726,2.109,1.539,1.484,1.478,2017
364,VCT,St. Vincent and the Grenadines,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.91,3.878,2.579,3.217,5.304,4.271,5.405,0.65,13.168,3.273,4.806,2.221,7.097,3.589,-1.165,6.798,1.06,3.741,4.459,2.107,1.806,1.662,6.126,7.344,4.609,3.025,6.038,3.064,-0.546,-2,-2.331,0.247,1.299,2.494,0.243,0.836,0.83,0.687,1.959,2.255,2.439,2.296,2.308,2.32,2.332,2017
732,SDN,Sudan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.5,6.32,4.127,-1.51,-5.626,-0.624,9.929,6.463,4.363,1.419,-1.7,7.024,5.541,2.75,3.514,8.86,5.465,6.057,8.242,4.235,8.385,10.867,5.941,6.289,5.136,5.648,6.531,5.735,3.847,-2.768,3.858,-2.825,-17.005,1.963,4.671,1.913,2.938,1.663,-2.131,-2.276,-1.256,-0.664,0.875,1.07,1.507,2014
