# File: pwt91_na.csv
# Title: Penn World Table version 9.1 supplemental National Accounts
# Units: million constant 2011 local currency; xr provides local currency to USD exchange rates
# Description: PWT used to provide macro-economic data for GCAM macroeconomic module.
# Source: DOI: 10.1257/aer.20130954 ; https://www.rug.nl/ggdc/productivity/pwt/?lang=en
# Column types: cinnnnnnn
# ----------
countrycode,year,q_c,q_i,q_g,q_x,q_m,q_gdp,xr
KAZ,2017,16520252.35,9402780.419,4012584.061,12894464.91,9089976.239,34755349.62,326.0010227
KEN,1950,384872.3106,73517.33325,12821.29974,42346.83515,89009.73165,377263.5076,7.140860628
KEN,1951,487505.5938,76770.31395,16457.19094,42439.09704,116154.5476,443039.4355,7.140860628
KEN,1952,442604.1744,78722.10226,15021.97079,50650.13943,112366.898,417592.8012,7.140860628
KEN,1953,423359.4982,82625.67342,14352.20021,45852.67664,111735.6227,399212.0725,7.140860628
KEN,1954,481091.4142,93685.80834,17318.32157,46313.96972,139511.699,432403.0786,7.140860628
KEN,1955,502473.4358,109950.7043,22676.4765,54709.53377,161606.2091,457951.6475,7.142860006
KEN,1956,481091.4006,111902.491,21815.34459,71131.61688,143299.3655,481612.9884,7.142860006
KEN,1957,506750.2259,108649.5201,22772.15843,72976.79387,143930.6345,503377.8314,7.142860006
KEN,1958,493919.784,91734.01647,23154.8839,83771.09224,128780.0383,505003.7138,7.140860628
KEN,1959,466123.5371,89131.62952,24207.37838,91889.87054,128148.7655,488734.2867,7.142860006
KEN,1960,511024.9734,92384.61357,27843.26803,102407.3923,143930.6202,529147.2365,7.142860006
KEN,1961,517395.27,59876.39465,29732.19876,113207.5317,146732.9142,510236.5489,7.142860006
KEN,1962,558741.3869,55399.71789,30544.79003,124253.2796,149527.7058,552342.1195,7.142860006
KEN,1963,559433.5929,66189.17179,31897.93168,127858.8724,144990.7264,576221.3625,7.142860006
KEN,1964,598092.3311,55715.35845,41015.86927,142083.0668,157718.144,610565.0109,7.142860006
KEN,1965,647879.1517,59971.34268,37694.21293,132010.2188,160827.3906,640219.5743,7.142860006
KEN,1966,698692.8275,89488.69053,39440.57449,159025.4075,188758.1695,716399.8894,7.142860006
KEN,1967,736803.6049,95530.73303,42101.70666,150750.0082,191919.9255,746757.1611,7.142860006
KEN,1968,660584.1338,134146.4386,60042.95779,169519.9233,206187.696,746577.8213,7.142860006
KEN,1969,685989.9123,137513.246,67937.25699,185037.3333,211027.1332,794159.6817,7.142860006
KEN,1970,618322.0371,189422.976,70262.17319,190389.3989,249487.6744,752123.5851,7.142860006
KEN,1971,697297.7301,189422.9898,80181.545,198718.9447,290561.8456,801018.8596,7.142859998
KEN,1972,706928.9098,172343.8614,85967.83943,199908.8678,251008.9314,841285.5244,7.142859999
KEN,1973,644465.9065,206517.6006,90061.54475,220838.9196,245827.5564,885058.526,7.020383688
KEN,1974,758418.677,193979.0178,97339.25223,250355.6888,293419.4516,928447.448,7.134811101
KEN,1975,730985.5724,130794.4781,107573.5159,220570.5878,220880.196,924991.6927,7.343193332
KEN,1976,697221.844,148250.1369,115988.3522,227010.6159,212052.6427,962237.1447,8.367144999
KEN,1977,761795.0597,200371.2446,131908.325,233182.3035,255998.3948,1050550.958,8.276560832
KEN,1978,899804.4077,247575.267,152604.2847,237207.3164,328537.6868,1145008.417,7.729383332
KEN,1979,925127.2345,188324.3838,154423.7196,225937.2814,265977.3562,1188013.457,7.475309166
KEN,1980,949605.9658,253475.7623,158062.5642,238280.6579,292459.9228,1254440.816,7.420187499
KEN,1981,913309.9267,244870.8594,149420.297,228352.2759,230859.1131,1301669.498,9.047498333
KEN,1982,942009.1331,188816.0896,147146.0048,235597.309,193629.9765,1349666.186,10.922325
KEN,1983,911199.6792,163493.0927,159881.9863,230230.6217,158127.9423,1368096.857,13.31151667
KEN,1984,996453.1828,164230.6719,159881.9897,232108.9564,186337.6675,1392287.165,14.413875
KEN,1985,917108.3322,215614.2042,161473.99,247672.3456,173096.3779,1451803.083,16.43211667
KEN,1986,1090991.789,183407.2988,173072.8068,271822.4097,202265.5942,1555859.857,16.22574167
KEN,1987,1188062.56,214139.0944,178531.0933,272359.0808,229132.0154,1648013.384,16.45449167
KEN,1988,1285977.608,233315.7179,181942.5221,285239.1306,249665.605,1750150.212,17.7471
KEN,1989,1360257.821,244133.3089,184444.2276,313414.1779,274037.2672,1832320.793,20.57246667
KEN,1990,1372497.231,235036.7003,193086.5022,373521.0421,283440.5085,1909499.241,22.91476667
KEN,1991,1401196.475,209713.6956,204230.49,371106.0073,270774.9263,1936377.516,27.50786667
KEN,1992,1374607.496,185128.2901,222879.5808,373789.3383,264442.1254,1921018.573,32.21683333
KEN,1993,1350972.8,187340.9583,239709.2639,495881.3328,353676.9594,1927929.952,58.00133333
KEN,1994,1542582.189,210697.1293,309984.5677,383986.0436,413166.8425,1978614.374,56.050575
KEN,1995,1592383.685,241920.6233,340459.9373,444092.8807,485514.2286,2065776.501,51.42983333
KEN,1996,1637542.893,253229.8995,349557.0676,464754.6027,494341.7115,2151402.512,57.11486667
KEN,1997,1702460.713,274874.9249,348839.0018,414789.1085,546503.4384,2157218.078,58.73184167
KEN,1998,1787433.283,332002.7989,355628.346,396241.89,572076.1473,2229607.111,60.3667
KEN,1999,1862861.992,304996.1868,345758.6241,431481.8773,563617.1046,2276532.859,70.32621667
KEN,2000,1857736.787,338894.4879,339851.9785,435537.4502,574456.8825,2287861.847,76.17554167
KEN,2001,1954698.636,379973.9754,344252.0536,451603.1997,686296.7087,2390063.986,78.563195
KEN,2002,1972174.668,302774.8704,349932.9288,483743.066,607070.6614,2403729.93,78.74914167
KEN,2003,2014601.554,332829.2244,370931.4955,518624.0291,608466.6481,2473564.2,75.93556944
KEN,2004,2063273.648,358254.7592,373089.5137,583944.3627,683283.755,2599805.385,79.17387606
KEN,2005,2196780.909,405646.8489,370168.5803,638684.594,785388.7156,2753513.648,75.55410945
KEN,2006,2369798.161,496721.8961,378824.6748,658289.7899,925278.693,2927696.407,72.10083502
KEN,2007,2495300.445,537247.0647,409685.0969,698823.9579,966044.0161,3128266.628,67.31763812
KEN,2008,2457395.419,613193.5123,444713.6826,715398.1975,1089155.041,3135538.709,69.17531982
KEN,2009,2570165.885,681209.4052,483248.2623,678060.7385,1180074.025,3239226.847,77.3520123
KEN,2010,2762641.317,755541.4433,500700.9943,737353.7682,1275818.082,3511319.858,79.2331517
KEN,2011,2936153.48,807527.4297,520941.2344,805766,1446502.133,3725918.352,88.81076997
KEN,2012,3106893.682,887308.8093,557271.6133,802610.2338,1519826.533,3895631.868,84.52960176
KEN,2013,3365647.124,881745.0584,591044.2776,807242.612,1510182.948,4124970.326,86.1228789
KEN,2014,3507435.159,977423.4674,601063.7679,890396.7455,1670137.447,4345949.953,87.92216381
KEN,2015,3688484.758,1026367.148,670307.5431,945635.8866,1689713.28,4594473.019,98.17845333
KEN,2016,3860308.988,925638.9579,727143.6616,920908.8841,1583670.657,4864131.534,101.5043695
KEN,2017,4128031.021,1029688.113,788045.802,864143.9106,1716256.375,5101765.884,103.4109163
KGZ,1970,,,,,,,
KGZ,1971,,,,,,,
KGZ,1972,,,,,,,
KGZ,1973,,,,,,,
KGZ,1974,,,,,,,
KGZ,1975,,,,,,,
KGZ,1976,,,,,,,
KGZ,1977,,,,,,,
KGZ,1978,,,,,,,
KGZ,1979,,,,,,,
KGZ,1980,,,,,,,
KGZ,1981,,,,,,,
KGZ,1982,,,,,,,
KGZ,1983,,,,,,,
KGZ,1984,,,,,,,
KGZ,1985,,,,,,,
KGZ,1986,,,,,,,
KGZ,1987,,,,,,,
KGZ,1988,,,,,,,
KGZ,1989,,,,,,,
KGZ,1990,278144.3245,59515.81778,112109.8067,202366.9955,399117.9908,271001.5714,0.00333
KGZ,1991,227613.8744,53737.58253,96393.47577,178082.9646,288042.6988,249473.4118,0.00875
KGZ,1992,201976.12,56386.61971,79691.63892,96393.54038,188629.7462,214951.6889,0.966
KGZ,1993,180884.6185,28021.51688,63944.48896,119413.9704,201511.5047,181721.6015,5.39
KGZ,1994,150090.913,18220.49153,46860.44377,96761.56629,156836.7826,145222.5218,10.84168333
KGZ,1995,110294.5125,35763.15818,40570.03544,79960.21917,127904.7479,137345.9117,10.82188333
KGZ,1996,115306.353,39857.48493,43534.49787,85318.35031,136728.991,147076.1922,12.80955833
KGZ,1997,104026.9796,40150.87269,41596.43731,103279.9887,109138.534,161659.1623,17.36249167
KGZ,1998,121937.44,27498.52195,43348.9243,94257.0798,110826.392,165089.3149,20.83756667
KGZ,1999,122934.2383,33898.86814,45115.43618,84455.33467,105373.9346,171124.6321,39.00773333
KGZ,2000,116808.0935,41403.78656,47792.807,93330.13997,105786.605,180439.5118,47.70383333
KGZ,2001,119447.0743,39085.40901,47182.74593,90307.49277,91141.40882,190041.8269,48.37795833
KGZ,2002,125060.0552,36565.14586,47078.23521,97603.73662,103062.2983,190008.9021,46.93706667
KGZ,2003,154356.8677,27014.10529,47661.31099,102766.4212,119547.3349,203367.0861,43.648375
KGZ,2004,165813.7998,33388.91264,49848.14771,115935.5441,138992.061,217657.2368,42.64994167
KGZ,2005,179572.4372,37957.87862,48487.25351,103206.0118,147987.0059,217275.2098,41.01182051
KGZ,2006,214031.2161,58179.86812,49194.22619,112386.937,214570.1858,224017.0417,40.15289995
KGZ,2007,219787.9421,66686.85389,50065.17546,141435.9152,238174.3175,243154.5473,37.31625681
KGZ,2008,248026.0636,75956.31153,50788.85953,154314.3307,270514.8457,263583.4441,36.57459167
KGZ,2009,212374.0143,72239.8408,51545.96666,152645.303,218126.9814,271191.227,42.90410833
KGZ,2010,218139.3274,68512.01427,50988.65513,134784.9381,203159.9008,269912.396,45.9642614
KGZ,2011,238522,72849.9,52128.5,155974.1,233485.4,285989.1,46.14390132
KGZ,2012,265158.3944,103755.0047,53206.00114,125994.0084,262351.9899,285737.0213,47.00447914
KGZ,2013,286292.5361,109023.3313,52988.73797,141539.8675,273093.5715,316926.8391,48.43805901
KGZ,2014,294813.0777,126132.5688,52699.70468,132734.294,277440.9216,329680.0898,53.65405831
KGZ,2015,292074.6359,123229.1037,53173.52766,125256.8186,240838.5244,342457.9567,64.46210827
KGZ,2016,290232.3035,133196.6293,53965.19982,120451.6798,238300.9329,357306.4347,69.91406583
KGZ,2017,300187.6356,138424.2105,54776.52153,124193.0411,234243.0288,373684.0373,68.86666786
KHM,1970,15641722.63,884769.5041,385252.5019,164067.9317,1331788.194,14394970.46,55.54
KHM,1971,14860073.94,840569.0596,366041.7345,156045.6905,1265403.365,13675841.48,75.82166667
KHM,1972,14051398.37,794868.9682,345974.9231,148049.7386,1196497.74,12932312.91,162.25
KHM,1973,11388606.44,644288.3396,280569.2575,120031.1898,969533.4131,10482405.35,244.9166667
KHM,1974,10793927,610573.1165,266147.1165,113247.5979,919378.8636,9933866.765,4
KHM,1975,10651367.25,602333.3017,262037.2137,110528.9379,906463.999,9799806.753,4
KHM,1976,10647561.73,602333.3057,262423.8583,112442.6701,907288.2977,9799806.82,4
KHM,1977,9082639.816,513932.3938,223158.2388,97300.84148,773260.7179,8361548.044,4
KHM,1978,9080878.789,513932.4209,224345.7888,95857.96605,772180.3577,8361548.107,4
KHM,1979,7924636.032,448002.2769,196236.4144,81251.10411,676715.5058,7288880.632,4
KHM,1980,7484086.55,422607.6528,182032.0638,73373.20251,634210.4722,6875717.826,4
KHM,1981,7460229.685,422781.3536,185553.7909,85640.44768,639723.7015,6878543.307,4
KHM,1982,7462515.838,422781.3569,180488.9465,85640.45326,632535.8022,6878542.833,4
KHM,1983,7793919.93,441524.9236,197839.1018,76154.6616,658747.863,7183497.225,4.2
KHM,1984,8240263.624,463301.2747,206407.0936,72083.09739,718412.6741,7537792.556,7
KHM,1985,8637556.25,484938.3207,191203.8701,65420.66549,703962.6077,7889821.465,7
KHM,1986,8823229.372,503369.9445,255920.6548,63106.66476,736190.7208,8189698.868,19.6
KHM,1987,10996365.76,892220.7858,264410.9636,95945.38813,903489.1677,9953066.063,51.3
KHM,1988,12377041.25,697744.6436,206658.0525,177395.9631,872348.2463,11564771.69,108.8
KHM,1989,12523825.52,536149.9935,484438.6634,274900.0483,870703.6382,11534846.26,167.2
KHM,1990,12513124.8,572915.7206,444900.1924,308478.8034,801051.9147,11668672.67,426.25
KHM,1991,12770891.84,795528.0434,494245.1275,739362.4277,1091891.188,12553935.76,718.3333333
KHM,1992,13398307.68,824501.9537,690787.0313,847595.9903,1158311.251,13436468.84,1266.583333
KHM,1993,14712283.66,1249081.178,532862.189,1159954.309,2426493.471,13986232.19,2689
KHM,1994,14790007.44,1263916.291,812414.9327,1924219.327,3315901.24,15059716.29,2545.25
KHM,1995,15330551.27,1829783.961,660979.6523,2867400.61,4707077.214,15951529.06,2450.833333
KHM,1996,15773406.14,1936745.178,783489.6804,2553324.465,4484595.803,16685327.3,2624.083333
KHM,1997,15488823.04,2144161.232,798927.6375,3475200.353,4744222.524,17623009.42,2946.25
KHM,1998,17093023.25,1641579.948,739783.3858,3372315.416,4667284.965,18505751.86,3744.416667
KHM,1999,18138283.39,2578213.234,863756.1006,5044156.39,6420703.789,20709741.83,3807.833333
KHM,2000,19041524.59,2905218.714,970524.643,6572308.725,7943718.187,22525462.95,3840.75
KHM,2001,19473538.83,3455729.607,1056421.263,7670306.915,8702725.955,24360851.75,3916.333333
KHM,2002,20622660.59,3536688.193,1622396.49,8669101.721,10030313.1,25963571.98,3912.083333
KHM,2003,22291172.93,4303341.294,1684848.929,9629922.282,11328921.98,28172029,3973.333333
KHM,2004,25074416.41,3962618.48,1601363.798,12334435.01,13574797.86,31085233.55,4016.25
KHM,2005,28164642.68,5148940.747,1664290.462,14356124.19,15926065.13,35203997.7,4092.5
KHM,2006,30066522.08,6427943.504,1692737.894,17110354.26,18466567.72,38995820.76,4103.25
KHM,2007,31918556.32,7310250.17,2022991.008,18846480.82,20693810.61,42978305.7,4056.166667
KHM,2008,35986234.25,8480931.593,2124150.318,21796950.52,25371415.69,45854243.62,4054.166667
KHM,2009,35924349.73,8806438.101,2584905.776,19646525.13,22793649.63,45894069.73,4139.333333
KHM,2010,39074005.98,8109550.03,2908007.597,23686160.63,26627830.07,48630690.17,4184.916667
KHM,2011,43144020,8902660,3134230,28159100,30981400,52068700,4058.5
KHM,2012,45145375.8,10356666.87,3314317.861,32221017.93,36205973.55,55849642.12,4033
KHM,2013,47746436.72,11818854.54,3487899.31,36739086.64,41676588.12,60027116.25,4027.25
KHM,2014,49890283.85,12853463.35,3570475.869,40883211.94,45900562.54,64271921.55,4037.5
KHM,2015,52846417.12,14127024.01,3727091.978,43831918.25,48884548.02,68794199.49,4067.75
KHM,2016,56410860.04,15533730.62,3938265.468,47609101.75,53095386.28,73529014.11,4058.694579
KHM,2017,58986588.03,16465085.98,4195644.002,50114142.13,55251071.69,78681196.46,4050.579986
KIR,1970,88.11763443,16.49966625,44.89947551,86.5090211,66.20923858,169.3166294,0.892857
KIR,1971,79.38311357,14.4664981,39.97219199,91.44091332,59.03789734,165.4391751,0.880607842
KIR,1972,111.7204964,17.81289359,55.35013731,80.14042391,80.57431869,185.4229524,0.819200569
KIR,1973,107.3765959,24.40056339,57.26415783,122.8299504,85.57849706,224.1946671,0.704113908
KIR,1974,116.6345702,18.7072274,55.6754228,220.8898647,82.84374503,325.7610374,0.638383131
KIR,1975,134.406583,27.19085117,60.65025195,220.6518259,101.3152704,343.1710634,0.763871249
KIR,1976,107.6717656,27.47414395,45.92928282,153.224179,86.13468571,251.3102422,0.818284082
KIR,1977,112.3503522,36.1590368,45.30415659,138.59206,95.38334846,239.7182294,0.901824999
KIR,1978,124.2034814,50.41923309,47.34489082,132.8116359,111.906108,242.2582761,0.873659249
KIR,1979,116.8323557,45.62025484,43.95122011,126.2902152,118.5013904,214.1926554,0.894640916
KIR,1980,110.4562069,52.38129424,43.27150757,26.76000937,113.8723901,118.9966365,0.878244332
KIR,1981,122.6443497,51.84147679,46.95966628,34.21716968,140.7962066,114.8664524,0.870214582
KIR,1982,144.8125034,62.03196142,55.53113719,11.4787424,147.33722,126.5171255,0.985862832
KIR,1983,116.968435,51.63252774,45.14734658,15.11429217,114.7456743,114.1169315,1.110014999
KIR,1984,112.801449,48.59344581,43.32782677,48.22454436,130.0209955,122.9262716,1.139519166
KIR,1985,132.0985953,57.26508752,50.79382061,24.74562195,147.646949,117.256173,1.431895
KIR,1986,147.4060015,64.15469554,56.73132565,11.236065,160.4466855,119.081403,1.495974166
KIR,1987,133.1377726,57.67120435,51.19080109,11.18226505,137.7479502,115.4340916,1.42818
KIR,1988,147.0932779,63.83332625,56.57567753,24.70879538,155.7179737,136.4931052,1.279908333
KIR,1989,141.408845,61.38827969,54.39449631,23.20257238,155.5831205,124.8110789,1.264596667
KIR,1990,165.1660251,71.64093424,63.52178443,14.83416201,187.6892676,127.4736357,1.281056667
KIR,1991,132.5095881,57.50187652,50.96668687,10.51463578,116.0032429,135.4895458,1.283755833
KIR,1992,126.2680451,54.79255161,48.56610531,11.6245258,105.5089181,135.7423097,1.361648333
KIR,1993,111.8419944,48.52579651,43.01618161,18.08715575,84.94241248,136.5287178,1.47056
KIR,1994,101.9251493,44.22741298,39.2027611,36.04683639,83.07965662,138.3225031,1.367750833
KIR,1995,121.191389,52.5864399,46.61286403,15.91577518,98.87074153,137.4357265,1.3490325
KIR,1996,118.3320163,51.34469516,45.51288441,22.85317554,96.47305447,141.5697175,1.277863333
KIR,1997,113.1218134,49.08493223,43.50910671,29.08227098,89.89065459,144.9074688,1.34738
KIR,1998,108.9122891,47.25806544,41.88998313,37.87435864,80.50395492,155.4307433,1.591828333
KIR,1999,116.6852934,50.63073436,44.87962538,18.50896812,79.56094211,151.1436905,1.54995
KIR,2000,167.2723845,72.58115893,64.33653095,21.86417629,156.7142057,169.340045,1.724826667
KIR,2001,161.6947747,70.16086104,62.19124349,25.86874755,158.6358487,161.2797794,1.9334425
KIR,2002,173.3373446,75.21266682,66.66922062,30.17811946,183.64437,161.752989,1.8405625
KIR,2003,167.3484456,72.61407919,64.36577095,27.85251256,163.6657275,168.515082,1.541914167
KIR,2004,167.6870813,72.76098822,64.4960129,19.25631106,158.5244575,165.6759359,1.3597525
KIR,2005,188.2154467,81.6684363,72.39165869,24.98725263,193.383154,173.8796467,1.309473333
KIR,2006,170.4663284,73.96693573,65.56497242,19.38449793,155.5889008,173.7938403,1.327973441
KIR,2007,166.3454805,72.17886028,63.9800051,29.66505643,154.8387901,177.33061,1.1950725
KIR,2008,164.5420753,71.39634695,63.28637748,26.93335766,152.5366842,173.6214742,1.192178333
KIR,2009,164.2290376,71.26051364,63.16597674,27.0457813,150.6857211,175.0155942,1.28218881
KIR,2010,158.5726283,68.80614788,60.99040155,21.25457104,136.2254194,173.3983293,1.090159486
KIR,2011,166.967589,72.448801,64.219282,25.01693,152.489451,176.163149,0.969463201
KIR,2012,179.2971238,77.79870079,68.96148273,25.62377216,167.3267185,184.354364,0.965801031
KIR,2013,186.0437774,80.72613741,71.55638931,24.37214924,170.4572909,192.2411625,1.035843097
KIR,2014,201.2825502,87.33838334,77.41754548,26.42000269,201.3800116,191.0784701,1.109363293
KIR,2015,224.3633533,97.35336071,86.29491181,20.68400346,217.9437711,210.7518582,1.331090262
KIR,2016,216.2876165,93.84922284,83.18881229,23.64075981,203.8114622,213.1549509,1.345213976
KIR,2017,223.8543552,97.13250091,86.09914036,22.33793573,209.6551592,219.7687731,1.304758077
KNA,1970,313.9372834,119.166318,32.01129948,162.4062119,208.5851494,353.9652543,2.000000001
KNA,1971,333.0996286,127.5897371,33.94539786,172.7675737,222.0242852,376.6553282,1.974872733
KNA,1972,349.0892174,132.600485,35.68984471,181.2699249,232.1223464,394.8073934,1.921278149
KNA,1973,366.4111671,137.7365493,37.2855453,188.3570527,242.4894686,410.6904506,1.959219236
KNA,1974,379.9451324,149.5131392,38.6506605,198.6166074,255.6973486,433.3805309,2.053232409
KNA,1975,393.0127579,145.5199156,40.56909561,204.7845693,259.437161,444.7255516,2.169795832
KNA,1976,432.3705222,157.5987875,43.39875431,215.7466738,282.2089882,471.9536525,2.614670833
KNA,1977,416.3315245,187.4608068,42.30942451,229.3028939,295.202065,501.4507877,2.7
KNA,1978,473.5743497,143.3495618,50.9486461,244.4393991,294.9128794,523.4161013,2.7
KNA,1979,570.0519601,199.1809051,52.96511238,251.5213604,361.0044812,562.537858,2.7
KNA,1980,644.2217193,237.7520034,56.42310998,305.0052516,453.1646836,609.1162031,2.7
KNA,1981,666.5056863,190.036745,70.99364206,278.3436699,421.9327397,615.9795065,2.7
KNA,1982,667.2584993,210.6389433,60.66550247,226.0208578,374.1391433,618.9009581,2.7
KNA,1983,751.8864376,228.4416313,60.83105788,219.7719114,429.1764787,626.6117608,2.7
KNA,1984,726.0021096,204.5074372,70.47189752,272.9899823,421.5161779,680.6392502,2.7
KNA,1985,728.8759015,218.6703487,70.29394923,292.125864,420.394884,739.2708793,2.7
KNA,1986,800.7955983,219.7679966,68.96938575,362.064464,464.4720899,817.5122186,2.7
KNA,1987,857.6699637,293.8557454,73.60855071,409.3454837,553.4586586,869.4190136,2.7
KNA,1988,713.203679,534.3251449,72.79088959,414.5215279,603.0494542,952.092197,2.7
KNA,1989,781.5854982,597.3680672,77.60704986,415.7361394,641.2271345,1005.846595,2.7
KNA,1990,883.5380545,582.3282499,82.17203766,397.9489989,654.1826137,1055.040672,2.7
KNA,1991,933.5089215,453.0252421,80.30532913,455.0256411,635.4510229,1032.374614,2.7
KNA,1992,815.667653,425.5459906,78.8951776,491.7615766,562.8926823,1076.532132,2.7
KNA,1993,847.0386219,527.2364759,86.72938434,496.1135989,618.8511012,1151.947314,2.7
KNA,1994,944.4866221,465.151835,98.19438066,488.5878078,590.3569558,1213.151955,2.7
KNA,1995,1042.9463,586.5461258,111.4431488,474.1358815,707.0392859,1282.942385,2.7
KNA,1996,1238.499845,619.2303416,116.483705,490.6355231,794.7523853,1358.458558,2.7
KNA,1997,1137.409824,634.6022584,120.4584178,560.7278108,764.6105116,1452.1423,2.7
KNA,1998,1144.115239,626.4621318,120.8527256,573.4020779,763.3740168,1442.452028,2.7
KNA,1999,1380.393205,538.2168454,138.7214804,558.7831131,785.4711818,1491.329459,2.7
KNA,2000,1368.678134,795.7648055,146.838871,601.0447873,1039.701462,1650.82136,2.7
KNA,2001,1146.460659,873.7516897,145.5223715,579.2871568,1059.902594,1741.016144,2.7
KNA,2002,1391.880341,775.8683633,133.5928002,611.0681638,1034.935673,1785.972391,2.7
KNA,2003,1057.728394,783.7742165,158.66459,734.2202408,1002.109592,1721.406593,2.7
KNA,2004,1100.186445,749.8933372,189.605923,688.08963,935.1228377,1783.490382,2.7
KNA,2005,1056.342615,818.7599511,344.5742959,808.9936256,1089.988319,1939.916864,2.7
KNA,2006,1189.287097,834.9492679,306.9332172,731.5237746,1088.189178,1975.672696,2.7
KNA,2007,1177.791751,899.7532646,320.9878663,681.2314776,1109.316212,1971.591682,2.7
KNA,2008,1586.063375,847.1664956,355.2297835,665.1976897,1359.196209,2095.644059,2.7
KNA,2009,1499.541511,807.5260247,363.3460906,490.8689029,1130.09868,2032.353565,2.7
KNA,2010,1505.88205,666.1667997,349.5692859,586.1414989,1122.279828,1986.643828,2.7
KNA,2011,1543.287156,569.307378,336.999998,651.433383,1067.301025,2034.298145,2.7
KNA,2012,1426.171177,534.6685363,386.7280663,730.4819485,1056.987957,2022.081049,2.7
KNA,2013,1451.07792,602.20576,415.2744624,838.0435161,1158.465303,2147.852279,2.7
KNA,2014,1498.887733,671.3409357,432.0876465,847.9312339,1168.879244,2275.92993,2.7
KNA,2015,1548.062572,716.3003404,448.682436,878.6259798,1261.835327,2366.429033,2.7
KNA,2016,1665.673924,756.5511071,456.0695092,861.9487485,1349.576226,2418.706394,2.7
KNA,2017,1632.506028,742.6363234,463.3132159,897.4197291,1308.976482,2447.018689,2.7
KOR,1953,20884273.84,3050960.834,11335333.44,150971.6615,1659670.32,24812543.31,17.82482068
KOR,1954,22005527.87,2530757.421,11090906.03,91612.21725,1183784.74,25364373.39,17.82482068
KOR,1955,24528539.8,2685410.854,11518658.92,115617.5128,1588542.429,27438323.05,49.4968583
KOR,1956,25789935.92,2502630.222,12404698.59,103196.0648,1845954.643,28704163.26,49.50678033
KOR,1957,27191586.24,3866430.946,12526882.52,138550.5281,2201607.886,30618215.7,49.50678033
KOR,1958,28032556.6,3402458.888,13321319.04,175815.0268,1896768.104,31686101.17,49.50678033
KOR,1959,29434203.88,2530757.504,13168529.49,204481.3069,1554671.32,32247680.62,49.50678033
KOR,1960,29854633.08,2685410.786,13229622.54,241745.81,1744341.358,32627846.7,63.12585549
KOR,1961,30975996.27,3402458.698,13168530.09,335387.1084,1593621.056,34099301.84,124.7933904
KOR,1962,32237505.8,3332163.961,13443503.96,379340.611,2133865.747,34891601.7,130.0017642
KOR,1963,32377647.35,6945518.88,13993452.99,412784.3995,2709661.092,37610315.75,130.0017642
KOR,1964,37423453.94,5230232.021,13871269.54,510247.5172,2049181.3,40582622.32,213.8495846
KOR,1965,39385785.25,5398948.96,14543402.29,692751.5347,2320150.059,42614773.47,266.4043766
KOR,1966,41488148.33,9448148.791,15948880.73,993740.1977,3607238.254,47476590.26,271.3411744
KOR,1967,43170198.33,10741643.43,17262661.47,1309058.175,4724971.268,50121167.39,270.5203432
KOR,1968,46253784.1,14622116.02,18882022.97,1825040.124,6774165.955,55445457.44,276.6487304
KOR,1969,55364288.25,15325180.11,20623566.47,2484347.814,8586249.088,63389278.76,288.1646905
KOR,1970,61531456.91,15043908.09,21998439.08,2971668.967,9280600.019,68721985.23,310.5558333
KOR,1971,67435662.59,17326500.62,23892625.46,3687833.427,11149603.68,75906656.15,347.1475
KOR,1972,71051422.85,15064231.7,25836247.11,5268657.486,11159223.46,81334525.04,392.8941667
KOR,1973,77375231.57,19899589.19,26427312.73,7941065.126,14954408.14,93394439.86,398.3216667
KOR,1974,83013452.28,26166584.74,28353487.2,8283667.767,17877024.4,102230382.5,404.4725
KOR,1975,87631065.95,25775727.91,30327020.65,10051788.75,18611675.22,110269274.9,484
KOR,1976,94858764.78,31705714.32,30497141.29,13966027.8,23159563.17,124731265,484
KOR,1977,100015079.7,41688713.6,32774671.29,16983619.07,28253711.7,140045334.4,484
KOR,1978,108353867.5,54559297.44,34604260.13,19788320.65,36807116.05,155134510.5,484
KOR,1979,117666005.2,64434395.27,36740954.89,20281174.85,41810256.77,168515849.2,484
KOR,1980,117607963.8,54054881.09,41055374.93,22209450.33,40374026.82,165648927.1,607.4325
KOR,1981,123853616.7,55450688.86,43762153.16,25273478.53,42182178.35,177543381.1,681.0283333
KOR,1982,132984763.2,61120348.74,44699072.5,25766952.15,42831983.56,192217360.7,731.0841667
KOR,1983,145054474.9,70262238.81,46321042.76,30060116.83,45729092.36,217670914.7,775.7483333
KOR,1984,156053022.7,76837337.44,48555574.55,34290131.32,47735149.41,240402086.9,805.9758333
KOR,1985,167300424.7,82650930.01,50186997.48,34662557.47,46808320.37,259032405.9,870.02
KOR,1986,182434986.1,95212570.41,52818272.39,46698557.58,62291478.84,288106408.6,881.4541667
KOR,1987,197795521.7,110397904,56599064.47,57264141.25,73580617.12,324025416.4,822.5675
KOR,1988,216117736.1,129609544.2,61424363.82,64236738.64,83209142.54,362599732.4,731.4683333
KOR,1989,239236777.5,151636064.4,68380654.89,61945114.75,96295632.59,388089455.4,671.4558333
KOR,1990,262741233.6,175286004.7,75945868.15,64789962.17,109297368.4,426165804.2,707.7641667
KOR,1991,286048309.3,206683329.2,79766748.65,72815850.26,131153549.9,470290784.8,733.3533333
KOR,1992,305689873.1,206902682,84901033.34,82167877.75,137396526.7,499333631.9,780.6508333
