Country_name,AgaveFibresNes,Almonds_withshell,Anise_badian_fennel_corian.,Apples,Apricots,Arecanuts,Artichokes,Asparagus,Avocados,Bananas,Beans_green,BerriesNes,Blueberries,Brazilnuts_withshell,Buckwheat,Cabbagesandotherbrassicas,Canaryseed,Carobs,Carrotsandturnips,Cashewapple,Cashewnuts,Castoroilseed,Cauliflowersandbroccoli,Cereals_nes,Cherries,Chestnuts,Chilliesandpeppers_dry,Chilliesandpeppers_green,Cinnamon(canella),Cloves,Coconuts,Cranberries,Cucumbersandgherkins,Currants,Eggplants(aubergines),FibreCropsNes,Figs,Flaxfibreandtow,Fonio,Fruit_tropicalfreshnes,FruitFreshNes,Garlic,Ginger,Gooseberries,Hazelnuts_withshell,Hempseed,HempTowWaste,Hops,Jute,Kiwifruit,Kolanuts,Lettuceandchicory,Linseed,Maize_green,Mangoes_mangosteens_guavas,ManilaFibre(Abaca),Melonseed,Mixedgrain,Mustardseed,Naturalrubber,Nutmeg_maceandcardamoms,Nuts_nes,Oats,Oilseeds_Nes,Okra,Olives,Onions_dry,Onions(inc.shallots)_green,OtherBastfibres,Othermelons(inc.cantaloupes),Papayas,Peachesandnectarines,Pears,Peas_green,Pepper(Piperspp.),Peppermint,Pineapples,Pistachios,Plantains,Plumsandsloes,Poppyseed,Pumpkins_squashandgourds,Quinoa,Ramie,Raspberries,Rootsandtubersnes,Safflowerseed,Sesameseed,Sisal,Sourcherries,Spices_nes,Spinach,Stonefruit_nes,Strawberries,Stringbeans,Sugarcrops_nes,Sweetpotatoes,Taro(cocoyam),Tea,Tobacco_unmanufactured,tomato,Tomatoes,Triticale,Vanilla,Vegetablesfreshnes,Walnuts_withshell,Watermelons,Yams,Yautia(cocoyam)
"Macedonia , The Former Yugoslav Republic of",0,330,0,74,100,0,0,0,0,0,286,0,0,0,0,35,0,0,10,0,0,0,30,0,187,526,157,45,0,0,0,37,24,108,43,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,25,0,90,0,0,0,0,0,0,0,0,103,365,0,132,95,38,0,12,0,85,117,182,0,0,0,0,0,101,0,0,0,0,0,0,0,175,0,222,0,16,0,307,0,0,0,0,0,165,213,43,0,0,47,512,27,0,0
Madagascar,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,118,24,0,148828,21,0,0,0,0
Malawi,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6402,1754,0,0,0,0,13,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4670,0,46,0,0,0,0,0,0,0,3968,0,74,15,0,31267,11,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,373,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,1,492,161,32,0,0,83,0,0,0,0
Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,296,0,0,0,0,354,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,971,3,0,0,0,0,0,0,32,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,2659,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,1968,0,0,0,0,30,0,117,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,5,0,19614,0,129,26,0,0,64,0,0,24,0
Malta,0,0,0,87,36,0,88,0,0,0,0,0,0,0,0,96,0,0,47,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,60,0,1193,0,0,0,62,169,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3237,59,0,0,58,0,32,0,223,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,91,146,233,0,0,0,0,0,0,133,27,0,0,11,0,7,0,0
Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,0,0,0,0,0,0,0,0,25,28,2,0,0,0,0,2,0,0,82,0,0,0,0,0,0,0,66,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,151,30,0,0,12,0,0,3,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,238,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,9,0,0,2,0,0,0,5,0,0,0,0,23,0,0,0,0,2,0,3,0,0,0,0,0,0,25,13,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,52,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,10,100,0,6,1,0,0,9,0,0,0,0
Mexico,0,2095,138,400,658,0,357,712,266,181,71,347,595,0,0,59,0,0,49,0,3276,8526,70,0,739,0,2835,82,0,0,0,0,31,0,35,0,936,0,0,406,519,475,0,0,0,0,0,0,0,0,0,49,0,90,428,0,10126,0,0,2263,0,2419,1507,0,72,699,126,87,0,26,63,586,428,200,954,0,23,90766,0,585,0,26,0,0,284,26,738,488,1909,0,197,98,0,90,79,0,46,0,0,0,423,85,152,22034,162,3068,60,0,4
Moldova,0,62,0,35,36,0,0,0,0,0,270,0,0,0,193,195,0,0,26,0,0,0,168,0,47,0,0,310,0,0,0,0,207,986,318,0,0,0,0,0,76,772,0,474,155,0,0,0,0,0,0,0,0,464,0,0,0,1675,0,0,0,76,78,0,0,0,468,0,0,462,0,70,30,663,0,0,0,0,0,69,0,94,0,0,24,0,0,0,0,48,0,0,0,392,0,0,0,0,0,0,1130,226,0,0,196,61,16,0,0
Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,1042,0,0,0,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,79,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0
Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,1296,540,585,834,0,217,1021,224,197,21,506,532,0,0,138,0,237,202,0,0,5000,27,4067,1707,0,294,15,0,0,0,0,62,0,19,0,3137,0,0,1394,1037,412,0,0,0,0,0,0,0,0,0,27,0,0,1217,0,0,0,0,0,0,0,4211,3863,0,1383,110,60,0,6,289,565,691,73,0,70,0,0,0,994,0,7,0,0,852,41,0,1042,1614,0,1084,0,956,123,7,0,64,0,0,869,257,51,0,0,35,1916,39,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,152,0,49,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,33,0,0,0,0,0,0,0,0,5,0,0,12,216,43,0,0,76,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,146,42,0,0,0,0,0,195,0,0,0,423,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,30,131,0,0,0
Netherlands,0,0,143,2,0,0,0,20,0,0,8,33,33,0,0,3,0,0,3,0,0,0,11,0,99,0,0,0,0,0,0,0,0,66,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,2,0,0,0,5,8,0,1,0,0,2,12,0,0,0,0,0,5,0,1,0,0,15,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,2,0,14,0,9,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,9,31,0,0,456,352,0,48,8,21,0,0,37,0,0,6,0,0,0,12,0,133,0,0,72,0,0,0,0,0,159,0,944,0,0,0,134,18,610,0,87,0,0,0,208,0,106,0,22,204,175,0,0,0,0,0,0,0,0,43,0,0,0,0,16,0,30,0,30,9,120,0,0,0,0,0,59,0,14,0,0,36,0,0,0,0,0,0,101,12,41,0,0,30,0,0,0,95,19,0,0,97,0,25,0,0
Nicaragua,35,0,0,0,0,0,0,0,0,66,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,74,0,0,85,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,170,0,0,263,0,0,0,0,821,0,0,0,251,0,0,0,0,0,0,64,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,30,0,42,0,0,0,0,1413,0,0,0,0,0,0,72,0,0,0,0,0,1169,0,0,399,0,0,0,0,0,46,0,0,0,613,123,0,0,237,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,0,0,0,0,0,9,0,0,0,0,75,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,8,2,4,0,27,0,0,0,0
Oman,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,245,0,0,301,0,0,0,504,3766,0,0,0,151,0,0,0,0,194,0,300,0,0,0,0,0,234,802,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,275,0,383,0,0,180,806,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,651,130,0,0,224,0,175,0,0
Pakistan,0,1168,0,487,399,0,0,0,0,1411,109,311,0,0,0,189,0,0,96,0,0,6949,79,0,2205,0,3382,0,0,0,0,0,148,0,164,0,1372,0,0,648,673,556,6865,0,0,0,0,0,2180,0,0,1167,2337,0,533,0,0,0,0,0,0,2784,0,0,134,0,347,0,3550,65,827,600,330,189,0,0,0,1509,0,448,0,80,0,0,0,64,4744,3055,0,0,799,140,0,0,0,0,171,0,0,0,1851,370,0,0,139,517,43,0,0
Panama,0,0,0,0,0,0,0,0,57,25,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6,0,0,0,0,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,7,1,0,0,18,0,0,1,0
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,159,0,0,0,0,0,0,8,2,0,0,27,0,0,0,0
Peru,0,0,302,389,1194,0,287,478,341,0,172,0,0,0,0,262,0,0,65,0,573,0,72,1177,921,1208,576,252,0,0,0,0,131,0,87,0,818,0,0,762,625,464,0,0,0,0,0,0,961,0,0,74,707,186,466,0,0,0,0,0,0,2071,1361,0,0,469,129,0,0,44,246,580,524,312,628,0,66,0,286,812,0,21,51,0,0,134,0,422,0,661,665,82,0,448,251,0,47,0,1929,0,320,64,0,0,125,884,37,0,18
Philippines,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,12,0,0,0,1,0,0,0,0,54,0,0,0,0,1,0,3,5,0,0,0,0,0,151,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,0,49,7,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,28,1,0,1,3,0,0,166,33,0,0,20,0,0,0,0
Poland,0,0,0,1,3,0,0,12,0,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,5,0,0,0,0,2,3,1,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,2,166,0,0,0,0,0,0,14,3,0,0,3,1,0,0,0
Portugal,0,1152,0,69,99,0,0,0,421,52,59,0,0,0,0,78,0,433,71,0,0,0,56,0,341,645,0,1,0,0,0,0,54,0,126,0,11578,0,0,0,258,73,0,0,744,0,0,875,0,86,0,52,0,0,0,0,0,0,0,0,0,741,122,0,0,129,17,58,0,124,0,95,77,162,0,0,10,0,0,105,0,40,0,0,0,0,0,0,0,440,0,68,271,1898,0,0,186,0,450,0,82,16,1019,0,0,455,81,31,0
Puerto Rico,0,0,0,0,0,0,0,0,59,63,400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,47,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,27,0,0,37,0,0,0,0,0,0,0,0,0,236,0,0,65,0,1,10,0,0,0,0,0,2,0,74,0,0,60,0,0,0,154,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,35,0
Qatar,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,500,0,0,837,0,0,0,498,1026,0,0,0,392,0,0,0,0,294,0,318,0,4887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,706,0,0,0,0,0,0,0,0,0,0,1343,0,299,0,0,500,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,1006,201,0,0,294,0,671,0,0
R_union,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,3,0,0,0,0,0,0,5,0,0,0,0
Romania,0,0,207,5,5,0,7,0,0,0,18,3,3,0,0,16,0,0,0,0,0,135,13,34,5,8,71,31,0,0,0,3,15,12,0,0,0,61,0,0,4,91,0,0,56,0,0,161,0,0,0,17,104,0,0,0,0,0,0,0,0,0,4,0,0,0,50,0,0,5,0,7,3,32,0,0,0,0,0,7,0,8,0,0,2,0,0,0,0,0,0,11,0,141,0,0,0,0,0,0,128,26,32,0,26,3,0,0,0
Russia,0,0,150,0,0,0,0,0,0,0,0,0,6,0,140,20,0,0,2,0,0,0,16,110,0,0,0,0,0,0,0,0,21,24,0,0,0,166,0,0,0,69,0,17,0,0,0,277,0,0,0,0,112,0,0,0,0,0,0,0,0,0,90,137,0,0,41,0,50,0,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,150,0,0,0,0,0,0,182,0,0,0,0,0,0,202,40,0,0,24,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,3,0,0,0,0,0,0,5,0,0,0,0
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent and The Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,397,0,0,151,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,3748,0,0,0,0,0,0,0,0,0,0,0,0,1392,278,0,0,175,0,225,0,0
Senegal,0,0,0,0,0,0,0,0,0,63,44,0,0,0,0,66,0,0,95,0,3058,0,0,972,0,0,168,0,0,0,0,0,0,0,25,0,0,0,0,192,153,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,1350,0,0,0,0,832,0,0,46,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,768,154,0,0,210,0,14,0,0
Serbia and Montenegro,0,0,0,4,4,0,0,0,0,0,40,0,0,0,0,13,0,0,4,0,0,0,0,0,9,21,38,25,0,0,0,0,18,0,0,0,0,0,0,0,0,88,0,0,0,0,0,107,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,11,49,0,0,0,0,4,6,66,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,18,0,0,0,299,0,0,0,0,0,112,115,23,0,0,0,27,1,0,0
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3399,0,404,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9065,0,426,85,0,0,23,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,572,114,0,0,149,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,0,0,2899,10,15,0,0,288,0,0,117,29,0,0,143,60,0,0,15,0,0,0,75,80,7,0,0,96,0,0,0,0,68,288,0,0,0,306,0,0,28,405,0,15,0,0,0,702,0,0,0,108,427,284,0,0,0,0,0,0,0,0,297,536,0,0,181,0,0,33,0,27,3,263,0,0,0,0,0,7,0,32,0,0,64,0,0,0,0,98,0,78,0,229,0,0,0,0,0,0,373,75,172,0,105,187,8,0,0
Slovenia,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,9,0,0,0,0,0,7,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
