# File: USDA_cost_data.csv,,,,,,,,,,,,,,,,,,,,,,,
# Description: Itemized costs by crop and sub-region of USA,,,,,,,,,,,,,,,,,,,,,,,
# Original source: http://www.ers.usda.gov/Data/CostsAndReturns/,,,,,,,,,,,,,,,,,,,,,,,
# Add 2011-2015 data and update 2009 ,,,,,,,,,,,,,,,,,,,,,,,
# Data source: https://www.ers.usda.gov/data-products/commodity-costs-and-returns/,,,,,,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,,,,,
Crop,Region, Item,Unit,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Wheat,Basin and Range,Total output,USD/acre,,,159.12,155.306,164.875,157.398,183.411,203.7324,203.47,188.65,201.558,298.12,399.84,276.48,306.84,450.91,415.8,401.87,313.56,260.12
Wheat,Basin and Range,Seed,USD/acre,,,10.8,9.15,9.52,8.96,9.94,10.83,10.82,11.37,11.7,13.72,21.74,16.92,13.66,16.14,18.9,19.62,19.48,18.66
Wheat,Basin and Range,Fertilizer,USD/acre,,,29.83,26.71,26.22,36.17,28.49,35.97,31.34,36.71,39.18,45.37,71.38,50.14,38.72,50.91,54.33,53.37,51.13,47.51
Wheat,Basin and Range,Chemicals,USD/acre,,,16.13,15.67,15.26,15.28,15.15,15.04,13.97,14.2,14.78,14.94,15.4,21.74,20.98,21.07,22.05,22.9,23.23,22.32
Wheat,Basin and Range,Custom operations,USD/acre,,,4.36,3.73,4.57,3.72,3.74,4.33,6.26,6.31,6.42,6.52,7.51,8.48,8.48,8.92,9.09,9.45,9.74,9.97
Wheat,Basin and Range,"Fuel, lube, and electricity",USD/acre,,,6.68,7.53,9.76,9.88,9.2,12.14,9.382,12.28,13.59,15.01,19.56,12.49,15.49,19.74,19.55,19.35,19.33,12.54
Wheat,Basin and Range,Repairs,USD/acre,,,13.19,13.21,14.17,14.36,14.49,15.36,12.57,13.11,13.38,13.83,14.45,23.4,24.15,24.74,25.48,25.73,26.15,26.18
Wheat,Basin and Range,Purchased irrigation water,USD/acre,,,1.12,1.08,1.12,1.14,1.14,1.26,0.75,0.77,0.81,0.85,0.85,0.73,0.75,0.77,0.78,0.81,0.84,0.87
Wheat,Basin and Range,Interest on operating capital,USD/acre,,,1.97,1.81,2.32,1.51,0.69,0.5,0.67,1.61,2.4,2.47,1.25,0.19,0.12,0.07,0.1,0.07,0.04,0.12
Wheat,Basin and Range,Total operating costs,USD/acre,,,84.08,78.89,82.94,91.02,82.84,95.43,85.762,96.36,102.26,112.71,152.14,134.09,122.35,142.36,150.28,151.3,149.94,138.17
Wheat,Basin and Range,Hired labor,USD/acre,,,5.02,5.16,5.51,5.77,5.86,6.27,3.94,4.06,4.21,4.36,4.51,3.66,3.68,3.74,3.89,3.96,4.04,4.18
Wheat,Basin and Range,Opportunity cost of unpaid labor,USD/acre,,,25.41,26.05,26.93,27.88,27.63,28.77,26.45,27.28,28.27,29.26,30.25,18.3,18.4,18.69,19.44,19.81,20.18,20.91
Wheat,Basin and Range,Capital recovery of machinery and equipment,USD/acre,,,64.1,64.08,68.85,69.87,70.49,74.5,55.28,59.03,62.1,65.18,71.32,84.05,87.08,92.38,97,99.77,103.47,105.87
Wheat,Basin and Range,Opportunity cost of land (rental rate),USD/acre,,,49.5,50.23,51.12,52.61,52.24,53.71,47.84,53.28,52.19,56.28,61.6,59.9,61.72,67.16,75.63,82.29,85.31,87.13
Wheat,Basin and Range,Taxes and insurance,USD/acre,,,7.06,7.12,7.28,7.35,7.33,7.39,6.9,8.3,8.73,10.13,11.43,7.81,8.08,8.5,8.67,8.75,9.88,10.51
Wheat,Basin and Range,General farm overhead,USD/acre,,,11.46,11.59,11.85,12.21,12.52,12.82,8.41,8.79,9.1,9.41,9.67,12.41,12.81,13.12,13.51,13.65,13.87,13.88
Wheat,Basin and Range,Total allocated overhead,USD/acre,,,162.55,164.23,171.54,175.69,176.07,183.46,148.82,160.74,164.6,174.62,188.78,186.13,191.77,203.59,218.14,228.23,236.75,242.48
Wheat,Basin and Range,Total costs listed,USD/acre,,,246.63,243.12,254.48,266.71,258.91,278.89,234.582,257.1,266.86,287.33,340.92,320.22,314.12,345.95,368.42,379.53,386.69,380.65
Wheat,Basin and Range,Value of production less total costs listed,USD/acre,,,-87.51,-87.814,-89.605,-109.312,-75.499,-75.1576,-31.112,-68.45,-65.302,10.79,58.92,-43.74,-7.28,104.96,47.38,22.34,-73.13,-120.53
Wheat,Basin and Range,Value of production less operating costs,USD/acre,,,75.04,76.416,81.935,66.378,100.571,108.3024,117.708,92.29,99.298,185.41,247.7,142.39,184.49,308.55,265.52,250.57,163.62,121.95
Wheat,Basin and Range,Yield,bu/acre,,,65,56.1,66.5,51.9,50.9,58.38,55.8,57,51.9,51.5,50.4,50,58.2,61.5,55.4,56.5,47.8,46.8
Wheat,Basin and Range,Price,USD/bu,,,2.44,2.76,2.47,3.02,3.59,3.48,3.6,3.26,3.82,5.72,7.85,5.48,5.23,7.28,7.44,7.05,6.49,5.49
Wheat,Basin and Range,Enterprise size,acres,,,527,527,527,527,527,527,858,858,858,858,858,838,838,838,838,838,838,838
Wheat,Basin and Range,Irrigated,percent,,,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
Wheat,Basin and Range,Dryland,percent,,,92,92,92,92,92,92,92,92,92,92,92,94,94,94,94,94,94,94
Wheat,Fruitful Rim,Primary output,USD/acre,,,169.442,176.648,184.15,189.21,207.328,203.9187,224.48,200.31,219.584,323.19,422.368,315.6,350.72,530.67,519.16,478.08,361.76,318.05
Wheat,Fruitful Rim,Secondary output,USD/acre,,,4.06,4.03,4.63,5.26,4.5,4.44,7.95,8.67,10.12,10.87,12.89,5.28,5.21,6.78,7.71,7.54,7.11,6.78
Wheat,Fruitful Rim,Total output,USD/acre,,,173.502,180.678,188.78,194.47,211.828,208.3587,232.43,208.98,229.704,334.06,435.258,320.88,355.93,537.45,526.87,485.62,368.87,324.83
Wheat,Fruitful Rim,Seed,USD/acre,,,12.33,10.73,10.91,10.48,13.97,12.42,9.24,9.71,9.99,11.71,18.56,16.63,13.43,15.86,18.58,19.29,19.15,18.34
Wheat,Fruitful Rim,Fertilizer,USD/acre,,,30.97,27.73,27.95,36.92,29.06,37,25.61,30,32.01,37.08,58.33,46.18,35.66,46.89,50.04,49.15,47.1,43.75
Wheat,Fruitful Rim,Chemicals,USD/acre,,,14.49,14.12,13.81,13.97,13.96,14.07,8.79,8.94,9.3,9.4,9.69,17.48,16.87,16.94,17.73,18.41,18.68,17.95
Wheat,Fruitful Rim,Custom operations,USD/acre,,,13.73,12.99,14.22,13.05,12.66,14.06,6.81,6.87,6.98,7.09,8.17,11.98,11.98,12.59,12.85,13.35,13.77,14.08
Wheat,Fruitful Rim,"Fuel, lube, and electricity",USD/acre,,,13.89,15.69,18.1,17.79,19.26,21.84,38.28,50.11,55.45,61.25,79.81,27.15,33.67,42.92,42.49,42.06,42.02,27.25
Wheat,Fruitful Rim,Repairs,USD/acre,,,14.41,14.31,15.31,15.74,15.85,15.83,18.01,18.78,19.17,19.81,20.7,31.19,32.18,32.98,33.97,34.3,34.86,34.89
Wheat,Fruitful Rim,Purchased irrigation water,USD/acre,,,6.04,5.91,6.19,6.31,6.29,7,2.7,2.78,2.93,3.06,3.06,6.82,7.04,7.17,7.31,7.52,7.82,8.16
Wheat,Fruitful Rim,Interest on operating capital,USD/acre,,,2.54,2.39,3.07,1.93,0.93,0.65,0.86,2.16,3.27,3.35,1.65,0.23,0.15,0.09,0.12,0.08,0.06,0.14
Wheat,Fruitful Rim,Total operating costs,USD/acre,,,108.4,103.87,109.56,116.19,111.98,122.87,110.3,129.35,139.1,152.75,199.97,157.66,150.98,175.44,183.09,184.16,183.46,164.56
Wheat,Fruitful Rim,Hired labor,USD/acre,,,6.56,6.68,7.11,7.43,7.71,8.34,7.05,7.27,7.53,7.8,8.06,8.68,8.73,8.86,9.22,9.4,9.57,9.92
Wheat,Fruitful Rim,Opportunity cost of unpaid labor,USD/acre,,,20.52,21.8,22.62,23.53,22.71,21.91,32.92,33.95,35.18,36.42,37.65,20.28,20.39,20.71,21.54,21.95,22.37,23.18
Wheat,Fruitful Rim,Capital recovery of machinery and equipment,USD/acre,,,63.31,62.72,67.15,69.14,69.67,69.23,72.67,77.6,81.64,85.68,93.75,96.26,99.73,105.8,111.09,114.27,118.5,121.25
Wheat,Fruitful Rim,Opportunity cost of land (rental rate),USD/acre,,,76.64,77.37,78.61,80.84,80.77,83.45,71.58,79.71,78.09,84.21,92.17,89.3,92.01,100.12,112.75,122.67,127.18,129.89
Wheat,Fruitful Rim,Taxes and insurance,USD/acre,,,5.86,5.96,6.09,6.17,6.11,5.99,6.88,8.28,8.71,10.11,11.4,8.42,8.71,9.16,9.35,9.44,10.66,11.33
Wheat,Fruitful Rim,General farm overhead,USD/acre,,,10.12,10.39,10.62,10.93,11.14,11.14,11.17,11.67,12.09,12.5,12.84,15.14,15.62,16.01,16.49,16.65,16.92,16.94
Wheat,Fruitful Rim,Total allocated overhead,USD/acre,,,183.01,184.92,192.2,198.04,198.11,200.06,202.27,218.48,223.24,236.72,255.87,238.08,245.19,260.66,280.44,294.38,305.2,312.51
Wheat,Fruitful Rim,Total costs listed,USD/acre,,,291.41,288.79,301.76,314.23,310.09,322.93,312.57,347.83,362.34,389.47,455.84,395.74,396.17,436.1,463.53,478.54,488.66,477.07
Wheat,Fruitful Rim,Value of production less total costs listed,USD/acre,,,-117.908,-108.112,-112.98,-119.76,-98.262,-114.5713,-80.14,-138.85,-132.636,-55.41,-20.582,-74.86,-40.25,101.35,63.34,7.08,-119.79,-152.24
Wheat,Fruitful Rim,Value of production less operating costs,USD/acre,,,65.102,76.808,79.22,78.28,99.848,85.4887,122.13,79.63,90.604,181.31,235.288,163.22,204.95,362.01,343.78,301.46,185.41,160.27
Wheat,Fruitful Rim,Yield,bu/acre,,,68.6,62.2,72.5,59.5,58.9,60.51,61,60.7,58.4,56.7,53.6,60,68.1,73.5,68.4,68.2,55.4,55.7
Wheat,Fruitful Rim,Price,USD/bu,,,2.47,2.84,2.54,3.18,3.52,3.37,3.68,3.3,3.76,5.7,7.88,5.26,5.15,7.22,7.59,7.01,6.53,5.71
Wheat,Fruitful Rim,Enterprise size,acres,,,359,359,359,359,359,359,584,584,584,584,584,807,807,807,807,807,807,807
Wheat,Fruitful Rim,Irrigated,percent,,,35,35,35,35,35,35,23,23,23,23,23,34,34,34,34,34,34,34
Wheat,Fruitful Rim,Dryland,percent,,,65,65,65,65,65,65,77,67,67,67,67,66,66,66,66,66,66,66
Wheat,Heartland,Primary output,USD/acre,,,125.97,120.692,129.8,136.71,138.6,196.6785,196.578,196.742,217.848,279.306,419.84,280.2,273.74,380.86,451.17,423.85,341.62,262.84
Wheat,Heartland,Secondary output,USD/acre,,,13.58,14.1,13.43,12.49,15.54,15.49,11.48,12.53,14.62,15.7,18.62,4.87,4.8,6.26,7.11,6.96,6.56,6.26
Wheat,Heartland,Total output,USD/acre,,,139.55,134.792,143.23,149.2,154.14,212.1685,208.058,209.272,232.468,295.006,438.46,285.07,278.54,387.12,458.28,430.81,348.18,269.1
Wheat,Heartland,Seed,USD/acre,,,13.25,10.84,10.31,10.65,10.81,12.78,15.93,16.74,17.22,20.19,32,27.06,21.85,25.81,30.23,31.39,31.15,29.85
Wheat,Heartland,Fertilizer,USD/acre,,,37.91,35.22,35.06,44.86,34.33,42.45,45.08,52.81,56.35,65.27,102.67,99.32,76.7,100.84,107.62,105.71,101.29,94.1
Wheat,Heartland,Chemicals,USD/acre,,,3.76,3.86,3.67,3.79,3.95,3.7,4.81,4.89,5.09,5.14,5.3,9.16,8.84,8.88,9.29,9.65,9.79,9.4
Wheat,Heartland,Custom operations,USD/acre,,,6.46,6.97,7.22,6.94,5.78,7.97,5.88,5.93,6.03,6.13,7.06,10.18,10.18,10.7,10.92,11.34,11.7,11.97
Wheat,Heartland,"Fuel, lube, and electricity",USD/acre,,,4.36,4.49,6.56,6.37,5.6,7.22,5.995,7.85,8.68,9.59,12.5,9.04,11.21,14.29,14.15,14,13.99,9.07
Wheat,Heartland,Repairs,USD/acre,,,7.19,8.16,8.31,8.54,8.4,8.76,8.89,9.27,9.46,9.78,10.22,13.78,14.22,14.57,15.01,15.15,15.4,15.41
Wheat,Heartland,Purchased irrigation water,USD/acre,,,0.5,0.5,0.55,0.57,0.55,0.6,0.52,0.54,0.56,0.59,0.59,0.44,0.45,0.46,0.47,0.49,0.5,0.53
Wheat,Heartland,Interest on operating capital,USD/acre,,,1.76,1.65,2.07,1.38,0.58,0.44,0.69,1.67,2.49,2.61,1.41,0.24,0.14,0.09,0.12,0.08,0.06,0.14
Wheat,Heartland,Total operating costs,USD/acre,,,75.19,71.69,73.75,83.1,70,83.92,87.795,99.7,105.88,119.3,171.75,169.22,143.59,175.64,187.81,187.81,183.88,170.47
Wheat,Heartland,Hired labor,USD/acre,,,1.3,1.29,1.4,1.45,1.53,1.61,1.02,1.05,1.09,1.13,1.17,1.51,1.52,1.54,1.6,1.63,1.67,1.73
Wheat,Heartland,Opportunity cost of unpaid labor,USD/acre,,,16.51,17.07,17.68,18.07,18.79,19.81,16.38,16.89,17.51,18.12,18.73,16.07,16.16,16.41,17.07,17.4,17.72,18.36
Wheat,Heartland,Capital recovery of machinery and equipment,USD/acre,,,38.6,43.83,44.66,46,45.12,47.26,44.49,47.51,49.98,52.45,57.4,56.83,58.88,62.46,65.59,67.46,69.96,71.58
Wheat,Heartland,Opportunity cost of land (rental rate),USD/acre,,,63.4,64.62,65.27,66.8,66.75,67.87,68.45,76.23,74.67,80.53,88.13,99.64,102.66,111.72,125.81,136.88,141.91,144.93
Wheat,Heartland,Taxes and insurance,USD/acre,,,3.26,3.2,3.36,3.42,3.39,3.49,4.99,6,6.32,7.33,8.26,6.11,6.32,6.65,6.78,6.85,7.73,8.22
Wheat,Heartland,General farm overhead,USD/acre,,,7.21,7.26,7.5,7.78,7.99,8.12,8.28,8.65,8.96,9.27,9.52,12.48,12.88,13.2,13.59,13.72,13.95,13.96
Wheat,Heartland,Total allocated overhead,USD/acre,,,130.28,137.27,139.87,143.52,143.57,148.16,143.61,156.33,158.53,168.83,183.21,192.64,198.42,211.98,230.44,243.94,252.94,258.78
Wheat,Heartland,Total costs listed,USD/acre,,,205.47,208.96,213.62,226.62,213.57,232.08,231.405,256.03,264.41,288.13,354.96,361.86,342.01,387.62,418.25,431.75,436.82,429.25
Wheat,Heartland,Value of production less total costs listed,USD/acre,,,-65.92,-74.168,-70.39,-77.42,-59.43,-19.9115,-23.347,-46.758,-31.942,6.876,83.5,-76.79,-63.48,-0.5,40.03,-0.94,-88.64,-160.15
Wheat,Heartland,Value of production less operating costs,USD/acre,,,64.36,63.102,69.48,66.1,84.14,128.2485,120.263,109.572,126.588,175.706,266.71,115.85,134.95,211.48,270.47,243,164.3,98.63
Wheat,Heartland,Yield,bu/acre,,,0,0,0,0,0,0,0,0,0,0,0,60,55.3,55.6,61.3,62.7,62,58.8
Wheat,Heartland,Price,USD/bu,,,51,57.2,59,55.8,45,63.65,60.3,61.1,62.6,53.1,64,4.67,4.95,6.85,7.36,6.76,5.51,4.47
Wheat,Heartland,Enterprise size,acres,,,2.47,2.11,2.2,2.45,3.08,3.09,3.26,3.22,3.48,5.26,6.56,101,101,101,101,101,101,101
Wheat,Heartland,Irrigated,percent,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Wheat,Heartland,Dryland,percent,,,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99
Wheat,Northern Crescent,Primary output,USD/acre,,,138.169,131.6,144.21,143.442,170.385,194.04,204.1104,222.918,221.776,343.116,392.43,292.02,353,442.1,530.66,472.64,353.58,379.87
Wheat,Northern Crescent,Secondary output,USD/acre,,,54.11,58.42,48.75,39.88,57.25,57.19,19.15,20.9,24.39,26.18,31.06,9.01,8.89,11.58,13.15,12.87,12.11,11.58
Wheat,Northern Crescent,Total output,USD/acre,,,192.279,190.02,192.96,183.322,227.635,251.23,223.2604,243.818,246.166,369.296,423.49,301.03,361.89,453.68,543.81,485.51,365.69,391.45
Wheat,Northern Crescent,Seed,USD/acre,,,13.32,10.01,9.15,10.1,10.78,12.67,20.08,21.1,21.71,25.46,40.34,31.61,25.53,30.15,35.31,36.66,36.39,34.87
Wheat,Northern Crescent,Fertilizer,USD/acre,,,33.69,32.56,32.38,41.51,32.23,40.36,46.88,54.92,58.6,67.87,106.77,89.6,69.2,90.97,97.09,95.37,91.38,84.89
Wheat,Northern Crescent,Chemicals,USD/acre,,,3.05,2.94,2.86,2.89,2.88,2.89,5.38,5.47,5.69,5.75,5.93,9.96,9.61,9.65,10.1,10.49,10.64,10.23
Wheat,Northern Crescent,Custom operations,USD/acre,,,10.92,11.61,12.68,11.67,10.63,12.46,10.68,10.77,10.95,11.13,12.82,9.9,9.9,10.41,10.62,11.03,11.38,11.64
Wheat,Northern Crescent,"Fuel, lube, and electricity",USD/acre,,,3.82,3.9,5.77,5.56,4.83,6.39,7.55,9.88,10.94,12.08,15.74,9.98,12.38,15.78,15.62,15.46,15.44,10.02
Wheat,Northern Crescent,Repairs,USD/acre,,,5.93,6.49,6.46,6.92,6.91,6.92,10.66,11.12,11.35,11.73,12.25,15.05,15.53,15.91,16.39,16.55,16.82,16.84
Wheat,Northern Crescent,Purchased irrigation water,USD/acre,,,1.99,1.97,2.05,2.13,2.13,2.19,0.75,0.77,0.81,0.85,0.85,1.17,1.21,1.23,1.25,1.29,1.34,1.4
Wheat,Northern Crescent,Interest on operating capital,USD/acre,,,1.74,1.64,2.06,1.36,0.59,0.44,0.8,1.94,2.89,3.02,1.62,0.24,0.14,0.09,0.12,0.08,0.06,0.14
Wheat,Northern Crescent,Total operating costs,USD/acre,,,74.46,71.12,73.41,82.14,70.98,84.32,102.78,115.97,122.94,137.89,196.32,167.51,143.5,174.19,186.5,186.93,183.45,170.03
Wheat,Northern Crescent,Hired labor,USD/acre,,,0.37,0.38,0.4,0.41,0.43,0.44,1.16,1.2,1.24,1.28,1.33,2.11,2.12,2.15,2.24,2.28,2.33,2.41
Wheat,Northern Crescent,Opportunity cost of unpaid labor,USD/acre,,,15.66,16.27,16.69,17.18,17.65,17.85,24.34,25.1,26.01,26.93,27.84,18.62,18.72,19.02,19.78,20.16,20.54,21.28
Wheat,Northern Crescent,Capital recovery of machinery and equipment,USD/acre,,,36.19,39.47,39.31,42.14,41.93,42.18,50.82,54.27,57.09,59.92,65.56,60.41,62.59,66.4,69.72,71.71,74.37,76.09
Wheat,Northern Crescent,Opportunity cost of land (rental rate),USD/acre,,,65.7,66.73,67.67,69.66,69.76,70.59,61.86,68.89,67.48,72.78,79.65,81.75,84.23,91.66,103.22,112.3,116.43,118.91
Wheat,Northern Crescent,Taxes and insurance,USD/acre,,,4.02,4.07,4.17,4.25,4.25,4.31,7.78,9.36,9.85,11.43,12.89,10.62,10.98,11.56,11.79,11.9,13.44,14.28
Wheat,Northern Crescent,General farm overhead,USD/acre,,,7.89,8,8.21,8.46,8.62,8.88,14.08,14.71,15.24,15.76,16.18,19.64,20.27,20.77,21.39,21.6,21.95,21.97
Wheat,Northern Crescent,Total allocated overhead,USD/acre,,,129.83,134.92,136.45,142.1,142.64,144.25,160.04,173.53,176.91,188.1,203.45,193.15,198.91,211.56,228.14,239.95,249.06,254.94
Wheat,Northern Crescent,Total costs listed,USD/acre,,,204.29,206.04,209.86,224.24,213.62,228.57,262.82,289.5,299.85,325.99,399.77,360.66,342.41,385.75,414.64,426.88,432.51,424.97
Wheat,Northern Crescent,Value of production less total costs listed,USD/acre,,,-12.011,-16.02,-16.9,-40.918,14.015,22.66,-39.5596,-45.682,-53.684,43.306,23.72,-59.63,19.48,67.93,129.17,58.63,-66.82,-33.53
Wheat,Northern Crescent,Value of production less operating costs,USD/acre,,,117.819,118.9,119.55,101.182,156.655,166.91,120.4804,127.848,123.226,231.406,227.17,133.52,218.39,279.49,357.31,298.58,182.24,221.42
Wheat,Northern Crescent,Yield,bu/acre,,,59.3,65.8,69,61.3,55.5,63,65.42,70.1,66.4,70.6,63.5,62,62.7,65.4,67.6,68.3,61.6,69.7
Wheat,Northern Crescent,Price,USD/bu,,,2.33,2,2.09,2.34,3.07,3.08,3.12,3.18,3.34,4.86,6.18,4.71,5.63,6.76,7.85,6.92,5.74,5.45
Wheat,Northern Crescent,Enterprise size,acres,,,45,45,45,45,45,45,87,87,87,87,87,74,74,74,74,74,74,74
Wheat,Northern Crescent,Irrigated,percent,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wheat,Northern Crescent,Dryland,percent,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Wheat,Northern Great Plains,Primary output,USD/acre,,,100.104,85.492,84,77.938,80.585,124.1975,141.44,129.766,138.61,221.408,337.016,236.5,234.97,281.95,305.86,294.27,278.43,212.52
Wheat,Northern Great Plains,Secondary output,USD/acre,,,1.74,1.42,1.67,1.85,2.39,2.07,2.38,2.6,3.03,3.25,3.86,2.66,2.62,3.42,3.88,3.8,3.58,3.42
Wheat,Northern Great Plains,Total output,USD/acre,,,101.844,86.912,85.67,79.788,82.975,126.2675,143.82,132.366,141.64,224.658,340.876,239.16,237.59,285.37,309.74,298.07,282.01,215.94
Wheat,Northern Great Plains,Seed,USD/acre,,,7.64,6.36,6.19,6.34,6.33,7.89,8.06,8.47,8.71,10.22,16.19,14.06,11.35,13.41,15.71,16.31,16.19,15.51
Wheat,Northern Great Plains,Fertilizer,USD/acre,,,14.78,13.46,13.91,19.66,14.4,19.74,19.41,22.74,24.26,28.1,44.21,39.12,30.21,39.72,42.39,41.64,39.9,37.06
Wheat,Northern Great Plains,Chemicals,USD/acre,,,10.61,10.28,10.15,10.14,10.09,10.02,14.26,14.5,15.08,15.25,15.72,20.64,19.92,20,20.93,21.74,22.05,21.19
Wheat,Northern Great Plains,Custom operations,USD/acre,,,4.04,3.82,4,3.77,3.13,4.68,6.8,6.86,6.97,7.08,8.16,8.32,8.32,8.75,8.92,9.27,9.56,9.78
Wheat,Northern Great Plains,"Fuel, lube, and electricity",USD/acre,,,4.25,4.16,6.06,6.03,5.22,7.02,6.28,8.22,9.1,10.05,13.09,9.12,11.31,14.42,14.27,14.13,14.11,9.15
Wheat,Northern Great Plains,Repairs,USD/acre,,,8.1,8.85,9.85,9.66,9.57,10.38,9.89,10.31,10.53,10.88,11.37,18.21,18.79,19.25,19.83,20.02,20.35,20.37
Wheat,Northern Great Plains,Purchased irrigation water,USD/acre,,,0.16,0.16,0.16,0.17,0.17,0.18,0.1,0.1,0.11,0.11,0.11,0.18,0.19,0.19,0.19,0.2,0.21,0.22
Wheat,Northern Great Plains,Interest on operating capital,USD/acre,,,1.19,1.11,1.45,0.94,0.41,0.32,1.1,1.21,1.8,1.83,0.9,0.16,0.1,0.06,0.08,0.06,0.04,0.1
Wheat,Northern Great Plains,Total operating costs,USD/acre,,,50.77,48.2,51.77,56.71,49.32,60.23,65.9,72.41,76.56,83.52,109.75,109.81,100.19,115.8,122.32,123.37,122.41,113.38
Wheat,Northern Great Plains,Hired labor,USD/acre,,,1.45,1.48,1.6,1.67,1.7,1.8,1.8,1.86,1.92,1.99,2.06,1.32,1.33,1.35,1.4,1.43,1.46,1.51
Wheat,Northern Great Plains,Opportunity cost of unpaid labor,USD/acre,,,10.77,11.18,11.6,11.82,12.12,12.62,13.94,14.38,14.9,15.42,15.94,13.53,13.6,13.82,14.37,14.65,14.92,15.46
Wheat,Northern Great Plains,Capital recovery of machinery and equipment,USD/acre,,,41.23,45.06,50.15,49.18,48.81,52.88,42.45,45.33,47.69,50.05,54.77,74.5,77.18,81.88,85.98,88.44,91.71,93.84
Wheat,Northern Great Plains,Opportunity cost of land (rental rate),USD/acre,,,35.09,35.76,36.26,37.17,37.16,37.71,35.5,39.53,38.73,41.76,45.71,39.66,40.86,44.47,50.08,54.48,56.49,57.69
Wheat,Northern Great Plains,Taxes and insurance,USD/acre,,,3.76,3.81,3.85,3.95,3.99,4.08,6.88,8.28,8.71,10.11,11.4,5.82,6.02,6.33,6.46,6.52,7.37,7.83
Wheat,Northern Great Plains,General farm overhead,USD/acre,,,6.32,6.42,6.49,6.76,6.97,7.16,9,9.4,9.74,10.07,10.34,9.45,9.75,9.99,10.29,10.39,10.56,10.57
Wheat,Northern Great Plains,Total allocated overhead,USD/acre,,,98.62,103.71,109.95,110.55,110.75,116.25,109.57,118.78,121.69,129.4,140.22,144.28,148.74,157.84,168.58,175.91,182.51,186.9
Wheat,Northern Great Plains,Total costs listed,USD/acre,,,149.39,151.91,161.72,167.26,160.07,176.48,175.47,191.19,198.25,212.92,249.97,254.09,248.93,273.64,290.9,299.28,304.92,300.28
Wheat,Northern Great Plains,Value of production less total costs listed,USD/acre,,,-47.546,-64.998,-76.05,-87.472,-77.095,-50.2125,-31.65,-58.824,-56.61,11.738,90.906,-14.93,-11.34,11.73,18.84,-1.21,-22.91,-84.34
Wheat,Northern Great Plains,Value of production less operating costs,USD/acre,,,51.074,38.712,33.9,23.078,33.655,66.0375,77.92,59.956,65.08,141.138,231.126,129.35,137.4,169.57,187.42,174.7,159.6,102.56
Wheat,Northern Great Plains,Yield,bu/acre,,,34.4,31.9,33.6,29.3,22.7,37.75,41.6,40.3,33.4,40.7,41.2,43,45.1,35.6,43.2,41.8,45.2,44
Wheat,Northern Great Plains,Price,USD/bu,,,2.91,2.68,2.5,2.66,3.55,3.29,3.4,3.22,4.15,5.44,8.18,5.5,5.21,7.92,7.08,7.04,6.16,4.83
Wheat,Northern Great Plains,Enterprise size,acres,,,527,527,527,527,527,527,618,618,618,618,618,741,741,741,741,741,741,741
Wheat,Northern Great Plains,Irrigated,percent,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Wheat,Northern Great Plains,Dryland,percent,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Wheat,Prairie Gateway,Primary output,USD/acre,,,103.74,81.88,70.965,82.863,65.49,100.2345,101.324,98.27,95.89,142.128,265.776,184.76,165.45,193.01,296.06,196.73,159.98,167.06
Wheat,Prairie Gateway,Secondary output,USD/acre,,,2.24,2.08,2.32,2.51,2.78,2.54,6.72,7.33,8.56,9.19,10.9,11.82,11.66,15.18,17.25,16.89,15.91,15.18
Wheat,Prairie Gateway,Total output,USD/acre,,,105.98,83.96,73.285,85.373,68.27,102.7745,108.044,105.6,104.45,151.318,276.676,196.58,177.11,208.19,313.31,213.62,175.89,182.24
Wheat,Prairie Gateway,Seed,USD/acre,,,5.13,4.39,3.92,4.43,4.53,5.25,5.42,5.7,5.86,6.87,10.89,10.72,8.66,10.23,11.98,12.43,12.34,11.82
Wheat,Prairie Gateway,Fertilizer,USD/acre,,,14.27,13.33,13.58,19.75,14.18,18.54,19.84,23.24,24.8,28.72,45.19,35.77,27.62,36.32,38.76,38.07,36.48,33.89
Wheat,Prairie Gateway,Chemicals,USD/acre,,,3.3,3.23,3.14,3.14,3.15,3.16,3.75,3.81,3.97,4.01,4.13,8.44,8.15,8.18,8.56,8.89,9.02,8.66
Wheat,Prairie Gateway,Custom operations,USD/acre,,,8.07,7.63,7.12,7.43,6.61,8.05,6.24,6.29,6.4,6.5,7.49,10.07,10.07,10.59,10.8,11.22,11.57,11.84
Wheat,Prairie Gateway,"Fuel, lube, and electricity",USD/acre,,,7.03,7.63,11.14,11.3,10.76,13.11,15.258,19.97,22.1,24.41,31.81,13.52,16.77,21.37,21.16,20.94,20.92,13.57
