# File: Water_footprint_m3.csv
# Title: Average annual water consumption
# Units: m3
# Author: moirai
# Description: crop average annual water volume consumed (m^3) for sage land cells in country X glu
# Original source: water footprint network; country raster; new glu raster
# Source: https://github.com/JGCRI/moirai
# Column types: ciccn 
# ----------
iso,glu_code,SAGE_crop,water_type,value
ind,140,Rice,blue,6865935360
ind,140,Rice,green,14592669696
ind,140,Rice,gray,2180557312
ind,140,Rice,total,23639187456
ind,140,Sorghum,blue,383823072
ind,140,Sorghum,green,18039521280
ind,140,Sorghum,gray,735820928
ind,140,Sorghum,total,19159148544
ind,140,Soybean,blue,49818776
ind,140,Soybean,green,924841344
ind,140,Soybean,gray,27998316
ind,140,Soybean,total,1002658048
ind,140,Sugarcane,blue,6287051776
ind,140,Sugarcane,green,5010493440
ind,140,Sugarcane,gray,689629184
ind,140,Sugarcane,total,11987178496
ind,140,Sunflower,blue,341268864
ind,140,Sunflower,green,5361668608
ind,140,Sunflower,gray,239372880
ind,140,Sunflower,total,5942317056
ind,140,Wheat,blue,2308320000
ind,140,Wheat,green,926746048
ind,140,Wheat,gray,352331584
ind,140,Wheat,total,3587400960
ind,145,Cassava,green,130663552
ind,145,Cassava,gray,16172626
ind,145,Cassava,total,146836128
ind,145,Coconuts,green,1165839488
ind,145,Coconuts,gray,24558538
ind,145,Coconuts,total,1190398336
ind,145,Coffee,green,23690124
ind,145,Coffee,gray,1487776
ind,145,Coffee,total,25177902
ind,145,Cotton,blue,8406141
ind,145,Cotton,green,131912528
ind,145,Cotton,gray,20555784
ind,145,Cotton,total,160874416
ind,145,Groundnut,blue,123899176
ind,145,Groundnut,green,2654224128
ind,145,Groundnut,gray,114735336
ind,145,Groundnut,total,2892858624
ind,145,Maize,blue,27721130
ind,145,Maize,green,114061864
ind,145,Maize,gray,8564556
ind,145,Maize,total,150347600
ind,145,Millet,blue,23567342
ind,145,Millet,green,948992896
ind,145,Millet,gray,50225796
ind,145,Millet,total,1022785856
ind,145,Potatoes,blue,9457128
ind,145,Potatoes,green,20156728
ind,145,Potatoes,gray,3131393
ind,145,Potatoes,total,32745228
ind,145,Rapeseed,green,3210166
ind,145,Rapeseed,gray,346001
ind,145,Rapeseed,total,3556169
ind,145,Rice,blue,2253892352
ind,145,Rice,green,3258218752
ind,145,Rice,gray,706536256
ind,145,Rice,total,6218644992
ind,145,Sorghum,blue,12672037
ind,145,Sorghum,green,288169824
ind,145,Sorghum,gray,10921852
ind,145,Sorghum,total,311763616
ind,145,Sugarcane,blue,1705433984
ind,145,Sugarcane,green,1373774080
ind,145,Sugarcane,gray,208349456
ind,145,Sugarcane,total,3287557376
ind,145,Sunflower,blue,1894501
ind,145,Sunflower,green,54513508
ind,145,Sunflower,gray,2422536
ind,145,Sunflower,total,58830560
ind,147,Cassava,green,21169318
ind,147,Cassava,gray,2666913
ind,147,Cassava,total,23836246
ind,147,Coconuts,green,301540864
ind,147,Coconuts,gray,6964802
ind,147,Coconuts,total,308505536
ind,147,Cotton,blue,28327964
ind,147,Cotton,green,359543776
ind,147,Cotton,gray,50042732
ind,147,Cotton,total,437913984
ind,147,Groundnut,blue,175729600
ind,147,Groundnut,green,4404715520
ind,147,Groundnut,gray,201035776
ind,147,Groundnut,total,4781485056
ind,147,Maize,blue,12695502
ind,147,Maize,green,97009696
ind,147,Maize,gray,8044706
ind,147,Maize,total,117749824
ind,147,Millet,blue,7415425
ind,147,Millet,green,503366336
ind,147,Millet,gray,27811826
ind,147,Millet,total,538593472
ind,147,Potatoes,blue,6005458
ind,147,Potatoes,green,14442288
ind,147,Potatoes,gray,2420666
ind,147,Potatoes,total,22868388
ind,147,Rapeseed,green,4222264
ind,147,Rapeseed,gray,456870
ind,147,Rapeseed,total,4679132
ind,147,Rice,blue,1407260160
ind,147,Rice,green,2794521600
ind,147,Rice,gray,434230944
ind,147,Rice,total,4636012032
ind,147,Sorghum,blue,1233578
ind,147,Sorghum,green,317861536
ind,147,Sorghum,gray,17241202
ind,147,Sorghum,total,336336544
ind,147,Sugarcane,blue,129878664
ind,147,Sugarcane,green,95470752
ind,147,Sugarcane,gray,14377885
ind,147,Sugarcane,total,239727392
ind,147,Sunflower,blue,32012278
ind,147,Sunflower,green,611647232
ind,147,Sunflower,gray,28133426
ind,147,Sunflower,total,671793152
ind,147,Wheat,blue,222069
ind,147,Wheat,green,302603
ind,147,Wheat,gray,122975
ind,147,Wheat,total,647646
ind,153,Cassava,green,230349600
ind,153,Cassava,gray,23275090
ind,153,Cassava,total,253624976
ind,153,Coconuts,green,2746216704
ind,153,Coconuts,gray,51184244
ind,153,Coconuts,total,2797402112
ind,153,Coffee,green,2517088512
ind,153,Coffee,gray,134505088
ind,153,Coffee,total,2651594752
ind,153,Cotton,blue,50175684
ind,153,Cotton,green,843034432
ind,153,Cotton,gray,101227792
ind,153,Cotton,total,994438400
ind,153,Groundnut,blue,153566144
ind,153,Groundnut,green,1749180032
ind,153,Groundnut,gray,70234488
ind,153,Groundnut,total,1972979968
ind,153,Maize,blue,68889464
ind,153,Maize,green,552104704
ind,153,Maize,gray,40301684
ind,153,Maize,total,661295808
ind,153,Millet,blue,37210248
ind,153,Millet,green,2569098752
ind,153,Millet,gray,129145360
ind,153,Millet,total,2735455488
ind,153,Potatoes,blue,18663044
ind,153,Potatoes,green,45890864
ind,153,Potatoes,gray,6701648
ind,153,Potatoes,total,71255568
ind,153,Rapeseed,green,5695083
ind,153,Rapeseed,gray,616690
ind,153,Rapeseed,total,6311772
ind,153,Rice,blue,2982446336
ind,153,Rice,green,3288058880
ind,153,Rice,gray,641792448
ind,153,Rice,total,6912305152
ind,153,Sorghum,blue,44652080
ind,153,Sorghum,green,1134200320
ind,153,Sorghum,gray,41035892
ind,153,Sorghum,total,1219887360
ind,153,Sugarcane,blue,1739128320
ind,153,Sugarcane,green,1695305856
ind,153,Sugarcane,gray,214226832
ind,153,Sugarcane,total,3648659968
ind,153,Sunflower,blue,6737910
ind,153,Sunflower,green,213723232
ind,153,Sunflower,gray,8382429
ind,153,Sunflower,total,228843872
ind,153,Wheat,blue,489
ind,153,Wheat,green,57817
ind,153,Wheat,gray,19480
ind,153,Wheat,total,77785
ind,155,Cassava,green,639110656
ind,155,Cassava,gray,50249992
ind,155,Cassava,total,689360832
ind,155,Coconuts,green,7996953088
ind,155,Coconuts,gray,119699088
ind,155,Coconuts,total,8116653056
ind,155,Coffee,green,432547488
ind,155,Coffee,gray,21216876
ind,155,Coffee,total,453764384
ind,155,Cotton,blue,13935466
ind,155,Cotton,green,132016968
ind,155,Cotton,gray,20528010
ind,155,Cotton,total,166480432
ind,155,Groundnut,blue,48626976
ind,155,Groundnut,green,428398976
ind,155,Groundnut,gray,18023566
ind,155,Groundnut,total,495049440
ind,155,Maize,blue,19288752
ind,155,Maize,green,416977024
ind,155,Maize,gray,29296726
ind,155,Maize,total,465562464
ind,155,Millet,blue,10656700
ind,155,Millet,green,164250464
ind,155,Millet,gray,9880502
ind,155,Millet,total,184787664
ind,155,Potatoes,blue,2889481
ind,155,Potatoes,green,12214233
ind,155,Potatoes,gray,1512470
ind,155,Potatoes,total,16616181
ind,155,Rice,blue,3646402560
ind,155,Rice,green,3038700032
ind,155,Rice,gray,720631808
ind,155,Rice,total,7405732352
ind,155,Sorghum,blue,13907448
ind,155,Sorghum,green,330861504
ind,155,Sorghum,gray,12051244
ind,155,Sorghum,total,356820192
ind,155,Sugarcane,blue,614228096
ind,155,Sugarcane,green,469498656
ind,155,Sugarcane,gray,67330744
ind,155,Sugarcane,total,1151057152
ind,155,Sunflower,blue,1919991
ind,155,Sunflower,green,18527434
ind,155,Sunflower,gray,752429
ind,155,Sunflower,total,21199856
ind,235,Barley,blue,203531
ind,235,Barley,green,1922689
ind,235,Barley,gray,97144
ind,235,Barley,total,2223363
ind,235,Coconuts,green,24171986
ind,235,Coconuts,gray,538365
ind,235,Coconuts,total,24710320
ind,235,Cotton,blue,514800928
ind,235,Cotton,green,3054458368
ind,235,Cotton,gray,425280032
ind,235,Cotton,total,3994537728
ind,235,Groundnut,blue,21050062
ind,235,Groundnut,green,126981488
ind,235,Groundnut,gray,16343223
ind,235,Groundnut,total,164374944
ind,235,Maize,blue,21073576
ind,235,Maize,green,1316284672
ind,235,Maize,gray,127555360
ind,235,Maize,total,1464913920
ind,235,Millet,blue,194580
ind,235,Millet,green,142877536
ind,235,Millet,gray,9212328
ind,235,Millet,total,152284464
ind,235,Potatoes,blue,16761575
ind,235,Potatoes,green,48691552
ind,235,Potatoes,gray,8518691
ind,235,Potatoes,total,73971824
ind,235,Rapeseed,blue,6469289
ind,235,Rapeseed,green,120010520
ind,235,Rapeseed,gray,10983025
ind,235,Rapeseed,total,137462832
ind,235,Rice,blue,205516064
ind,235,Rice,green,2071194752
ind,235,Rice,gray,320232320
ind,235,Rice,total,2596943104
ind,235,Sorghum,blue,4165683
ind,235,Sorghum,green,1199661952
ind,235,Sorghum,gray,52620804
ind,235,Sorghum,total,1256449024
ind,235,Soybean,blue,16530357
ind,235,Soybean,green,5477350400
ind,235,Soybean,gray,191758800
ind,235,Soybean,total,5685645312
ind,235,Sugarcane,blue,526394080
ind,235,Sugarcane,green,454767200
ind,235,Sugarcane,gray,58876068
ind,235,Sugarcane,total,1040036800
ind,235,Sunflower,blue,403739
ind,235,Sunflower,green,2386381
ind,235,Sunflower,gray,129529
ind,235,Sunflower,total,2919649
ind,235,Wheat,blue,5683125760
ind,235,Wheat,green,2121390848
ind,235,Wheat,gray,665023936
ind,235,Wheat,total,8469537792
irl,24,Barley,green,339394912
irl,24,Barley,gray,97075096
irl,24,Barley,total,436470144
irl,24,Potatoes,blue,370183
irl,24,Potatoes,green,50753540
irl,24,Potatoes,gray,11701515
irl,24,Potatoes,total,62825256
irl,24,Rapeseed,green,10684790
irl,24,Rapeseed,gray,2193989
irl,24,Rapeseed,total,12878778
irl,24,Wheat,green,319483616
irl,24,Wheat,gray,62232196
irl,24,Wheat,total,380766464
irn,52,Barley,blue,27461984
irn,52,Barley,green,369409152
irn,52,Barley,gray,85452096
irn,52,Barley,total,482323008
irn,52,Cotton,blue,881045376
irn,52,Cotton,green,38937416
irn,52,Cotton,gray,82192616
irn,52,Cotton,total,1002175424
irn,52,Groundnut,green,171159
irn,52,Groundnut,gray,327109
irn,52,Groundnut,total,498267
irn,52,Maize,blue,74485080
irn,52,Maize,green,29142112
irn,52,Maize,gray,47234128
irn,52,Maize,total,150861360
irn,52,Millet,green,2567137
irn,52,Millet,gray,447232
irn,52,Millet,total,3014368
irn,52,Olives,blue,6871095
irn,52,Olives,green,2928920
irn,52,Olives,gray,2611188
irn,52,Olives,total,12411202
irn,52,Potatoes,blue,87411400
irn,52,Potatoes,green,10523115
irn,52,Potatoes,gray,13772837
irn,52,Potatoes,total,111707368
irn,52,Rice,blue,1454766464
irn,52,Rice,green,157570192
irn,52,Rice,gray,213256032
irn,52,Rice,total,1825592064
irn,52,Soybean,blue,34202336
irn,52,Soybean,green,10495915
irn,52,Soybean,gray,1702592
irn,52,Soybean,total,46400856
irn,52,Sugarcane,green,14148805
irn,52,Sugarcane,gray,5491998
irn,52,Sugarcane,total,19640786
irn,52,Sunflower,green,16243196
irn,52,Sunflower,gray,22090348
irn,52,Sunflower,total,38333544
irn,52,Wheat,blue,1272579712
irn,52,Wheat,green,2077424768
irn,52,Wheat,gray,319974432
irn,52,Wheat,total,3669978880
irn,72,Barley,blue,576963
irn,72,Barley,green,433763264
irn,72,Barley,gray,126708912
irn,72,Barley,total,561049472
irn,72,Cotton,blue,87436816
irn,72,Cotton,green,14260524
irn,72,Cotton,gray,9997541
irn,72,Cotton,total,111694880
irn,72,Groundnut,blue,23624
irn,72,Groundnut,green,636033
irn,72,Groundnut,gray,819708
irn,72,Groundnut,total,1479365
irn,72,Maize,blue,111268136
irn,72,Maize,green,97301768
irn,72,Maize,gray,109396064
irn,72,Maize,total,317966688
irn,72,Millet,green,10505600
irn,72,Millet,gray,1381653
irn,72,Millet,total,11887258
irn,72,Olives,blue,9748142
irn,72,Olives,green,9419390
irn,72,Olives,gray,6307770
irn,72,Olives,total,25475296
irn,72,Potatoes,blue,183666144
irn,72,Potatoes,green,54223476
irn,72,Potatoes,gray,37310688
irn,72,Potatoes,total,275200416
irn,72,Rice,blue,826617472
irn,72,Rice,green,203064704
irn,72,Rice,gray,191720528
irn,72,Rice,total,1221403520
irn,72,Soybean,blue,54959020
irn,72,Soybean,green,40011432
irn,72,Soybean,gray,4178403
irn,72,Soybean,total,99148848
irn,72,Sugarcane,green,48374556
irn,72,Sugarcane,gray,13667593
irn,72,Sugarcane,total,62042204
irn,72,Sunflower,green,51919412
irn,72,Sunflower,gray,54860116
irn,72,Sunflower,total,106779384
irn,72,Wheat,blue,766124608
irn,72,Wheat,green,5498353152
irn,72,Wheat,gray,727859968
irn,72,Wheat,total,6992331776
irn,82,Barley,blue,82622976
irn,82,Barley,green,788207552
irn,82,Barley,gray,160990816
irn,82,Barley,total,1031822272
irn,82,Cotton,blue,707548928
irn,82,Cotton,green,45537552
irn,82,Cotton,gray,60702036
irn,82,Cotton,total,813788480
irn,82,Groundnut,green,414259
irn,82,Groundnut,gray,716092
irn,82,Groundnut,total,1130352
irn,82,Maize,blue,269396544
irn,82,Maize,green,77048872
irn,82,Maize,gray,123657592
irn,82,Maize,total,470103808
irn,82,Millet,green,6196078
irn,82,Millet,gray,1076641
irn,82,Millet,total,7272720
irn,82,Olives,blue,47645776
irn,82,Olives,green,18857932
irn,82,Olives,gray,15095932
irn,82,Olives,total,81599616
irn,82,Potatoes,blue,529870080
irn,82,Potatoes,green,54546076
irn,82,Potatoes,gray,64010120
irn,82,Potatoes,total,648425856
irn,82,Rice,blue,689063616
irn,82,Rice,green,73090760
irn,82,Rice,gray,64602896
irn,82,Rice,total,826757056
irn,82,Soybean,blue,122203800
irn,82,Soybean,green,24190272
irn,82,Soybean,gray,3860756
irn,82,Soybean,total,150254896
irn,82,Sugarcane,green,34383240
irn,82,Sugarcane,gray,11635212
irn,82,Sugarcane,total,46018468
irn,82,Sunflower,green,37854924
irn,82,Sunflower,gray,48447180
irn,82,Sunflower,total,86302136
irn,82,Wheat,blue,3690953984
irn,82,Wheat,green,4925029888
irn,82,Wheat,gray,650021632
irn,82,Wheat,total,9266006016
irn,84,Barley,blue,71676424
irn,84,Barley,green,1462250368
irn,84,Barley,gray,211364080
irn,84,Barley,total,1745289472
irn,84,Cotton,blue,17800856
irn,84,Cotton,green,1044672
irn,84,Cotton,gray,1064260
irn,84,Cotton,total,19909780
irn,84,Groundnut,green,497609
irn,84,Groundnut,gray,844153
irn,84,Groundnut,total,1341760
irn,84,Maize,blue,261346416
irn,84,Maize,green,79654600
irn,84,Maize,gray,112528872
irn,84,Maize,total,453530944
irn,84,Millet,green,7873185
irn,84,Millet,gray,1245975
irn,84,Millet,total,9119162
irn,84,Olives,blue,27019974
irn,84,Olives,green,9558760
irn,84,Olives,gray,6361933
irn,84,Olives,total,42940640
irn,84,Potatoes,blue,131718400
irn,84,Potatoes,green,13794403
irn,84,Potatoes,gray,14117461
irn,84,Potatoes,total,159630240
irn,84,Rice,blue,1162899840
irn,84,Rice,green,62847952
irn,84,Rice,gray,91633232
irn,84,Rice,total,1317380480
irn,84,Soybean,blue,116177576
irn,84,Soybean,green,31526154
irn,84,Soybean,gray,4378815
irn,84,Soybean,total,152082560
irn,84,Sugarcane,green,49991648
irn,84,Sugarcane,gray,14438282
irn,84,Sugarcane,total,64429872
irn,84,Sunflower,green,46265592
irn,84,Sunflower,gray,57628192
irn,84,Sunflower,total,103893688
irn,84,Wheat,blue,3873941760
irn,84,Wheat,green,9034665984
irn,84,Wheat,gray,923263616
irn,84,Wheat,total,13831877632
irn,88,Barley,blue,42775752
irn,88,Barley,green,307217120
irn,88,Barley,gray,40735452
irn,88,Barley,total,390728672
irn,88,Cotton,blue,69348096
irn,88,Cotton,green,1334465
irn,88,Cotton,gray,3697181
irn,88,Cotton,total,74379736
irn,88,Groundnut,green,147029
irn,88,Groundnut,gray,304188
irn,88,Groundnut,total,451217
irn,88,Maize,blue,83213888
irn,88,Maize,green,24088144
irn,88,Maize,gray,37980188
irn,88,Maize,total,145282592
irn,88,Millet,green,1189344
irn,88,Millet,gray,217288
irn,88,Millet,total,1406633
irn,88,Olives,blue,13832527
irn,88,Olives,green,4222294
irn,88,Olives,gray,3201697
irn,88,Olives,total,21256528
irn,88,Potatoes,blue,24450560
irn,88,Potatoes,green,2097965
irn,88,Potatoes,gray,2705387
irn,88,Potatoes,total,29253904
irn,88,Rice,blue,391417184
irn,88,Rice,green,21995036
irn,88,Rice,gray,30567702
irn,88,Rice,total,443979968
irn,88,Soybean,blue,36253804
irn,88,Soybean,green,9066643
irn,88,Soybean,gray,1486139
irn,88,Soybean,total,46806576
irn,88,Sugarcane,green,12778717
irn,88,Sugarcane,gray,4545639
irn,88,Sugarcane,total,17324356
irn,88,Sunflower,green,13771539
irn,88,Sunflower,gray,19650476
irn,88,Sunflower,total,33422022
irn,88,Wheat,blue,1276990848
irn,88,Wheat,green,1801340416
irn,88,Wheat,gray,213725376
irn,88,Wheat,total,3292059136
irn,90,Barley,blue,447596
irn,90,Barley,green,7567489
irn,90,Barley,gray,1558933
irn,90,Barley,total,9574017
irn,90,Cotton,blue,2704634
irn,90,Cotton,green,33828
irn,90,Cotton,gray,201089
irn,90,Cotton,total,2939550
irn,90,Groundnut,green,18425
irn,90,Groundnut,gray,27878
irn,90,Groundnut,total,46303
irn,90,Maize,blue,345608
irn,90,Maize,green,2089301
irn,90,Maize,gray,2294098
irn,90,Maize,total,4729008
irn,90,Millet,green,428800
irn,90,Millet,gray,62225
irn,90,Millet,total,491025
irn,90,Olives,blue,34659
irn,90,Olives,green,9105
irn,90,Olives,gray,9572
irn,90,Olives,total,53336
irn,90,Potatoes,blue,204927
irn,90,Potatoes,green,123921
irn,90,Potatoes,gray,155103
irn,90,Potatoes,total,483951
irn,90,Rice,green,17481
irn,90,Rice,gray,15237
irn,90,Rice,total,32717
irn,90,Soybean,blue,114037
irn,90,Soybean,green,1367703
irn,90,Soybean,gray,137968
irn,90,Soybean,total,1619707
irn,90,Sugarcane,green,1490479
irn,90,Sugarcane,gray,421390
irn,90,Sugarcane,total,1911869
irn,90,Sunflower,green,1647411
irn,90,Sunflower,gray,1953434
irn,90,Sunflower,total,3600846
irn,90,Wheat,blue,6446536
irn,90,Wheat,green,30717800
irn,90,Wheat,gray,5677651
irn,90,Wheat,total,42841984
irn,97,Barley,blue,62990
irn,97,Barley,green,254708
irn,97,Barley,gray,51240
irn,97,Barley,total,368938
irn,97,Groundnut,green,1089
irn,97,Groundnut,gray,2337
irn,97,Groundnut,total,3426
irn,97,Maize,blue,514424
irn,97,Maize,green,170463
irn,97,Maize,gray,289621
irn,97,Maize,total,974508
irn,97,Olives,blue,75130
irn,97,Olives,green,18429
irn,97,Olives,gray,18004
irn,97,Olives,total,111563
irn,97,Potatoes,blue,1020250
irn,97,Potatoes,green,102862
irn,97,Potatoes,gray,142630
irn,97,Potatoes,total,1265742
irn,97,Rice,blue,1535801
irn,97,Rice,green,93919
irn,97,Rice,gray,150123
irn,97,Rice,total,1779843
irn,97,Soybean,blue,234865
irn,97,Soybean,green,70103
irn,97,Soybean,gray,11855
irn,97,Soybean,total,316823
irn,97,Sugarcane,green,114398
irn,97,Sugarcane,gray,51047
irn,97,Sugarcane,total,165446
irn,97,Sunflower,green,104125
irn,97,Sunflower,gray,154652
irn,97,Sunflower,total,258777
irn,97,Wheat,blue,4530416
irn,97,Wheat,green,5436091
irn,97,Wheat,gray,1016935
irn,97,Wheat,total,10983442
irn,102,Groundnut,green,4607
irn,102,Groundnut,gray,5850
irn,102,Groundnut,total,10457
irn,102,Maize,blue,443463
irn,102,Maize,green,572895
irn,102,Maize,gray,561777
irn,102,Maize,total,1578136
irn,102,Millet,green,21117
irn,102,Millet,gray,5330
irn,102,Millet,total,26447
irn,102,Olives,blue,256326
irn,102,Olives,green,120769
irn,102,Olives,gray,77325
irn,102,Olives,total,454420
irn,102,Soybean,blue,203661
irn,102,Soybean,green,334454
irn,102,Soybean,gray,27527
irn,102,Soybean,total,565642
irn,102,Sugarcane,green,385818
irn,102,Sugarcane,gray,105233
irn,102,Sugarcane,total,491050
irn,102,Sunflower,green,379134
irn,102,Sunflower,gray,378818
irn,102,Sunflower,total,757952
irn,104,Groundnut,green,725
irn,104,Groundnut,gray,1701
irn,104,Groundnut,total,2427
irn,104,Maize,blue,20
irn,104,Maize,green,108187
irn,104,Maize,gray,139538
irn,104,Maize,total,247745
irn,104,Millet,green,29638
irn,104,Millet,gray,5469
irn,104,Millet,total,35107
irn,104,Soybean,green,60064
irn,104,Soybean,gray,8706
irn,104,Soybean,total,68769
irn,104,Sugarcane,green,56197
irn,104,Sugarcane,gray,26928
irn,104,Sugarcane,total,83124
irn,104,Sunflower,green,78407
irn,104,Sunflower,gray,122382
irn,104,Sunflower,total,200789
irq,84,Barley,blue,3406295296
irq,84,Barley,green,2685449728
irq,84,Barley,gray,134150208
irq,84,Barley,total,6225890816
irq,84,Cotton,blue,260621216
irq,84,Cotton,green,33451350
irq,84,Cotton,gray,112997072
irq,84,Cotton,total,407069632
irq,84,Groundnut,green,796122
irq,84,Groundnut,gray,978059
irq,84,Groundnut,total,1774181
irq,84,Maize,blue,376652128
irq,84,Maize,green,121905200
irq,84,Maize,gray,294328256
irq,84,Maize,total,792885760
irq,84,Millet,green,10156138
irq,84,Millet,gray,443135
irq,84,Millet,total,10599266
irq,84,Olives,blue,23061598
irq,84,Olives,green,5746786
irq,84,Olives,gray,3447141
irq,84,Olives,total,32255522
irq,84,Potatoes,blue,139089904
irq,84,Potatoes,green,56526480
irq,84,Potatoes,gray,98513680
irq,84,Potatoes,total,294130208
irq,84,Rice,blue,1368206592
irq,84,Rice,green,53315080
irq,84,Rice,gray,316968576
irq,84,Rice,total,1738491008
irq,84,Sorghum,green,10437700
irq,84,Sorghum,gray,429021
irq,84,Sorghum,total,10866721
irq,84,Soybean,green,952838
irq,84,Soybean,gray,571465
irq,84,Soybean,total,1524303
irq,84,Sugarcane,green,21299676
irq,84,Sugarcane,gray,10918804
irq,84,Sugarcane,total,32218496
irq,84,Sunflower,blue,417376544
irq,84,Sunflower,green,39701380
irq,84,Sunflower,gray,81860704
irq,84,Sunflower,total,538938752
irq,84,Wheat,blue,4109842688
irq,84,Wheat,green,4232207360
irq,84,Wheat,gray,293829152
irq,84,Wheat,total,8635886592
isl,11,Potatoes,green,1775313
isl,11,Potatoes,gray,1710698
isl,11,Potatoes,total,3486011
isr,75,Barley,green,14129418
isr,75,Barley,gray,3219912
isr,75,Barley,total,17349332
isr,75,Cotton,blue,60436976
isr,75,Cotton,green,15504491
isr,75,Cotton,gray,26850204
isr,75,Cotton,total,102791680
isr,75,Groundnut,blue,14975618
isr,75,Groundnut,green,1632416
isr,75,Groundnut,gray,4336492
isr,75,Groundnut,total,20944520
isr,75,Maize,blue,25640898
isr,75,Maize,green,4901813
isr,75,Maize,gray,9223421
isr,75,Maize,total,39766120
isr,75,Olives,blue,22393368
isr,75,Olives,green,46410836
isr,75,Olives,gray,5234552
isr,75,Olives,total,74038752
isr,75,Potatoes,blue,35811912
isr,75,Potatoes,green,13658137
isr,75,Potatoes,gray,17872252
isr,75,Potatoes,total,67342304
isr,75,Sorghum,green,3898461
isr,75,Sorghum,total,3898461
isr,75,Sunflower,blue,38397096
isr,75,Sunflower,green,6381425
isr,75,Sunflower,gray,3024213
isr,75,Sunflower,total,47802724
isr,75,Wheat,blue,2473122
isr,75,Wheat,green,203170144
isr,75,Wheat,gray,39853928
isr,75,Wheat,total,245497184
isr,95,Barley,green,6712751
isr,95,Barley,gray,1434521
isr,95,Barley,total,8147272
isr,95,Cotton,blue,22483442
isr,95,Cotton,green,8061021
isr,95,Cotton,gray,11691838
isr,95,Cotton,total,42236304
isr,95,Groundnut,blue,3409826
isr,95,Groundnut,green,466891
isr,95,Groundnut,gray,964582
isr,95,Groundnut,total,4841299
isr,95,Maize,blue,6727021
isr,95,Maize,green,1345978
isr,95,Maize,gray,2353710
isr,95,Maize,total,10426709
isr,95,Olives,blue,9003437
isr,95,Olives,green,23721766
isr,95,Olives,gray,2324193
isr,95,Olives,total,35049396
isr,95,Potatoes,blue,7608070
isr,95,Potatoes,green,4691159
isr,95,Potatoes,gray,4935410
isr,95,Potatoes,total,17234640
isr,95,Sorghum,green,2488273
isr,95,Sorghum,total,2488273
isr,95,Sunflower,blue,9498471
isr,95,Sunflower,green,1775041
isr,95,Sunflower,gray,737680
isr,95,Sunflower,total,12011195
isr,95,Wheat,blue,881219
isr,95,Wheat,green,92996832
isr,95,Wheat,gray,17736510
isr,95,Wheat,total,111614584
isr,98,Olives,blue,14072
isr,98,Olives,green,10734
isr,98,Olives,gray,1925
isr,98,Olives,total,26731
isr,98,Sorghum,green,964
isr,98,Sorghum,total,964
isr,98,Wheat,blue,93
isr,98,Wheat,green,41039
isr,98,Wheat,gray,14747
isr,98,Wheat,total,55879
ita,50,Barley,green,271155936
ita,50,Barley,gray,58854504
ita,50,Barley,total,330010560
ita,50,Maize,blue,206882208
ita,50,Maize,green,1051446464
ita,50,Maize,gray,402992224
ita,50,Maize,total,1661320704
ita,50,Olives,blue,166917552
ita,50,Olives,green,1799520384
ita,50,Olives,gray,3367111
ita,50,Olives,total,1969805056
ita,50,Potatoes,blue,25617998
ita,50,Potatoes,green,68955528
ita,50,Potatoes,gray,20858986
ita,50,Potatoes,total,115432584
ita,50,Rapeseed,green,15523700
ita,50,Rapeseed,gray,40365
ita,50,Rapeseed,total,15564067
ita,50,Rice,blue,25115038
ita,50,Rice,green,23264618
ita,50,Rice,total,48379628
ita,50,Sorghum,green,30859544
ita,50,Sorghum,gray,11940117
ita,50,Sorghum,total,42799652
ita,50,Soybean,blue,26242532
ita,50,Soybean,green,363522304
ita,50,Soybean,gray,816948
ita,50,Soybean,total,390581568
ita,50,Sunflower,blue,7069441
ita,50,Sunflower,green,169433888
ita,50,Sunflower,gray,34656732
ita,50,Sunflower,total,211160016
ita,50,Wheat,blue,55368712
ita,50,Wheat,green,3170239488
ita,50,Wheat,gray,511594560
ita,50,Wheat,total,3737201408
ita,54,Barley,green,281550
ita,54,Barley,gray,72385
ita,54,Barley,total,353935
ita,54,Maize,green,3594513
ita,54,Maize,gray,1373697
ita,54,Maize,total,4968210
ita,54,Olives,green,63549
ita,54,Olives,gray,140
ita,54,Olives,total,63689
ita,54,Potatoes,green,174205
ita,54,Potatoes,gray,38082
ita,54,Potatoes,total,212287
ita,54,Sorghum,green,107060
ita,54,Sorghum,gray,48109
ita,54,Sorghum,total,155169
ita,54,Soybean,green,2082461
ita,54,Soybean,gray,4760
ita,54,Soybean,total,2087221
ita,54,Sunflower,green,83152
ita,54,Sunflower,gray,15748
ita,54,Sunflower,total,98900
ita,54,Wheat,green,329383
ita,54,Wheat,gray,60844
ita,54,Wheat,total,390226
ita,55,Barley,green,3017546
ita,55,Barley,gray,615460
ita,55,Barley,total,3633006
ita,55,Maize,blue,2866331
ita,55,Maize,green,51706384
ita,55,Maize,gray,16946706
ita,55,Maize,total,71519424
ita,55,Olives,green,5082808
ita,55,Olives,gray,8602
ita,55,Olives,total,5091409
ita,55,Potatoes,blue,45383
ita,55,Potatoes,green,667730
ita,55,Potatoes,gray,128583
ita,55,Potatoes,total,841696
ita,55,Rapeseed,green,407263
ita,55,Rapeseed,gray,771
ita,55,Rapeseed,total,408034
ita,55,Sorghum,green,634795
ita,55,Sorghum,gray,223821
ita,55,Sorghum,total,858616
ita,55,Soybean,blue,364618
ita,55,Soybean,green,21585218
ita,55,Soybean,gray,42408
