# File: Ref_veg_carbon_Mg_per_ha.csv
# Title: Reference veg and soil C density for HYDE land cells
# Units: Mg/ha
# Author: moirai
# Description: ref veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type
# Original source: soil c for sage pot veg; veg c for sage pot veg; reference veg; country raster; new glu raster; hyde land area
# Source: https://github.com/JGCRI/moirai
# Column types: ciicnnnnnn
# ----------
iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
mex,130,403,veg_c (below ground biomass),12,11,1,37,3,18
mex,130,405,soil_c (0-30 cms),90,100,50,190,90,110
mex,130,405,veg_c (above ground biomass),20,22,1,70,6,33
mex,130,405,veg_c (below ground biomass),13,14,1,45,4,21
mex,130,406,soil_c (0-30 cms),161,100,50,190,90,110
mex,130,406,veg_c (above ground biomass),24,24,1,78,7,37
mex,130,406,veg_c (below ground biomass),11,12,1,37,3,18
mex,130,407,soil_c (0-30 cms),82,100,50,190,90,110
mex,130,407,veg_c (above ground biomass),16,21,1,69,6,32
mex,130,407,veg_c (below ground biomass),11,14,1,47,4,22
mex,130,701,soil_c (0-30 cms),90,80,60,110,70,110
mex,130,701,veg_c (above ground biomass),24,15,2,85,6,30
mex,130,701,veg_c (below ground biomass),11,7,1,38,3,13
mex,130,702,soil_c (0-30 cms),91,80,60,110,70,110
mex,130,702,veg_c (above ground biomass),23,15,2,85,6,30
mex,130,702,veg_c (below ground biomass),10,7,1,38,3,13
mex,130,703,soil_c (0-30 cms),88,80,60,110,70,110
mex,130,703,veg_c (above ground biomass),12,17,2,93,7,32
mex,130,703,veg_c (below ground biomass),4,5,1,30,2,11
mex,130,705,soil_c (0-30 cms),82,80,60,110,70,110
mex,130,705,veg_c (above ground biomass),6,14,2,80,6,28
mex,130,705,veg_c (below ground biomass),3,8,1,43,3,15
mex,130,706,soil_c (0-30 cms),88,80,60,110,70,110
mex,130,706,veg_c (above ground biomass),12,17,2,93,7,32
mex,130,706,veg_c (below ground biomass),4,5,1,30,2,11
mex,130,901,soil_c (0-30 cms),112,80,50,210,70,90
mex,130,901,veg_c (above ground biomass),25,5,0,75,2,22
mex,130,901,veg_c (below ground biomass),9,2,0,28,1,8
mex,130,902,soil_c (0-30 cms),95,80,50,210,70,90
mex,130,902,veg_c (above ground biomass),16,5,0,74,2,22
mex,130,902,veg_c (below ground biomass),6,2,0,29,1,8
mex,130,903,soil_c (0-30 cms),86,80,50,210,70,90
mex,130,903,veg_c (above ground biomass),9,4,0,64,2,19
mex,130,903,veg_c (below ground biomass),6,2,0,39,1,11
mex,130,904,soil_c (0-30 cms),80,80,50,210,70,90
mex,130,904,veg_c (above ground biomass),10,4,0,64,2,19
mex,130,904,veg_c (below ground biomass),6,2,0,39,1,11
mex,130,905,soil_c (0-30 cms),81,80,50,210,70,90
mex,130,905,veg_c (above ground biomass),7,4,0,65,2,19
mex,130,905,veg_c (below ground biomass),4,2,0,37,1,11
mex,130,906,soil_c (0-30 cms),102,80,50,210,70,90
mex,130,906,veg_c (above ground biomass),15,5,0,71,2,21
mex,130,906,veg_c (below ground biomass),6,2,0,31,1,9
mex,130,907,soil_c (0-30 cms),74,80,50,210,70,90
mex,130,907,veg_c (above ground biomass),3,3,0,42,1,12
mex,130,907,veg_c (below ground biomass),4,4,0,61,2,18
mex,130,1001,soil_c (0-30 cms),96,80,50,160,60,100
mex,130,1001,veg_c (above ground biomass),7,3,0,46,2,5
mex,130,1001,veg_c (below ground biomass),9,4,0,59,3,7
mex,130,1002,soil_c (0-30 cms),86,80,50,160,60,100
mex,130,1002,veg_c (above ground biomass),6,3,0,49,2,6
mex,130,1002,veg_c (below ground biomass),7,3,0,56,2,7
mex,130,1003,soil_c (0-30 cms),98,80,50,160,60,100
mex,130,1003,veg_c (above ground biomass),15,4,0,71,3,8
mex,130,1003,veg_c (below ground biomass),7,2,0,35,1,4
mex,130,1004,soil_c (0-30 cms),98,80,50,160,60,100
mex,130,1004,veg_c (above ground biomass),26,5,0,77,3,9
mex,130,1004,veg_c (below ground biomass),10,2,0,28,1,3
mex,130,1005,soil_c (0-30 cms),74,80,50,160,60,100
mex,130,1005,veg_c (above ground biomass),5,3,0,51,2,6
mex,130,1005,veg_c (below ground biomass),5,3,0,54,2,6
mex,130,1006,soil_c (0-30 cms),96,80,50,160,60,100
mex,130,1006,veg_c (above ground biomass),12,4,0,69,3,8
mex,130,1006,veg_c (below ground biomass),6,2,0,36,2,4
mex,130,1007,soil_c (0-30 cms),75,80,50,160,60,100
mex,130,1007,veg_c (above ground biomass),6,3,0,53,2,6
mex,130,1007,veg_c (below ground biomass),6,3,0,52,2,6
mex,130,1101,soil_c (0-30 cms),105,100,50,180,80,110
mex,130,1101,veg_c (above ground biomass),23,18,0,77,6,35
mex,130,1101,veg_c (below ground biomass),26,20,0,86,6,39
mex,130,1102,soil_c (0-30 cms),100,100,50,180,80,110
mex,130,1102,veg_c (above ground biomass),21,18,0,77,6,35
mex,130,1102,veg_c (below ground biomass),23,20,0,87,7,39
mex,130,1103,soil_c (0-30 cms),100,100,50,180,80,110
mex,130,1103,veg_c (above ground biomass),12,15,0,65,5,30
mex,130,1103,veg_c (below ground biomass),18,23,0,98,7,45
mex,130,1104,soil_c (0-30 cms),112,100,50,180,80,110
mex,130,1104,veg_c (above ground biomass),20,16,0,69,5,31
mex,130,1104,veg_c (below ground biomass),27,22,0,95,7,43
mex,130,1105,soil_c (0-30 cms),79,100,50,180,80,110
mex,130,1105,veg_c (above ground biomass),11,15,0,65,5,29
mex,130,1105,veg_c (below ground biomass),17,23,0,99,7,45
mex,130,1106,soil_c (0-30 cms),103,100,50,180,80,110
mex,130,1106,veg_c (above ground biomass),11,16,0,67,5,30
mex,130,1106,veg_c (below ground biomass),16,23,0,97,7,44
mex,130,1107,soil_c (0-30 cms),87,100,50,180,80,110
mex,130,1107,veg_c (above ground biomass),14,15,0,66,5,30
mex,130,1107,veg_c (below ground biomass),22,23,0,98,7,45
mex,130,1201,soil_c (0-30 cms),126,80,60,170,70,130
mex,130,1201,veg_c (above ground biomass),13,4,0,88,2,19
mex,130,1201,veg_c (below ground biomass),6,2,0,39,1,8
mex,130,1202,soil_c (0-30 cms),102,80,60,170,70,130
mex,130,1202,veg_c (above ground biomass),7,3,0,70,2,15
mex,130,1202,veg_c (below ground biomass),6,3,0,57,2,12
mex,130,1205,soil_c (0-30 cms),88,80,60,170,70,130
mex,130,1205,veg_c (above ground biomass),7,2,0,42,1,9
mex,130,1205,veg_c (below ground biomass),15,4,0,85,2,18
mex,130,1207,soil_c (0-30 cms),84,80,60,170,70,130
mex,130,1207,veg_c (above ground biomass),4,2,0,37,1,8
mex,130,1207,veg_c (below ground biomass),9,4,0,91,2,20
mex,131,101,soil_c (0-30 cms),61,60,40,150,50,70
mex,131,101,veg_c (above ground biomass),17,14,2,72,4,41
mex,131,101,veg_c (below ground biomass),10,8,2,43,3,25
mex,131,102,soil_c (0-30 cms),64,60,40,150,50,70
mex,131,102,veg_c (above ground biomass),21,15,3,78,5,44
mex,131,102,veg_c (below ground biomass),10,7,1,38,2,21
mex,131,105,soil_c (0-30 cms),64,60,40,150,50,70
mex,131,105,veg_c (above ground biomass),31,16,3,82,5,47
mex,131,105,veg_c (below ground biomass),12,6,1,33,2,19
mex,131,107,soil_c (0-30 cms),61,60,40,150,50,70
mex,131,107,veg_c (above ground biomass),24,15,3,75,4,43
mex,131,107,veg_c (below ground biomass),13,8,1,40,2,23
mex,131,201,soil_c (0-30 cms),64,60,30,190,50,70
mex,131,201,veg_c (above ground biomass),17,14,1,85,6,26
mex,131,201,veg_c (below ground biomass),10,8,1,50,3,16
mex,131,202,soil_c (0-30 cms),62,60,30,190,50,70
mex,131,202,veg_c (above ground biomass),16,14,1,84,5,26
mex,131,202,veg_c (below ground biomass),10,8,1,51,3,16
mex,131,203,soil_c (0-30 cms),75,60,30,190,50,70
mex,131,203,veg_c (above ground biomass),4,13,1,78,5,24
mex,131,203,veg_c (below ground biomass),3,9,1,57,4,18
mex,131,205,soil_c (0-30 cms),56,60,30,190,50,70
mex,131,205,veg_c (above ground biomass),22,15,2,92,6,29
mex,131,205,veg_c (below ground biomass),10,7,1,43,3,13
mex,131,207,soil_c (0-30 cms),55,60,30,190,50,70
mex,131,207,veg_c (above ground biomass),23,15,2,93,6,29
mex,131,207,veg_c (below ground biomass),11,7,1,43,3,13
mex,131,401,soil_c (0-30 cms),64,60,30,240,50,80
mex,131,401,veg_c (above ground biomass),13,6,1,73,4,27
mex,131,401,veg_c (below ground biomass),7,3,0,41,2,15
mex,131,402,soil_c (0-30 cms),64,60,30,240,50,80
mex,131,402,veg_c (above ground biomass),13,6,1,71,3,27
mex,131,402,veg_c (below ground biomass),8,4,0,43,2,16
mex,131,405,soil_c (0-30 cms),66,60,30,240,50,80
mex,131,405,veg_c (above ground biomass),19,6,1,76,4,28
mex,131,405,veg_c (below ground biomass),9,3,0,38,2,14
mex,131,407,soil_c (0-30 cms),65,60,30,240,50,80
mex,131,407,veg_c (above ground biomass),22,7,1,78,4,29
mex,131,407,veg_c (below ground biomass),10,3,0,36,2,14
mex,131,701,soil_c (0-30 cms),92,80,50,110,60,110
mex,131,701,veg_c (above ground biomass),13,11,3,49,6,19
mex,131,701,veg_c (below ground biomass),9,7,2,31,4,12
mex,131,702,soil_c (0-30 cms),88,80,50,110,60,110
mex,131,702,veg_c (above ground biomass),12,10,3,48,5,18
mex,131,702,veg_c (below ground biomass),8,7,2,32,4,13
mex,131,703,soil_c (0-30 cms),110,80,50,110,60,110
mex,131,703,veg_c (above ground biomass),15,11,3,52,6,20
mex,131,703,veg_c (below ground biomass),8,6,2,28,3,11
mex,131,705,soil_c (0-30 cms),64,80,50,110,60,110
mex,131,705,veg_c (above ground biomass),9,10,3,45,5,17
mex,131,705,veg_c (below ground biomass),7,8,2,35,4,14
mex,131,706,soil_c (0-30 cms),110,80,50,110,60,110
mex,131,706,veg_c (above ground biomass),15,11,3,52,6,20
mex,131,706,veg_c (below ground biomass),8,6,2,28,3,11
mex,131,707,soil_c (0-30 cms),60,80,50,110,60,110
mex,131,707,veg_c (above ground biomass),5,8,2,37,4,14
mex,131,707,veg_c (below ground biomass),6,9,3,43,5,17
mex,131,901,soil_c (0-30 cms),68,60,30,270,50,70
mex,131,901,veg_c (above ground biomass),5,4,0,73,2,6
mex,131,901,veg_c (below ground biomass),3,2,0,45,1,4
mex,131,902,soil_c (0-30 cms),65,60,30,270,50,70
mex,131,902,veg_c (above ground biomass),4,3,0,63,2,5
mex,131,902,veg_c (below ground biomass),4,3,0,55,2,4
mex,131,903,soil_c (0-30 cms),110,60,30,270,50,70
mex,131,903,veg_c (above ground biomass),6,4,0,78,2,6
mex,131,903,veg_c (below ground biomass),3,2,0,40,1,3
mex,131,905,soil_c (0-30 cms),78,60,30,270,50,70
mex,131,905,veg_c (above ground biomass),6,4,0,70,2,6
mex,131,905,veg_c (below ground biomass),4,3,0,48,1,4
mex,131,906,soil_c (0-30 cms),95,60,30,270,50,70
mex,131,906,veg_c (above ground biomass),8,4,0,68,2,6
mex,131,906,veg_c (below ground biomass),6,3,0,49,1,4
mex,131,907,soil_c (0-30 cms),65,60,30,270,50,70
mex,131,907,veg_c (above ground biomass),3,3,0,51,2,4
mex,131,907,veg_c (below ground biomass),4,4,0,67,2,6
mex,131,1001,soil_c (0-30 cms),54,40,30,270,30,60
mex,131,1001,veg_c (above ground biomass),5,2,0,45,2,5
mex,131,1001,veg_c (below ground biomass),5,2,0,45,2,5
mex,131,1002,soil_c (0-30 cms),50,40,30,270,30,60
mex,131,1002,veg_c (above ground biomass),4,2,0,43,2,5
mex,131,1002,veg_c (below ground biomass),5,2,0,47,2,5
mex,131,1005,soil_c (0-30 cms),57,40,30,270,30,60
mex,131,1005,veg_c (above ground biomass),10,3,0,53,2,6
mex,131,1005,veg_c (below ground biomass),7,2,0,37,2,4
mex,131,1007,soil_c (0-30 cms),57,40,30,270,30,60
mex,131,1007,veg_c (above ground biomass),9,2,0,49,2,6
mex,131,1007,veg_c (below ground biomass),7,2,0,41,2,5
mex,131,1101,soil_c (0-30 cms),64,50,30,180,50,70
mex,131,1101,veg_c (above ground biomass),8,3,0,56,2,11
mex,131,1101,veg_c (below ground biomass),15,5,0,97,4,20
mex,131,1102,soil_c (0-30 cms),63,50,30,180,50,70
mex,131,1102,veg_c (above ground biomass),8,3,0,56,2,11
mex,131,1102,veg_c (below ground biomass),15,5,0,97,4,20
mex,131,1103,soil_c (0-30 cms),81,50,30,180,50,70
mex,131,1103,veg_c (above ground biomass),14,4,0,66,2,13
mex,131,1103,veg_c (below ground biomass),19,5,0,87,3,18
mex,131,1105,soil_c (0-30 cms),57,50,30,180,50,70
mex,131,1105,veg_c (above ground biomass),5,3,0,47,2,10
mex,131,1105,veg_c (below ground biomass),11,6,0,106,4,22
mex,131,1106,soil_c (0-30 cms),42,50,30,180,50,70
mex,131,1106,veg_c (above ground biomass),6,4,0,77,3,16
mex,131,1106,veg_c (below ground biomass),6,4,0,76,3,15
mex,131,1107,soil_c (0-30 cms),56,50,30,180,50,70
mex,131,1107,veg_c (above ground biomass),7,3,0,51,2,10
mex,131,1107,veg_c (below ground biomass),15,6,0,103,4,21
mex,131,1201,soil_c (0-30 cms),69,40,30,190,30,40
mex,131,1201,veg_c (above ground biomass),3,0,0,25,0,1
mex,131,1201,veg_c (below ground biomass),5,1,1,44,0,2
mex,131,1202,soil_c (0-30 cms),42,40,30,190,30,40
mex,131,1202,veg_c (above ground biomass),1,0,0,37,0,1
mex,131,1202,veg_c (below ground biomass),1,0,0,32,0,1
mex,131,1205,soil_c (0-30 cms),60,40,30,190,30,40
mex,131,1205,veg_c (above ground biomass),2,1,1,51,0,2
mex,131,1205,veg_c (below ground biomass),1,0,0,18,0,1
mex,131,1207,soil_c (0-30 cms),99,40,30,190,30,40
mex,131,1207,veg_c (above ground biomass),5,1,1,53,0,2
mex,131,1207,veg_c (below ground biomass),2,0,0,16,0,1
mex,132,101,soil_c (0-30 cms),89,80,60,320,80,100
mex,132,101,veg_c (above ground biomass),24,21,2,94,14,31
mex,132,101,veg_c (below ground biomass),8,7,1,31,5,10
mex,132,102,soil_c (0-30 cms),89,80,60,320,80,100
mex,132,102,veg_c (above ground biomass),25,21,2,94,14,31
mex,132,102,veg_c (below ground biomass),8,7,1,30,5,10
mex,132,103,soil_c (0-30 cms),92,80,60,320,80,100
mex,132,103,veg_c (above ground biomass),31,21,2,93,14,30
mex,132,103,veg_c (below ground biomass),10,7,1,31,5,10
mex,132,104,soil_c (0-30 cms),92,80,60,320,80,100
mex,132,104,veg_c (above ground biomass),31,21,2,93,14,30
mex,132,104,veg_c (below ground biomass),10,7,1,31,5,10
mex,132,105,soil_c (0-30 cms),92,80,60,320,80,100
mex,132,105,veg_c (above ground biomass),30,21,2,93,14,30
mex,132,105,veg_c (below ground biomass),10,7,1,31,5,10
mex,132,107,soil_c (0-30 cms),92,80,60,320,80,100
mex,132,107,veg_c (above ground biomass),31,21,2,93,14,30
mex,132,107,veg_c (below ground biomass),10,7,1,31,5,10
mex,132,201,soil_c (0-30 cms),82,80,60,150,60,90
mex,132,201,veg_c (above ground biomass),11,6,0,40,1,19
mex,132,201,veg_c (below ground biomass),6,3,0,22,1,11
mex,132,202,soil_c (0-30 cms),79,80,60,150,60,90
mex,132,202,veg_c (above ground biomass),12,6,0,42,1,20
mex,132,202,veg_c (below ground biomass),6,3,0,21,1,10
mex,132,203,soil_c (0-30 cms),111,80,60,150,60,90
mex,132,203,veg_c (above ground biomass),12,6,0,38,1,18
mex,132,203,veg_c (below ground biomass),8,4,0,25,1,12
mex,132,205,soil_c (0-30 cms),111,80,60,150,60,90
mex,132,205,veg_c (above ground biomass),12,6,0,38,1,18
mex,132,205,veg_c (below ground biomass),8,4,0,25,1,12
mex,132,206,soil_c (0-30 cms),111,80,60,150,60,90
mex,132,206,veg_c (above ground biomass),12,6,0,38,1,18
mex,132,206,veg_c (below ground biomass),8,4,0,25,1,12
mex,132,401,soil_c (0-30 cms),84,80,30,140,70,90
mex,132,401,veg_c (above ground biomass),25,8,0,84,2,33
mex,132,401,veg_c (below ground biomass),11,4,0,37,1,14
mex,132,402,soil_c (0-30 cms),73,80,30,140,70,90
mex,132,402,veg_c (above ground biomass),15,8,0,79,2,31
mex,132,402,veg_c (below ground biomass),8,4,0,42,1,16
mex,132,403,soil_c (0-30 cms),72,80,30,140,70,90
mex,132,403,veg_c (above ground biomass),21,7,0,71,2,27
mex,132,403,veg_c (below ground biomass),15,5,0,50,1,19
mex,132,405,soil_c (0-30 cms),74,80,30,140,70,90
mex,132,405,veg_c (above ground biomass),17,7,0,75,2,29
mex,132,405,veg_c (below ground biomass),11,4,0,47,1,18
mex,132,406,soil_c (0-30 cms),74,80,30,140,70,90
mex,132,406,veg_c (above ground biomass),23,7,0,70,2,27
mex,132,406,veg_c (below ground biomass),17,5,0,51,1,20
mex,132,407,soil_c (0-30 cms),79,80,30,140,70,90
mex,132,407,veg_c (above ground biomass),25,7,0,75,2,29
mex,132,407,veg_c (below ground biomass),16,5,0,47,1,18
mex,132,501,soil_c (0-30 cms),97,90,70,140,80,90
mex,132,501,veg_c (above ground biomass),28,21,3,86,11,32
mex,132,501,veg_c (below ground biomass),11,8,1,33,4,12
mex,132,502,soil_c (0-30 cms),90,90,70,140,80,90
mex,132,502,veg_c (above ground biomass),25,21,3,87,11,32
mex,132,502,veg_c (below ground biomass),9,8,1,32,4,12
mex,132,701,soil_c (0-30 cms),77,90,60,150,70,90
mex,132,701,veg_c (above ground biomass),25,20,1,73,7,29
mex,132,701,veg_c (below ground biomass),13,11,0,38,3,15
mex,132,702,soil_c (0-30 cms),84,90,60,150,70,90
mex,132,702,veg_c (above ground biomass),22,21,1,75,7,30
mex,132,702,veg_c (below ground biomass),10,10,0,36,3,14
mex,132,703,soil_c (0-30 cms),71,90,60,150,70,90
mex,132,703,veg_c (above ground biomass),26,20,1,70,6,28
mex,132,703,veg_c (below ground biomass),15,11,0,41,4,16
mex,132,705,soil_c (0-30 cms),71,90,60,150,70,90
mex,132,705,veg_c (above ground biomass),26,20,1,70,6,28
mex,132,705,veg_c (below ground biomass),15,11,0,41,4,16
mex,132,706,soil_c (0-30 cms),71,90,60,150,70,90
mex,132,706,veg_c (above ground biomass),26,20,1,70,6,28
mex,132,706,veg_c (below ground biomass),15,11,0,41,4,16
mex,132,707,soil_c (0-30 cms),71,90,60,150,70,90
mex,132,707,veg_c (above ground biomass),26,20,1,70,6,28
mex,132,707,veg_c (below ground biomass),15,11,0,41,4,16
mex,132,901,soil_c (0-30 cms),91,70,40,170,60,90
mex,132,901,veg_c (above ground biomass),7,2,0,63,1,6
mex,132,901,veg_c (below ground biomass),5,1,0,41,1,4
mex,132,902,soil_c (0-30 cms),76,70,40,170,60,90
mex,132,902,veg_c (above ground biomass),6,2,0,63,1,6
mex,132,902,veg_c (below ground biomass),4,1,0,41,1,4
mex,132,903,soil_c (0-30 cms),91,70,40,170,60,90
mex,132,903,veg_c (above ground biomass),10,2,0,70,1,7
mex,132,903,veg_c (below ground biomass),5,1,0,35,0,3
mex,132,904,soil_c (0-30 cms),75,70,40,170,60,90
mex,132,904,veg_c (above ground biomass),11,2,0,70,1,7
mex,132,904,veg_c (below ground biomass),5,1,0,34,0,3
mex,132,905,soil_c (0-30 cms),80,70,40,170,60,90
mex,132,905,veg_c (above ground biomass),14,2,0,71,1,7
mex,132,905,veg_c (below ground biomass),7,1,0,33,0,3
mex,132,906,soil_c (0-30 cms),129,70,40,170,60,90
mex,132,906,veg_c (above ground biomass),14,2,0,68,1,7
mex,132,906,veg_c (below ground biomass),7,1,0,36,1,4
mex,132,907,soil_c (0-30 cms),76,70,40,170,60,90
mex,132,907,veg_c (above ground biomass),15,2,0,74,1,7
mex,132,907,veg_c (below ground biomass),6,1,0,31,0,3
mex,132,1001,soil_c (0-30 cms),76,50,30,220,50,80
mex,132,1001,veg_c (above ground biomass),10,3,0,71,2,8
mex,132,1001,veg_c (below ground biomass),5,2,0,37,1,4
mex,132,1002,soil_c (0-30 cms),67,50,30,220,50,80
mex,132,1002,veg_c (above ground biomass),7,3,0,62,2,7
mex,132,1002,veg_c (below ground biomass),5,2,0,46,1,5
mex,132,1003,soil_c (0-30 cms),62,50,30,220,50,80
mex,132,1003,veg_c (above ground biomass),5,2,0,54,2,6
mex,132,1003,veg_c (below ground biomass),5,2,0,54,2,6
mex,132,1005,soil_c (0-30 cms),65,50,30,220,50,80
mex,132,1005,veg_c (above ground biomass),7,3,0,58,2,6
mex,132,1005,veg_c (below ground biomass),6,2,0,50,1,6
mex,132,1006,soil_c (0-30 cms),75,50,30,220,50,80
mex,132,1006,veg_c (above ground biomass),11,3,0,69,2,8
mex,132,1006,veg_c (below ground biomass),6,2,0,39,1,4
mex,132,1007,soil_c (0-30 cms),69,50,30,220,50,80
mex,132,1007,veg_c (above ground biomass),10,3,0,65,2,7
mex,132,1007,veg_c (below ground biomass),6,2,0,43,1,5
mex,132,1101,soil_c (0-30 cms),74,70,30,240,60,80
mex,132,1101,veg_c (above ground biomass),11,7,0,68,2,21
mex,132,1101,veg_c (below ground biomass),17,11,0,102,4,31
mex,132,1102,soil_c (0-30 cms),68,70,30,240,60,80
mex,132,1102,veg_c (above ground biomass),11,7,0,67,2,20
mex,132,1102,veg_c (below ground biomass),17,11,0,103,4,32
mex,132,1103,soil_c (0-30 cms),74,70,30,240,60,80
mex,132,1103,veg_c (above ground biomass),13,7,0,66,2,20
mex,132,1103,veg_c (below ground biomass),21,11,0,104,4,32
mex,132,1104,soil_c (0-30 cms),93,70,30,240,60,80
mex,132,1104,veg_c (above ground biomass),18,7,0,67,2,20
mex,132,1104,veg_c (below ground biomass),28,11,0,103,4,32
mex,132,1105,soil_c (0-30 cms),71,70,30,240,60,80
mex,132,1105,veg_c (above ground biomass),9,7,0,60,2,19
mex,132,1105,veg_c (below ground biomass),17,12,0,109,4,33
mex,132,1106,soil_c (0-30 cms),66,70,30,240,60,80
mex,132,1106,veg_c (above ground biomass),9,7,0,60,2,18
mex,132,1106,veg_c (below ground biomass),16,12,0,110,4,34
mex,132,1107,soil_c (0-30 cms),70,70,30,240,60,80
mex,132,1107,veg_c (above ground biomass),11,7,0,64,2,19
mex,132,1107,veg_c (below ground biomass),18,12,0,106,4,33
mex,132,1201,soil_c (0-30 cms),64,50,30,170,40,70
mex,132,1201,veg_c (above ground biomass),5,1,0,75,1,3
mex,132,1201,veg_c (below ground biomass),5,1,1,75,1,3
mex,132,1202,soil_c (0-30 cms),59,50,30,170,40,70
mex,132,1202,veg_c (above ground biomass),4,1,0,67,1,3
mex,132,1202,veg_c (below ground biomass),5,1,1,83,1,4
mex,132,1203,soil_c (0-30 cms),45,50,30,170,40,70
mex,132,1203,veg_c (above ground biomass),3,1,1,100,1,4
mex,132,1203,veg_c (below ground biomass),2,1,0,50,0,2
mex,132,1205,soil_c (0-30 cms),57,50,30,170,40,70
mex,132,1205,veg_c (above ground biomass),6,1,1,81,1,4
mex,132,1205,veg_c (below ground biomass),5,1,0,69,1,3
mex,132,1206,soil_c (0-30 cms),49,50,30,170,40,70
mex,132,1206,veg_c (above ground biomass),2,1,1,86,1,4
mex,132,1206,veg_c (below ground biomass),1,1,0,64,1,3
mex,132,1207,soil_c (0-30 cms),49,50,30,170,40,70
mex,132,1207,veg_c (above ground biomass),3,1,0,67,1,3
mex,132,1207,veg_c (below ground biomass),4,1,1,83,1,4
mex,133,101,soil_c (0-30 cms),101,90,50,360,80,120
mex,133,101,veg_c (above ground biomass),37,39,0,135,16,65
mex,133,101,veg_c (below ground biomass),11,12,0,41,5,20
mex,133,102,soil_c (0-30 cms),99,90,50,360,80,120
mex,133,102,veg_c (above ground biomass),47,40,0,136,16,66
mex,133,102,veg_c (below ground biomass),13,11,0,39,5,19
mex,133,103,soil_c (0-30 cms),123,90,50,360,80,120
mex,133,103,veg_c (above ground biomass),28,40,0,135,16,66
mex,133,103,veg_c (below ground biomass),8,12,0,40,5,19
mex,133,104,soil_c (0-30 cms),85,90,50,360,80,120
mex,133,104,veg_c (above ground biomass),44,41,0,141,17,68
mex,133,104,veg_c (below ground biomass),11,10,0,34,4,17
mex,133,105,soil_c (0-30 cms),102,90,50,360,80,120
mex,133,105,veg_c (above ground biomass),51,41,0,139,17,68
mex,133,105,veg_c (below ground biomass),13,11,0,36,4,18
mex,133,106,soil_c (0-30 cms),118,90,50,360,80,120
mex,133,106,veg_c (above ground biomass),42,40,0,137,16,66
mex,133,106,veg_c (below ground biomass),12,11,0,39,5,19
mex,133,107,soil_c (0-30 cms),117,90,50,360,80,120
mex,133,107,veg_c (above ground biomass),28,40,0,135,16,66
mex,133,107,veg_c (below ground biomass),8,12,0,40,5,20
mex,133,201,soil_c (0-30 cms),95,80,60,240,80,100
mex,133,201,veg_c (above ground biomass),9,18,2,72,4,32
mex,133,201,veg_c (below ground biomass),4,7,1,28,2,13
mex,133,202,soil_c (0-30 cms),90,80,60,240,80,100
mex,133,202,veg_c (above ground biomass),21,19,2,76,5,34
mex,133,202,veg_c (below ground biomass),6,6,0,24,1,11
mex,133,203,soil_c (0-30 cms),83,80,60,240,80,100
mex,133,203,veg_c (above ground biomass),17,19,2,74,5,33
mex,133,203,veg_c (below ground biomass),6,6,1,26,2,12
mex,133,205,soil_c (0-30 cms),89,80,60,240,80,100
mex,133,205,veg_c (above ground biomass),30,19,2,77,5,35
mex,133,205,veg_c (below ground biomass),9,6,0,22,1,10
mex,133,206,soil_c (0-30 cms),81,80,60,240,80,100
mex,133,206,veg_c (above ground biomass),49,20,2,80,5,36
mex,133,206,veg_c (below ground biomass),12,5,0,20,1,9
mex,133,207,soil_c (0-30 cms),93,80,60,240,80,100
mex,133,207,veg_c (above ground biomass),26,20,2,78,5,35
mex,133,207,veg_c (below ground biomass),7,5,0,22,1,10
mex,133,701,soil_c (0-30 cms),115,110,80,150,90,120
mex,133,701,veg_c (above ground biomass),28,22,5,74,17,34
mex,133,701,veg_c (below ground biomass),9,7,2,24,5,11
mex,133,702,soil_c (0-30 cms),104,110,80,150,90,120
mex,133,702,veg_c (above ground biomass),21,20,5,67,16,31
mex,133,702,veg_c (below ground biomass),10,9,2,30,7,14
mex,133,703,soil_c (0-30 cms),80,110,80,150,90,120
mex,133,703,veg_c (above ground biomass),14,17,4,58,14,27
mex,133,703,veg_c (below ground biomass),9,12,3,39,9,18
mex,133,705,soil_c (0-30 cms),80,110,80,150,90,120
mex,133,705,veg_c (above ground biomass),14,17,4,58,14,27
mex,133,705,veg_c (below ground biomass),9,12,3,39,9,18
mex,133,706,soil_c (0-30 cms),80,110,80,150,90,120
mex,133,706,veg_c (above ground biomass),13,17,4,58,14,27
mex,133,706,veg_c (below ground biomass),9,12,3,39,9,18
mex,133,707,soil_c (0-30 cms),80,110,80,150,90,120
mex,133,707,veg_c (above ground biomass),14,17,4,58,14,27
mex,133,707,veg_c (below ground biomass),9,12,3,39,9,18
mex,133,901,soil_c (0-30 cms),83,80,50,140,70,90
mex,133,901,veg_c (above ground biomass),13,6,1,66,3,21
mex,133,901,veg_c (below ground biomass),6,3,1,33,2,10
mex,133,902,soil_c (0-30 cms),82,80,50,140,70,90
mex,133,902,veg_c (above ground biomass),11,6,1,66,3,21
mex,133,902,veg_c (below ground biomass),6,3,1,33,2,11
mex,133,903,soil_c (0-30 cms),85,80,50,140,70,90
mex,133,903,veg_c (above ground biomass),12,6,1,69,3,22
mex,133,903,veg_c (below ground biomass),5,3,1,30,1,9
mex,133,904,soil_c (0-30 cms),79,80,50,140,70,90
mex,133,904,veg_c (above ground biomass),6,5,1,58,3,18
