PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,FKHTBTU8 ,FKCLBTU8 ,FKWTBTU8 ,FKCKBTU8 ,FKMSBTU8 ,DHHTBTU8 ,DHCLBTU8 ,DHWTBTU8 ,DHCKBTU8 ,DHMSBTU8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
3405,2,3,1950,2,4,26,1,1,2,2,2,2,2724.37,13,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3406,4,9,34000,5,3,14,1,2,2,2,2,2,360.63,43,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3407,4,9,82000,6,2,2,1,1,2,2,2,2,242.54,42,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3409,2,3,21500,4,7,23,1,1,2, ,2,2,404.15,16,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3410,4,8,180000,7,7,25,1,1,2,2,2,2,96.17,38,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3412,3,5,72000,6,6,23,1,2,2, ,2,2,86.64,27,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3413,1,2,800000,9,6,5,1,1,1,2,2,2,82.18,8,2,0,0,0,0,540891,                  ,                  ,                  ,                  ,                  
3416,3,5,40000,5,6,18,1,2,2,2,2,2,364.2,28,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3417,3,5,17500,4,6,14,1,1,2,2,2,2,419.28,25,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3418,3,5,2200,2,7,2,1,2,2,2,2,2,807.37,26,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3419,4,9,8000,3,2,6,1,2,1,2,2,2,2739.65,43,1,318155,0,0,0,0,                  ,                  ,                  ,                  ,                  
3420,1,2,800000,9,5,16,1,1,1,2,1,2,11.26,4,2,0,0,0,0,426472,162510224,0,55417450,1653326,0
3423,3,7,6000,3,5,25,1,1,2,2,2,2,734.43,32,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3424,3,5,1800,2,4,26,1,1,2,2,2,2,2314.83,25,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3425,3,7,5000,2,3,12,1,1,2,2,2,2,734.43,32,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3426,2,3,7200,3,1,12,1,2,2,1,2,2,2447.55,14,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3427,3,7,19000,4,7,13,1,1,2,2,2,2,419.28,33,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3428,3,5,1200,2,4,25,1,2,2,2,2,2,2314.83,56,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3429,2,3,22000,4,2,6,1,1,2,2,2,2,864.37,64,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3430,3,5,43000,5,8,23,1,1,1, ,2,2,346.9,22,1,0,0,0,0,3190,                  ,                  ,                  ,                  ,                  
3431,2,3,250000,8,4,14,1,1,2,2,2,2,119.39,60,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3432,2,3,230000,8,4,18,1,1,2,2,2,2,119.39,64,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3433,3,5,11500,4,7,13,1,2,2,2,2,2,734.43,25,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3435,3,7,9200,3,6,12,1,1,2,2,2,2,807.37,36,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3436,2,3,34000,5,5,17,1,1,2,2,2,2,214.9,64,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3437,3,5,17750,4,6,7,1,2,1,1,2,2,461.3,21,1,0,0,0,0,1051409,                  ,                  ,                  ,                  ,                  
3438,3,6,59000,6,7,23,1,2,2, ,2,2,206.11,29,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3439,2,3,1900,2,7,8,1,1,2,2,2,2,2724.37,14,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3440,1,2,8300,3,1,1,1,2,2,2,2,2,721.69,4,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3442,3,7,8000,3,5,5,1,2,2,2,2,2,1164.83,34,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3443,3,7,74000,6,8,5,1,2,2,2,2,2,155.65,34,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3448,2,3,3500,2,7,26,1,1,2,2,2,2,640.33,13,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3449,2,4,18000,4,4,5,1,2,2,2,2,2,2447.55,18,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3450,2,3,114000,7,2,14,1,1,2,2,2,2,124.19,64,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3451,1,2,900000,9,6,16,1,1,1,2,1,2,11.26,114,1,0,0,0,0,485276,0,240842,173158,0,0
3452,3,5,410000,8,6,16,1,1,2,2,2,2,10.35,27,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3453,4,8,2800,2,2,26,1,1,2,2,2,2,1711.45,38,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3454,2,3,9400,3,7,2,1,1,2,2,2,2,352.05,13,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3455,4,8,4700,2,8,5,1,2,2,1,2,2,2463.5,37,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3456,4,8,5000,2,5,25,1,1,2,2,2,2,869.22,38,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3457,4,9,15750,4,4,2,1,2,2,2,1,2,3500.24,43,1,                  ,                  ,                  ,                  ,                  ,1479853,0,35147,0,0
3458,2,3,1650,2,2,2,1,1,2,2,2,2,2724.37,15,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3459,3,7,8300,3,3,23,1,2,2, ,2,2,2314.83,33,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3460,3,7,57000,6,6,23,1,1,2, ,2,2,343.4,33,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3461,1,2,12000,4,5,5,1,2,1,2,2,2,1433.2,6,1,165318,0,0,0,0,                  ,                  ,                  ,                  ,                  
3463,1,2,35000,5,6,5,1,1,2,2,2,2,880.97,10,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3464,1,2,18000,4,7,5,1,1,2,2,2,2,406.42,10,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3467,1,2,180000,7,5,5,1,1,2,2,2,2,82.18,10,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3468,2,3,1500,2,5,2,1,1,2,2,2,2,2141.61,13,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3469,1,2,10000,3,2,2,1,1,2,2,2,2,2739.65,6,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3470,3,6,40000,5,7,12,1,1,2,2,2,2,382.92,29,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3471,4,8,50000,5,4,18,1,1,2,2,2,2,352.58,39,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3472,4,9,3700,2,7,2,1,2,2,2,2,2,2226.17,43,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3473,1,2,10001,4,6,2,1,1,1,2,2,2,869.22,7,1,0,0,0,0,41607,                  ,                  ,                  ,                  ,                  
3474,1,2,2500,2,8,5,1,2,2,2,2,2,1433.2,6,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3475,3,5,15000,4,6,18,1,2,2,1,2,2,807.37,28,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3476,3,5,6200,3,3,25,1,2,2,1,2,2,2546.83,21,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3477,3,7,3500,2,7,14,1,1,2,2,2,2,2314.83,32,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3479,1,2,35000,5,4,2,1,1,2,2,1,2,116.65,8,1,                  ,                  ,                  ,                  ,                  ,2000000,0,0,0,0
3480,1,1,1700,2,5,6,1,2,1,1,2,2,2463.5,1,1,69345,0,0,0,0,                  ,                  ,                  ,                  ,                  
3481,3,5,156000,7,5,14,1,2,1,2,2,2,232.94,22,1,0,0,0,0,58805,                  ,                  ,                  ,                  ,                  
3482,3,7,3000,2,4,14,1,2,2,1,2,2,1769.43,32,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3483,3,7,13000,4,7,25,1,2,2,2,2,2,807.37,36,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3484,2,4,93000,6,7,2,1,2,1,2,2,2,116.76,19,1,0,0,0,0,13869,                  ,                  ,                  ,                  ,                  
3485,1,2,1300,2,2,6,1,1,2,2,2,2,2739.65,6,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3486,2,4,2100,2,4,12,1,2,2,1,2,2,2447.55,19,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3487,3,5,415000,8,5,16,1,1,1,2,2,2,11.63,22,2,5488649,0,8120364,0,1268124,                  ,                  ,                  ,                  ,                  
3488,2,3,54000,6,7,2,1,1,1,2,2,2,72.3,64,2,0,0,0,0,44658,                  ,                  ,                  ,                  ,                  
3489,3,5,118000,7,6,14,1,1,1,2,2,2,134.43,22,2,4295577,0,0,0,0,                  ,                  ,                  ,                  ,                  
3490,4,9,4050,2,4,15,1,1,2,2,2,2,2996.93,41,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3491,3,7,168000,7,6,2,1,2,1,2,2,2,76.17,36,2,0,0,0,0,27738,                  ,                  ,                  ,                  ,                  
3493,3,6,26000,5,7,17,1,1,2,2,2,2,205.39,29,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3494,4,9,1450,2,8,14,1,2,2,1,2,2,1701.66,40,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3495,4,9,5000,2,7,26,1,1,2,2,2,2,2739.65,43,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3497,1,1,2400,2,1,13,1,2,2,2,2,2,2739.65,1,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3498,3,6,35000,5,8,23,1,1,2, ,2,2,346.9,31,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3499,2,3,7000,3,5,8,1,1,2,2,2,2,2724.37,12,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3500,4,9,2000,2,7,2,1,1,2,2,2,2,4098.45,41,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3501,1,2,22000,4,7,5,1,1,2,2,2,2,869.22,8,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3502,2,3,1800,2,4,26,1,1,2,2,2,2,2447.55,14,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3503,2,4,1750,2,1,2,1,2,2,1,2,2,2447.55,19,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3504,4,9,17500,4,3,14,1,1,2,2,2,2,456.4,62,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3505,4,9,18000,4,7,23,1,2,2, ,2,2,2739.65,43,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3506,4,9,1800,2,2,6,1,1,2,2,2,2,2996.93,62,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3507,2,4,138000,7,3,5,1,1,2,2,2,2,140.77,18,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3508,3,5,5500,3,6,26,1,2,2,2,2,2,3187.23,25,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3509,3,6,2300,2,3,1,1,1,2,2,2,2,2314.83,31,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3510,2,4,16000,4,1,12,1,1,2,2,2,2,2459.66,18,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3513,4,9,250000,8,6,24,1,1,1, ,2,2,50.86,41,2,0,0,0,0,30928,                  ,                  ,                  ,                  ,                  
3514,3,7,72000,6,3,25,1,2,2,2,2,2,190.78,35,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3515,1,2,1200,2,4,2,1,2,2,1,2,2,215.36,4,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3516,4,9,12750,4,5,13,1,1,2,2,2,2,869.22,43,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3517,2,4,24000,4,7,2,1,2,2,1,2,2,864.37,19,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3518,4,9,25001,5,6,14,1,1,2,2,2,2,360.63,62,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3520,1,1,7000,3,6,25,1,2,1,1,2,2,2739.65,3,2,206093,0,0,0,0,                  ,                  ,                  ,                  ,                  
3521,2,3,13000,4,7,25,1,1,2,2,2,2,864.37,11,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3522,3,5,5000,2,7,25,1,1,2,2,2,2,808.04,21,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3523,4,8,1800,2,8,14,1,1,2,2,2,2,1883.06,39,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3525,3,5,44500,5,7,23,1,2,2, ,2,2,816.28,24,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3526,3,7,28500,5,6,2,1,2,2,2,2,2,190.78,49,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3527,2,3,1200,2,1,25,1,1,2,2,2,2,2724.37,12,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3528,1,2,4000,2,2,2,1,1,2,2,2,2,2739.65,5,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3529,2,3,230000,8,5,1,1,1,2,2,2,2,389.93,16,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3530,4,8,28500,5,4,14,1,2,2,2,2,2,318.61,37,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3531,2,4,56000,6,3,14,1,2,2,1,2,2,402.35,19,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3532,3,5,96000,6,7,23,1,1,2, ,2,2,77.4,21,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3533,2,3,12000,4,4,8,1,1,2,2,2,2,404.15,11,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3534,2,4,190000,7,6,18,1,1,1,2,2,2,116.76,20,1,0,0,0,0,54366,                  ,                  ,                  ,                  ,                  
3535,3,7,1500,2,3,25,1,1,2,2,2,2,2546.83,32,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3536,3,7,8500,3,5,2,1,1,2,2,2,2,2544.74,36,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3537,3,5,130000,7,6,25,1,1,2,1,2,2,77.87,24,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3538,1,2,52000,6,8,91,1,1,2,2,2,2,80.53,10,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3539,3,7,77000,6,8,18,1,1,2,2,2,2,364.2,49,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3540,3,5,8200,3,3,1,2,2,2,2,2,2,419.28,23,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3541,3,6,75000,6,7,12,1,1,2,2,2,2,343.4,30,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3542,1,2,82000,6,8,23,1,1,2, ,2,2,128.33,4,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3543,3,6,325000,8,3,2,1,2,2,2,1,2,16.84,30,1,                  ,                  ,                  ,                  ,                  ,156446021,0,6638979,0,0
3544,3,5,42000,5,8,5,1,2,2,2,2,2,818.97,24,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3545,4,8,3250,2,5,14,1,1,2,2,2,2,463.19,37,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3547,4,8,19750,4,3,14,1,2,2,2,2,2,318.61,37,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3549,2,3,4000,2,1,26,1,1,2,2,2,2,776.54,14,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3550,2,4,2400,2,6,26,1,2,2,1,2,2,2447.55,19,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3551,3,5,16500,4,3,14,1,1,2,2,2,2,460.92,26,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3552,1,2,13000,4,3,5,2,2,2,2,2,2,802.59,4,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3553,2,4,4000,2,7,25,1,1,2,2,2,2,2447.55,19,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3554,4,8,600000,9,5,2,1,2,1,1,1,2,46.81,38,2,0,0,0,0,97083,11224872,0,475128,0,0
3555,1,2,15500,4,1,12,1,1,2,2,2,2,221.72,8,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3556,4,8,97000,6,6,2,1,1,1,2,2,2,87.5,65,2,0,0,0,0,13869,                  ,                  ,                  ,                  ,                  
3557,3,7,7000,3,6,2,1,2,2,2,2,2,2544.74,49,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3558,3,5,1150,2,7,15,1,1,2,2,2,2,1446.07,24,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3559,1,2,20000,4,5,5,1,1,2,2,2,2,206.74,10,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3560,3,5,78000,6,4,14,1,1,2,2,2,2,368.48,28,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3561,1,2,9800,3,5,23,1,1,2, ,2,2,2739.65,6,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3563,2,4,120000,7,7,18,1,1,2,2,2,2,317.92,17,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3564,2,4,3000,2,4,2,1,1,2,2,2,2,2447.55,17,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3565,3,5,66000,6,5,2,1,2,1,2,2,2,130.75,23,1,0,0,0,0,6935,                  ,                  ,                  ,                  ,                  
3566,3,5,4950,2,7,2,1,1,2,2,2,2,343.4,22,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3567,2,4,1200,2,1,2,1,2,1,2,2,2,2447.55,17,1,183348,0,0,0,0,                  ,                  ,                  ,                  ,                  
3568,4,9,400000,8,6,18,1,1,1,1,2,2,135.43,62,2,0,0,0,0,1387,                  ,                  ,                  ,                  ,                  
3569,3,5,4300,2,4,6,1,1,2,2,2,2,808.04,21,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3570,3,7,91000,6,5,2,1,1,1,2,2,2,69.29,36,2,0,0,0,0,12377,                  ,                  ,                  ,                  ,                  
3571,1,1,38500,5,1,13,1,1,1,2,2,2,221.72,3,1,1644525,0,19755,0,0,                  ,                  ,                  ,                  ,                  
3572,4,9,106000,7,3,14,1,1,1,2,2,2,137.78,55,2,379456,0,0,0,0,                  ,                  ,                  ,                  ,                  
3574,3,5,2500,2,6,25,1,1,2,2,2,2,734.43,56,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3575,3,5,93000,6,7,5,1,2,2,2,2,2,377.5,52,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3576,4,9,14000,4,8,23,1,1,2, ,2,2,950.84,40,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3577,3,5,1500,2,6,25,1,2,2,2,2,2,2314.83,25,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3578,3,5,65000,6,7,6,1,1,2,2,2,2,377.81,21,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3580,4,9,100000,6,8,5,1,2,2,2,2,2,188.02,62,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3581,1,2,1850,2,3,26,1,2,1,2,2,2,2739.65,8,1,230617,0,3769,0,0,                  ,                  ,                  ,                  ,                  
3582,1,2,2500,2,2,2,1,1,2,2,2,2,2739.65,6,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3583,2,4,5000,2,7,2,1,1,2,2,2,2,1701.91,18,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3584,3,7,3500,2,6,2,1,2,2,2,2,2,2544.74,36,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3585,3,7,18250,4,6,14,1,2,2,2,2,2,403.31,34,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3587,1,2,360000,8,1,5,1,1,1,1,2,2,28.58,5,2,0,0,0,0,13869,                  ,                  ,                  ,                  ,                  
3588,4,9,9000,3,7,13,1,2,2,1,2,2,2976.63,41,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3589,3,5,76000,6,7,14,1,2,2,2,2,2,364.2,26,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3591,2,3,10750,4,3,2,1,2,2,2,2,2,364.88,13,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3592,3,5,53000,6,8,23,1,1,2, ,2,2,206.11,21,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3596,1,2,1400000,10,6,24,1,1,1, ,2,2,46.81,9,2,2362445,0,0,0,0,                  ,                  ,                  ,                  ,                  
3598,2,3,70000,6,2,14,1,1,2,2,2,2,317.92,14,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3599,2,4,3150,2,5,25,1,2,1,2,2,2,2447.55,17,2,167676,0,0,0,0,                  ,                  ,                  ,                  ,                  
3600,3,7,134000,7,8,25,1,2,1,2,2,2,101.22,49,1,0,0,0,0,22884,                  ,                  ,                  ,                  ,                  
3602,2,3,250000,8,3,23,1,1,2, ,2,2,94.19,15,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3603,2,3,16000,4,3,12,1,1,2,2,2,2,864.37,60,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3604,2,4,2300,2,7,14,1,1,2,2,2,2,2724.37,18,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3605,3,5,4000,2,3,25,1,2,2,2,2,2,2544.74,52,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3607,3,7,32500,5,7,23,1,1,2, ,2,2,381.35,49,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3608,3,5,66000,6,5,14,1,2,2,1,2,2,343.4,25,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3609,3,7,12000,4,7,25,1,1,2,2,2,2,734.43,32,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3610,3,7,2400,2,6,6,1,2,2,2,2,2,2314.83,32,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3611,3,7,200000,7,7,13,1,2,2,2,2,1,3.55,33,1,                  ,                  ,                  ,                  ,                  ,11411000,0,0,0,0
3612,2,3,9400,3,6,2,1,1,2,2,2,2,780.38,14,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3613,1,2,78000,6,3,13,1,1,2,2,2,2,82.18,6,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3614,1,2,122000,7,6,2,1,1,2,2,2,2,86.75,10,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3615,3,5,2400,2,4,15,1,1,2,2,2,2,1446.07,22,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3616,2,4,2400,2,1,1,1,2,2,2,2,2,2447.55,17,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3617,1,2,36500,5,4,2,1,1,2,2,2,2,406.42,51,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3620,1,2,104000,7,4,14,1,1,1,2,2,2,137.78,7,1,651843,0,0,0,0,                  ,                  ,                  ,                  ,                  
3621,2,3,85000,6,6,2,1,1,2,2,2,2,116.76,64,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3622,4,9,230000,8,7,1,1,1,2,2,2,2,89.9,47,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3623,4,9,1600,2,4,2,1,2,2,2,2,2,2739.65,55,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3624,4,9,6700,3,8,13,1,1,2,2,2,2,2996.93,40,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3625,4,9,6800,3,3,8,1,2,2,2,2,2,1872.17,62,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3627,1,2,150000,7,4,6,1,1,2,2,2,2,86.75,5,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3628,1,2,370000,8,2,2,1,1,2,2,2,2,28.58,82,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
