# File: EIA_860_generators_retired_2016.csv
# Title: EIA 2016 Form EIA-860 Data - Schedule 3; 'Generator Data' (Retired & Canceled Units Only)
# Unit: MW
# Comments: Selected columns from original form
# Source: https://www.eia.gov/electricity/data/eia860/
# Column types: cicccccinni 
# ----------
State,Plant.Code,Generator.ID,Status,Technology,Prime.Mover,Energy.Source.1,Operating.Year,Nameplate.Capacity..MW.,Summer.Capacity..MW.,Retirement.Year
WA,3920,2,RE,Wood/Wood Waste Biomass,ST,WDS,1989,25,25,2005
WV,3938,1,RE,Conventional Steam Coal,ST,BIT,1950,152.5,145,2015
WV,3938,2,RE,Conventional Steam Coal,ST,BIT,1950,152.5,145,2015
WV,3938,3,RE,Conventional Steam Coal,ST,BIT,1951,152.5,145,2015
WV,3938,4,RE,Conventional Steam Coal,ST,BIT,1952,152.5,145,2015
WV,3938,5,RE,Conventional Steam Coal,ST,BIT,1960,495.5,440,2012
WV,3942,1,RE,Conventional Steam Coal,ST,BIT,1952,69,73,2012
WV,3942,2,RE,Conventional Steam Coal,ST,BIT,1952,69,73,2012
WV,3942,3,RE,Conventional Steam Coal,ST,BIT,1954,140.2,137,2012
WV,3945,5,RE,Conventional Steam Coal,ST,BIT,1943,35,37,2012
WV,3945,6,RE,Conventional Steam Coal,ST,BIT,1951,74.7,88,2012
WV,3946,1,RE,Conventional Steam Coal,ST,BIT,1949,50,54,2012
WV,3946,2,RE,Conventional Steam Coal,ST,BIT,1960,163.2,181,2012
WV,3947,1,RE,Conventional Steam Coal,ST,BIT,1958,237.5,200,2015
WV,3947,2,RE,Conventional Steam Coal,ST,BIT,1958,237.5,200,2015
WV,3947,3,RE,Conventional Steam Coal,ST,BIT,1959,237.5,200,2015
WI,3971,8,RE,Conventional Hydroelectric,HY,WAT,1896,0.4,0.4,1999
WI,3992,1,RE,Conventional Steam Coal,ST,BIT,1925,10,6.8,2006
WI,3992,3,RE,Conventional Steam Coal,ST,BIT,1953,34.5,30.1,2011
WI,3992,4,RE,Conventional Steam Coal,ST,BIT,1938,20,12,2011
WI,3992,5,RE,Conventional Steam Coal,ST,BIT,1948,23,22.9,2011
WI,3996,1,RE,Conventional Hydroelectric,HY,WAT,1928,0.1,0.1,2006
WI,3996,3,RE,Conventional Hydroelectric,HY,WAT,1965,0.2,0.2,2006
WI,3996,IC1,RE,Petroleum Liquids,IC,DFO,1951,0.8,0.6,2006
WI,4002,6,RE,Conventional Hydroelectric,HY,WAT,1916,0.5,0.7,2007
WI,4002,7,RE,Conventional Hydroelectric,HY,WAT,1907,0.7,0.7,2007
WI,4040,1,RE,Conventional Steam Coal,ST,BIT,1935,80,65,2004
WI,4040,2,RE,Conventional Steam Coal,ST,BIT,1943,80,80,2004
WI,4040,3,RE,Conventional Steam Coal,ST,BIT,1948,80,80,2004
WI,4040,4,RE,Conventional Steam Coal,ST,BIT,1949,80,80,2003
WI,4040,6,RE,Petroleum Liquids,GT,DFO,1969,19.6,17,2003
WI,4041,9,RE,Natural Gas Fired Combustion Turbine,GT,NG,1968,19.6,18,2008
WI,4048,3,RE,Natural Gas Steam Turbine,ST,NG,1946,25,26.5,2010
WI,4048,4,RE,Natural Gas Steam Turbine,ST,NG,1948,25,24.3,2010
WI,4050,3,RE,Conventional Steam Coal,ST,SUB,1951,69,47.2,2015
WI,4054,1,RE,Conventional Steam Coal,ST,SUB,1959,113.6,103.9,2015
WI,4054,2,RE,Conventional Steam Coal,ST,SUB,1962,113.6,105.2,2015
WI,4057,1,RE,Natural Gas Steam Turbine,ST,NG,1954,75,72.9,2010
WI,4057,2,RE,Natural Gas Steam Turbine,ST,NG,1955,75,76.7,2010
WI,4062,1,RE,Petroleum Liquids,IC,DFO,1964,2,2.1,2011
WI,4062,2,RE,Petroleum Liquids,IC,DFO,1964,2,2.1,2011
WI,4064,2,RE,Conventional Hydroelectric,HY,WAT,1905,0.5,0.3,1984
WI,4064,3,RE,Conventional Hydroelectric,HY,WAT,1924,0.4,0.1,1984
WI,4072,3,RE,Conventional Steam Coal,ST,SUB,1943,30,25.8,2007
WI,4072,4,RE,Conventional Steam Coal,ST,SUB,1947,30,30.1,2007
WI,4072,5,RE,Conventional Steam Coal,ST,SUB,1949,50,47.7,2015
WI,4072,6,RE,Conventional Steam Coal,ST,SUB,1951,69,69.8,2015
WI,4072,GT1,IP,Natural Gas Fired Combustion Turbine,GT,NG,,85,74,
WI,4072,GT2,IP,Natural Gas Fired Combustion Turbine,GT,NG,,85,74,
WI,4078,1,RE,Conventional Steam Coal,ST,SUB,1954,60,50.7,2015
WI,4107,4,RE,Petroleum Liquids,IC,DFO,1962,0.3,0.3,2001
WI,4120,1,RE,Conventional Hydroelectric,HY,WAT,1928,1.8,1.8,2012
WI,4120,2,RE,Conventional Hydroelectric,HY,WAT,1928,1.8,1.8,2012
WI,4121,3,RE,Conventional Hydroelectric,HY,WAT,1907,1,1,2012
WI,4121,4,RE,Conventional Hydroelectric,HY,WAT,1907,1,1,2012
WI,4125,2,RE,Conventional Steam Coal,ST,BIT,1935,5,5,2003
WI,4125,3,RE,Conventional Steam Coal,ST,BIT,1941,10,10,2003
WI,4125,4,RE,Petroleum Coke,ST,PC,1950,10,9.5,2011
WI,4125,8,IP,Petroleum Coke,ST,PC,,60,60,
WI,4125,IC1,RE,Natural Gas Internal Combustion Engine,IC,NG,1985,5.5,5,2009
WI,4130,1,RE,Petroleum Liquids,IC,DFO,1930,0.1,0.1,2003
WI,4130,3,RE,Petroleum Liquids,IC,DFO,1936,0.2,0.2,2003
WI,4130,4,RE,Petroleum Liquids,IC,DFO,1948,0.3,0.3,2003
WI,4139,1,RE,Petroleum Liquids,IC,DFO,1948,0.4,0.4,2001
WI,4139,2,RE,Petroleum Liquids,IC,DFO,1966,0.7,0.7,2001
WI,4140,1,RE,Conventional Steam Coal,ST,BIT,1947,15,18.9,2012
WI,4140,2,RE,Conventional Steam Coal,ST,BIT,1947,15,18,2012
WI,4140,3,RE,Conventional Steam Coal,ST,BIT,1951,15,18.9,2012
WI,4140,4,RE,Conventional Steam Coal,ST,BIT,1957,54.4,40.4,2014
WI,4140,5,RE,Conventional Steam Coal,ST,BIT,1960,81.6,62.1,2014
WY,4150,5,RE,Conventional Steam Coal,ST,SUB,1959,21.7,14.6,2014
WY,4151,1,RE,Conventional Steam Coal,ST,SUB,1948,11.5,10.1,2014
WY,4151,2,RE,Conventional Steam Coal,ST,SUB,1950,11.5,10.1,2014
WY,4151,3,RE,Conventional Steam Coal,ST,SUB,1952,11.5,10.1,2014
UT,4251,IC2,RE,Petroleum Liquids,IC,DFO,1927,0.1,0.1,2002
UT,4251,IC3,RE,Petroleum Liquids,IC,DFO,1927,0.1,0.1,2002
UT,4251,IC4,RE,Petroleum Liquids,IC,DFO,1935,1.2,0.1,2002
UT,4251,IC5A,RE,Petroleum Liquids,IC,DFO,1990,1,1.1,2002
UT,4251,IC5B,RE,Petroleum Liquids,IC,DFO,1990,1,1.1,2002
UT,4251,IC6,RE,Petroleum Liquids,IC,DFO,1947,2.2,2.2,2002
MI,4259,1,RE,Conventional Steam Coal,ST,BIT,1982,55,55,2016
MI,4259,2,RE,Petroleum Liquids,IC,DFO,2006,1.6,1.6,2012
MI,4259,3,RE,Petroleum Liquids,IC,DFO,2006,1.6,1.6,2012
UT,4264,NA1,IP,Conventional Hydroelectric,HY,WAT,,1.2,0.7,
UT,4264,NA2,IP,Conventional Hydroelectric,HY,WAT,,1.2,0.7,
UT,4264,NA3,IP,Conventional Hydroelectric,HY,WAT,,1,1,
TX,4266,1,RE,Natural Gas Steam Turbine,ST,NG,1955,12.6,12,2005
TX,4266,2,RE,Natural Gas Steam Turbine,ST,NG,1955,12.6,12,2005
TX,4266,3,RE,Natural Gas Steam Turbine,ST,NG,1962,22,22,2005
TX,4937,1,RE,Natural Gas Steam Turbine,ST,NG,1974,446,350,2013
CA,6013,O3,RE,Natural Gas Fired Combustion Turbine,GT,NG,1972,24.4,23.5,2003
CA,6013,O4,RE,Natural Gas Fired Combustion Turbine,GT,NG,1978,37.8,32,2003
IL,6017,2,RE,Conventional Steam Coal,ST,RC,1982,617.4,600,2016
IL,6025,1,RE,Natural Gas Steam Turbine,ST,NG,1978,544.9,554,2004
IL,6025,2,RE,Natural Gas Steam Turbine,ST,NG,1977,544.9,554,2004
IL,6025,3,RE,Natural Gas Steam Turbine,ST,NG,1977,518.9,530,2004
IL,6025,4,RE,Natural Gas Steam Turbine,ST,NG,1978,520.7,530,2004
IL,6025,5,RE,Natural Gas Steam Turbine,ST,NG,1979,520.7,503,2004
FL,6043,5CC,IP,Natural Gas Fired Combined Cycle,CC,NG,,448,419,
FL,6043,5CW,IP,Natural Gas Fired Combined Cycle,CA,NG,,429,394,
FL,6043,6CC,IP,Natural Gas Fired Combined Cycle,CC,NG,,448,419,
FL,6043,6CW,IP,Natural Gas Fired Combined Cycle,CA,NG,,429,394,
FL,6046,P1,RE,Petroleum Liquids,GT,DFO,1976,66.8,54,2016
LA,6055,BC24,IP,Conventional Steam Coal,ST,SUB,,730,705,
KS,6064,2,IP,Conventional Steam Coal,ST,SUB,,261,235,
KS,6064,CT5,IP,Natural Gas Fired Combustion Turbine,GT,NG,,55,45,
MA,6081,3A,IP,Natural Gas Fired Combined Cycle,CC,NG,,302,289,
MA,6081,CT4,IP,Petroleum Liquids,CT,DFO,,120,100,
OK,6095,RR1,CN,Conventional Steam Coal,ST,SUB,,950,885,
TX,6139,2,RE,Conventional Steam Coal,ST,SUB,1980,558,528,2016
TX,6146,4,IP,Conventional Steam Coal,ST,SUB,,800,800,
TX,6147,4,IP,Conventional Steam Coal,ST,SUB,,800,800,
TX,6180,1,IP,Conventional Steam Coal,ST,LIG,,800.8,750,
TX,6180,2,IP,Conventional Steam Coal,ST,LIG,,800.8,750,
FL,6192,1,RE,Petroleum Liquids,GT,DFO,1964,11,7,2006
CO,6206,3,RE,Conventional Hydroelectric,HY,WAT,1949,3.5,4,2007
CA,6212,1,RE,Petroleum Liquids,GT,DFO,1975,13.3,15,2007
CA,6212,2,RE,Petroleum Liquids,GT,DFO,1975,13.3,15,2010
CA,6212,3,RE,Petroleum Liquids,GT,DFO,1976,13.3,15,2010
IA,6220,4,RE,Petroleum Liquids,IC,DFO,1954,0.5,0.5,2009
IA,6220,5,RE,Petroleum Liquids,IC,DFO,1958,0.5,0.5,2009
IN,6225,1,RE,Conventional Steam Coal,ST,BIT,1968,14.5,13.6,2016
NE,6229,3,RE,Petroleum Liquids,IC,DFO,1980,1,0.8,2003
WI,6231,2,RE,Conventional Hydroelectric,HY,WAT,1901,0.8,1,2006
IL,6237,1,RE,Petroleum Liquids,IC,DFO,1949,1,1,2011
IL,6237,2,RE,Petroleum Liquids,IC,DFO,1949,1,1,2011
IL,6237,3,RE,Petroleum Liquids,IC,DFO,1949,1,1,2011
IL,6237,4,RE,Petroleum Liquids,IC,DFO,1955,3,2.7,2011
IL,6237,5,RE,Petroleum Liquids,IC,DFO,1955,3,2.7,2011
IL,6238,1,RE,Conventional Steam Coal,ST,BIT,1967,22,22.2,2012
FL,6246,1GT1,RE,Natural Gas Fired Combined Cycle,CT,NG,1978,85,,2014
FL,6246,1GT2,RE,Natural Gas Fired Combined Cycle,CT,NG,1978,85,,2014
FL,6246,1ST,RE,Natural Gas Fired Combined Cycle,CA,NG,1978,120,249,2014
FL,6246,2GT1,RE,Natural Gas Fired Combined Cycle,CT,NG,1977,85,,2014
FL,6246,2GT2,RE,Natural Gas Fired Combined Cycle,CT,NG,1977,85,,2014
FL,6246,2ST,RE,Natural Gas Fired Combined Cycle,CA,NG,1977,120,249,2014
AK,6281,2,RE,Petroleum Liquids,IC,DFO,1976,5.2,5.2,2003
AK,6281,3,RE,Petroleum Liquids,IC,DFO,1976,5.2,5.2,2004
AK,6281,6,RE,Petroleum Liquids,IC,DFO,1968,2,2,2004
AK,6281,7,RE,Petroleum Liquids,IC,DFO,1968,2,2,2002
AK,6281,8,RE,Petroleum Liquids,IC,DFO,1968,2.6,2,2002
AK,6281,9,RE,Petroleum Liquids,IC,DFO,1968,2,2,2002
AK,6283,1,RE,Petroleum Liquids,IC,DFO,1964,0.3,0.3,2003
AK,6283,2,RE,Petroleum Liquids,IC,DFO,1964,0.6,0.6,2003
AK,6283,3,RE,Petroleum Liquids,IC,DFO,1970,0.6,0.6,2003
AK,6283,4,RE,Petroleum Liquids,IC,DFO,1979,0.6,0.6,2003
AK,6293,3,RE,Natural Gas Fired Combustion Turbine,GT,NG,1969,16.3,16.7,2015
AK,6299,1,RE,Petroleum Liquids,IC,DFO,1965,0.4,0.3,2010
AK,6299,2,RE,Petroleum Liquids,IC,DFO,1982,0.4,0.5,2010
AK,6299,3,RE,Petroleum Liquids,IC,DFO,1983,0.4,0.4,2010
AK,6299,4,RE,Petroleum Liquids,IC,DFO,1983,0.4,0.4,2010
AK,6301,5,RE,Petroleum Liquids,IC,DFO,1977,0.4,0.4,2004
AK,6301,6,RE,Petroleum Liquids,IC,DFO,1977,0.4,0.4,2004
AK,6301,7,RE,Petroleum Liquids,IC,DFO,1977,0.4,0.4,2004
AK,6304,11,RE,Petroleum Liquids,IC,DFO,1994,1,1,2013
AK,6304,12,RE,Petroleum Liquids,IC,DFO,1994,1,1,2012
AK,6304,9,RE,Petroleum Liquids,IC,DFO,1983,2.1,2.1,2004
AK,6305,1,RE,Petroleum Liquids,IC,DFO,1959,0.3,0.3,2008
AK,6305,2,RE,Petroleum Liquids,IC,DFO,1959,0.3,0.3,2008
AK,6306,1,RE,Petroleum Liquids,IC,DFO,1967,0.5,0.5,2016
AK,6306,2,RE,Petroleum Liquids,IC,DFO,1967,0.5,0.5,2016
AK,6306,3,RE,Petroleum Liquids,IC,DFO,1967,0.5,0.5,2016
AK,6311,1,RE,Petroleum Liquids,IC,DFO,1977,0.4,0.4,2009
AK,6311,2,RE,Petroleum Liquids,IC,DFO,1976,0.3,0.3,2009
AK,6311,3,RE,Petroleum Liquids,IC,DFO,1979,0.3,0.3,2009
AK,6314,2,RE,Petroleum Liquids,IC,DFO,1977,0.3,0.3,2011
AK,6314,4,RE,Petroleum Liquids,IC,DFO,1980,0.3,0.3,2005
AK,6314,5,RE,Petroleum Liquids,IC,DFO,1988,0.5,0.5,2005
AK,6314,5a,RE,Petroleum Liquids,IC,DFO,2005,0.5,0.5,2016
AK,6319,4A,RE,Petroleum Liquids,IC,DFO,1987,0.3,0.3,2013
AK,6319,5,RE,Petroleum Liquids,IC,DFO,1991,0.5,0.5,2016
AK,6323,1A,RE,Petroleum Liquids,IC,DFO,1977,0.3,0.3,2001
AK,6323,2,RE,Petroleum Liquids,IC,DFO,1990,0.3,0.3,2000
AK,6329,3A,RE,Petroleum Liquids,IC,DFO,1977,0.3,0.3,2005
AK,6329,4,RE,Petroleum Liquids,IC,DFO,1982,0.6,0.6,2015
AK,6329,5,RE,Petroleum Liquids,IC,DFO,1988,0.5,0.5,2003
AK,6330,3,RE,Petroleum Liquids,IC,DFO,1984,0.3,0.3,2003
AK,6333,2,RE,Petroleum Liquids,IC,DFO,1976,0.3,0.3,2006
AK,6333,3,RE,Petroleum Liquids,IC,DFO,1976,0.3,0.3,2006
AK,6333,4,RE,Petroleum Liquids,IC,DFO,1986,0.6,0.6,2006
AK,6333,5,RE,Petroleum Liquids,IC,DFO,1994,0.5,0.5,2004
AK,6338,1,RE,Petroleum Liquids,IC,DFO,1977,0.6,0.6,2006
AK,6341,1,RE,Petroleum Liquids,IC,DFO,1974,0.3,0.3,2003
AK,6341,2,RE,Petroleum Liquids,IC,DFO,2003,0.7,0.7,2005
AK,6341,2A,RE,Petroleum Liquids,IC,DFO,2005,0.5,0.5,2013
AK,6341,3,RE,Petroleum Liquids,IC,DFO,1978,0.3,0.3,2003
AK,6341,3A,RE,Petroleum Liquids,IC,DFO,1996,0.8,0.8,2014
AK,6345,3,RE,Petroleum Liquids,IC,DFO,1977,0.3,0.3,2002
AK,6345,4,RE,Petroleum Liquids,IC,DFO,1988,0.5,0.5,2006
AK,6348,2,RE,Petroleum Liquids,IC,DFO,1970,0.3,0.3,2004
AK,6348,4a,RE,Petroleum Liquids,IC,DFO,2004,0.5,0.5,2014
AK,6348,5,RE,Petroleum Liquids,IC,DFO,1986,0.5,0.5,2004
,6358,,,,,,,,,
WY,6394,1,RE,Conventional Hydroelectric,HY,WAT,1940,0.4,0.4,1988
WY,6394,2,RE,Conventional Hydroelectric,HY,WAT,1940,0.4,0.4,1988
ID,6396,3,IP,Conventional Hydroelectric,HY,WAT,,12.5,12.5,
ID,6397,1,RE,Conventional Hydroelectric,HY,WAT,1912,0.5,0.5,2004
ID,6397,2,RE,Conventional Hydroelectric,HY,WAT,1912,0.5,0.5,2004
ID,6397,3,RE,Conventional Hydroelectric,HY,WAT,1912,0.5,0.5,2004
HI,6478,1,RE,Petroleum Liquids,ST,RFO,1943,3.5,3.4,2001
HI,6478,3,RE,Petroleum Liquids,ST,RFO,1955,7.5,7.5,2015
HI,6478,4,RE,Petroleum Liquids,ST,RFO,1958,7.5,7.5,2015
OR,6482,1,RE,Conventional Hydroelectric,HY,WAT,1943,1,1.1,2010
NV,6509,1,RE,Petroleum Liquids,IC,DFO,1967,2,1.8,2011
NV,6509,2,RE,Petroleum Liquids,IC,DFO,1967,2,1.8,2011
NV,6509,3,RE,Petroleum Liquids,IC,DFO,1967,2,1.8,2011
NV,6509,4,RE,Petroleum Liquids,IC,DFO,1967,2,1.8,2011
NV,6511,1,RE,Petroleum Liquids,IC,DFO,1966,2,1.7,1998
CA,6512,1,RE,Conventional Hydroelectric,HY,WAT,1933,1.4,1.4,2006
CA,6512,2,RE,Conventional Hydroelectric,HY,WAT,1933,1.4,1.4,2006
NV,6514,1,RE,Petroleum Liquids,IC,DFO,1969,2.7,2.7,2013
NV,6514,2,RE,Petroleum Liquids,IC,DFO,1969,2.7,2.7,2013
CA,6518,1,RE,Petroleum Liquids,IC,DFO,1969,2.7,2.7,2008
CA,6518,2,RE,Petroleum Liquids,IC,DFO,1969,2.7,2.7,2008
CA,6518,3,RE,Petroleum Liquids,IC,DFO,1969,2.7,2.7,2008
CA,6518,4,RE,Petroleum Liquids,IC,DFO,1969,2.7,2.7,2008
CA,6518,5,RE,Petroleum Liquids,IC,DFO,1969,2.7,2.7,2008
CA,6518,6,RE,Petroleum Liquids,IC,DFO,1969,2.7,2.7,2008
NV,6521,IC1,RE,Petroleum Liquids,IC,DFO,1949,1,0.9,1992
NV,6521,IC2,RE,Petroleum Liquids,IC,DFO,1949,1,0.9,1992
CA,6524,1,RE,Petroleum Liquids,IC,DFO,1965,2,2,2007
CA,6524,2,RE,Petroleum Liquids,IC,DFO,1965,2,2,2007
CA,6524,3,RE,Petroleum Liquids,IC,DFO,1965,2,2,2007
NV,6530,1,RE,Petroleum Liquids,IC,DFO,1960,2,2,2011
NV,6530,2,RE,Petroleum Liquids,IC,DFO,1960,2,2,2011
NV,6530,3,RE,Petroleum Liquids,IC,DFO,1960,2,2,2011
NV,6533,1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,14.9,15,2011
UT,6553,1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,16,14,2011
IA,6554,5,RE,Natural Gas Internal Combustion Engine,IC,NG,1948,1.2,1.2,2013
IA,6554,6,RE,Natural Gas Internal Combustion Engine,IC,NG,1952,1.3,1.3,2013
AK,6555,3,RE,Petroleum Liquids,IC,DFO,1979,0.2,0.2,2010
AK,6555,4,RE,Petroleum Liquids,IC,DFO,1979,0.2,0.1,2010
AK,6555,5,RE,Petroleum Liquids,IC,DFO,1979,0.6,0.6,2010
LA,6558,1,RE,Natural Gas Steam Turbine,ST,NG,1956,17.5,16,2005
LA,6558,2,RE,Natural Gas Steam Turbine,ST,NG,1956,17.5,16,2005
LA,6558,3,RE,Natural Gas Steam Turbine,ST,NG,1965,55,50,2016
LA,6558,4,RE,Natural Gas Steam Turbine,ST,NG,1974,85,80,2016
AK,6559,5,RE,Natural Gas Fired Combined Cycle,CT,NG,1975,38.1,33.8,2016
AK,6559,6,RE,Natural Gas Fired Combined Cycle,CA,NG,1979,33,34,2016
MD,6565,6A,IP,Petroleum Liquids,IC,DFO,,5,5,
MD,6565,7A,IP,Petroleum Liquids,IC,DFO,,7.5,7.5,
RI,6567,11,RE,Petroleum Liquids,IC,DFO,1972,1,0.8,2005
RI,6567,19,RE,Petroleum Liquids,IC,DFO,1993,1.1,1,2012
RI,6567,21,RE,Petroleum Liquids,IC,DFO,1997,1.6,1.5,2002
RI,6567,22,RE,Petroleum Liquids,IC,DFO,1999,1.3,1.2,2016
FL,6582,2,RE,Petroleum Liquids,IC,DFO,1966,2.7,2.5,2006
FL,6582,3,RE,Petroleum Liquids,IC,DFO,1968,2.3,2,2006
FL,6584,IC1,RE,Petroleum Liquids,IC,DFO,1965,2.5,1.5,2009
FL,6584,IC2,RE,Petroleum Liquids,IC,DFO,1965,2.5,1.5,2009
FL,6584,IC3,RE,Petroleum Liquids,IC,DFO,1965,2.5,1.5,2009
MA,6585,2,RE,Petroleum Liquids,IC,DFO,1975,1.1,1,2010
CT,6635,1,RE,Petroleum Liquids,ST,DFO,1953,7.5,7.5,1998
CT,6635,2,RE,Petroleum Liquids,ST,DFO,1953,7.5,7.3,2000
CT,6635,3,RE,Petroleum Liquids,ST,DFO,1953,7.5,7.3,2000
AK,6637,2A,RE,Petroleum Liquids,IC,DFO,1984,0.8,0.8,1999
AK,6637,3,RE,Petroleum Liquids,IC,DFO,1973,0.6,0.6,1999
AK,6637,4,RE,Petroleum Liquids,IC,DFO,1973,1.1,1.1,1993
AK,6637,4A,RE,Petroleum Liquids,IC,DFO,1993,1.1,1.1,2014
AK,6637,5,RE,Petroleum Liquids,IC,DFO,1989,0.3,0.3,2006
AK,6702,IC1,RE,Petroleum Liquids,IC,DFO,1989,0.3,0.3,2011
AK,6702,IC2,RE,Petroleum Liquids,IC,DFO,1964,0.1,0.1,2011
AK,6702,IC3,RE,Petroleum Liquids,IC,DFO,1974,0.2,0.2,2011
AK,6702,IC4,RE,Petroleum Liquids,IC,DFO,1980,0.2,0.2,2011
AK,6702,IC5,RE,Petroleum Liquids,IC,DFO,1990,0.4,0.4,2011
CA,6704,MT12,IP,Petroleum Liquids,GT,PG,,0.1,0.1,
CA,6704,MT13,IP,Petroleum Liquids,GT,PG,,0.1,0.1,
LA,6706,9,RE,Natural Gas Steam Turbine,ST,NG,1968,21,19,2002
CA,6707,NTCG,RE,Natural Gas Fired Combustion Turbine,GT,NG,1968,16,13,2002
OK,6772,2,IP,Conventional Steam Coal,ST,SUB,,750,750,
TX,7030,3,CN,Conventional Steam Coal,ST,LIG,,600,600,
ME,7044,BU1,RE,Conventional Hydroelectric,HY,WAT,1986,1.2,0.9,2006
ME,7044,BU2,RE,Conventional Hydroelectric,HY,WAT,1986,1.5,0.9,2006
ME,7044,BU3,RE,Conventional Hydroelectric,HY,WAT,1986,1.2,0.9,2006
ME,7048,HM1,RE,Conventional Hydroelectric,HY,WAT,1986,0.3,0.3,2006
ME,7048,HM2,RE,Conventional Hydroelectric,HY,WAT,1986,0.3,0.3,2006
ME,7048,HM3,RE,Conventional Hydroelectric,HY,WAT,1986,0.3,0.3,2006
ME,7048,HM4,RE,Conventional Hydroelectric,HY,WAT,1986,0.3,0.3,2006
ME,7048,HM5,RE,Conventional Hydroelectric,HY,WAT,1986,0.3,0.3,2006
ME,7048,HM6,RE,Conventional Hydroelectric,HY,WAT,1986,0.3,0.3,2006
SC,7106,GT1,IP,Natural Gas Fired Combustion Turbine,GT,NG,,170,150,
UT,7111,NA1,RE,Natural Gas Internal Combustion Engine,IC,NG,1987,0.6,0.6,2003
UT,7111,NA2,RE,Natural Gas Internal Combustion Engine,IC,NG,1987,0.6,0.6,2003
UT,7111,NA3,RE,Natural Gas Internal Combustion Engine,IC,NG,1987,0.6,0.6,2012
UT,7111,NA4,RE,Natural Gas Internal Combustion Engine,IC,NG,1987,0.6,0.6,2003
UT,7111,NA7,RE,Petroleum Liquids,IC,DFO,1996,1.5,1.5,2005
UT,7111,NA8,RE,Petroleum Liquids,IC,DFO,1991,1.6,1.5,2005
MI,7115,1,RE,Conventional Hydroelectric,HY,WAT,1988,1,1,2006
CA,7148,1,RE,Conventional Hydroelectric,HY,WAT,1923,1.5,1.5,2001
AK,7169,4,RE,Petroleum Liquids,IC,DFO,1980,0.4,0.3,2001
AK,7174,2A,RE,Petroleum Liquids,IC,DFO,2012,0.5,0.3,2015
AK,7174,3,RE,Petroleum Liquids,IC,DFO,1990,0.6,0.4,2009
AK,7174,4A,RE,Petroleum Liquids,IC,DFO,2011,0.5,0.3,2015
AK,7174,5,RE,Petroleum Liquids,IC,DFO,2000,0.5,0.4,2009
AK,7174,6,RE,Petroleum Liquids,IC,DFO,2009,0.5,0.3,2015
AK,7182,3,RE,Petroleum Liquids,IC,DFO,1980,0.3,0.2,2005
AK,7182,4,RE,Petroleum Liquids,IC,DFO,1980,0.3,0.2,2005
AK,7182,5,RE,Petroleum Liquids,IC,DFO,1991,0.3,0.3,1994
AK,7183,1,RE,Petroleum Liquids,IC,DFO,1983,0.3,0.3,2012
AK,7183,2,RE,Petroleum Liquids,IC,DFO,1983,0.3,0.3,2012
AK,7183,3,RE,Petroleum Liquids,IC,DFO,1983,0.3,0.3,2012
AK,7183,4,RE,Petroleum Liquids,IC,DFO,1989,0.6,0.6,2012
OK,7185,1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1991,33,31.5,2006
OK,7185,2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1991,33,28.3,2006
IN,7228,1,IP,Natural Gas Fired Combustion Turbine,GT,NG,,318,286,
IN,7228,10,IP,Natural Gas Fired Combustion Turbine,GT,NG,,259,191,
IN,7228,11,IP,Natural Gas Fired Combustion Turbine,GT,NG,,259,252.2,
IN,7228,12,IP,Natural Gas Fired Combustion Turbine,GT,NG,,239,214,
IN,7228,13,IP,Natural Gas Fired Combustion Turbine,GT,NG,,239,214,
IN,7228,14,IP,Natural Gas Fired Combustion Turbine,GT,NG,,239,214,
IN,7228,15,IP,Natural Gas Fired Combustion Turbine,GT,NG,,239,214,
IN,7228,16,IP,Natural Gas Fired Combustion Turbine,GT,NG,,239,214,
IN,7228,2,IP,Natural Gas Fired Combustion Turbine,GT,NG,,96,72.5,
IN,7228,3,IP,Natural Gas Fired Combustion Turbine,GT,NG,,96,72.5,
IN,7228,4,IP,Natural Gas Fired Combustion Turbine,GT,NG,,96,96,
IN,7228,5,IP,Natural Gas Fired Combustion Turbine,GT,NG,,185,156,
IN,7228,6,IP,Natural Gas Fired Combustion Turbine,GT,NG,,185,156,
IN,7228,7,IP,Natural Gas Fired Combustion Turbine,GT,NG,,185,156,
IN,7228,8,IP,Natural Gas Fired Combustion Turbine,GT,NG,,552,552,
IN,7228,9,IP,Natural Gas Fired Combustion Turbine,GT,NG,,259,191,
FL,7242,6,IP,Natural Gas Fired Combined Cycle,CC,NG,,600,459,
FL,7242,7,IP,Natural Gas Fired Combustion Turbine,GT,NG,,195.8,155,
FL,7242,8,IP,Natural Gas Fired Combustion Turbine,GT,NG,,600,459,
FL,7242,9,IP,Natural Gas Fired Combined Cycle,CA,NG,,463,459,
SC,7253,NA5,IP,Natural Gas Fired Combustion Turbine,GT,NG,,170,150,
OH,7286,1,RE,Conventional Steam Coal,ST,BIT,1988,50,50,2010
OH,7286,2,RE,Conventional Steam Coal,ST,BIT,1988,50,50,2010
OH,7286,3,RE,Conventional Steam Coal,ST,BIT,1988,50,50,2010
OH,7286,4,RE,Conventional Steam Coal,ST,BIT,1988,50,50,2010
SC,7300,GT8,IP,Natural Gas Fired Combustion Turbine,GT,NG,,170,150,
