# File: NREL_Res_PV_supply_curve.csv
# Title: PV supply curve for residential buildings
# Units: Relative_Cost - Unitless
# Source: Denholm, P. & Margolis, R. Supply Curves for Rooftop Solar PV-Generated Electricity for the United States. National Renewable Energy Laboratory, Technical Report NREL / TP-6A0-44073 (2008) - www.nrel.gov
State,TMY_Site,Pitch,MW,MWh,Relative_Cost
Kentucky,TN Nashville,10 S,128.3950423,202981.0919,1.411327209
Tennessee,TN Nashville,10 S,899.0810189,1421366.773,1.411327209
Illinois,MO Columbia,10 S,14.5295678,22969.42917,1.411359132
Missouri,MO Columbia,10 S,276.0128625,436341.8087,1.411359132
Alabama,AL Huntsville,Pitch SW,444.9027213,703279.5867,1.411471439
Mississippi,AL Huntsville,Pitch SW,16.33555017,25822.4066,1.411471439
Tennessee,AL Huntsville,Pitch SW,89.69891212,141791.4767,1.411471439
Arkansas,MO Springfield,10 S,52.83099814,83489.70914,1.411857652
Kansas,MO Springfield,10 S,25.09036659,39650.72556,1.411857652
Missouri,MO Springfield,10 S,324.5645226,512914.7383,1.411857652
California,OR Medford,Pitch SE,24.04467873,37985.15324,1.412342865
Oregon,OR Medford,Pitch SE,141.0292045,222794.2408,1.412342865
Texas,TX Corpus Christi,Pitch SE,289.262791,456829.1077,1.412777756
Texas,TX Lufkin,Flat,234.0965405,369655.0888,1.412971333
Montana,MT Miles City,Pitch S,25.37007313,40032.45911,1.413983998
North Dakota,MT Miles City,Pitch S,1.352282023,2133.820211,1.413983998
Illinois,MO Columbia,Pitch SW,16.42044264,25902.93944,1.414395462
Missouri,MO Columbia,Pitch SW,309.2336089,487810.202,1.414395462
Nebraska,NE Norfolk,Pitch SE,73.91682032,116582.7144,1.414634216
South Dakota,NE Norfolk,Pitch SE,9.718195174,15327.68275,1.414634216
Nebraska,SD Rapid City,10 S,1.397293433,2203.413861,1.414902732
North Dakota,SD Rapid City,10 S,2.197030621,3464.531937,1.414902732
South Dakota,SD Rapid City,10 S,71.56779775,112856.3792,1.414902732
Wyoming,SD Rapid City,10 S,8.259849336,13025.08556,1.414902732
Arkansas,MO Springfield,Pitch SW,57.53528442,90718.40816,1.415056848
Kansas,MO Springfield,Pitch SW,26.48369783,41758.00873,1.415056848
Missouri,MO Springfield,Pitch SW,363.6289184,573349.6753,1.415056848
Kentucky,TN Nashville,Pitch SW,130.0259772,204989.291,1.415252717
Tennessee,TN Nashville,Pitch SW,885.9686559,1396752.33,1.415252717
Utah,WY Rock Springs,Flat,10.14976049,15997.62679,1.4155828
Wyoming,WY Rock Springs,Flat,32.73673147,51598.26314,1.4155828
Alabama,AL Huntsville,Pitch SE,444.9027213,701055.7079,1.415948888
Mississippi,AL Huntsville,Pitch SE,16.33555017,25740.75216,1.415948888
Tennessee,AL Huntsville,Pitch SE,89.69891212,141343.1101,1.415948888
Virginia,VA Roanoke,Pitch S,205.4153815,323639.3439,1.416141639
West Virginia,VA Roanoke,Pitch S,30.34432185,47808.57374,1.416141639
Alabama,GA Atlanta,Flat,7.187064119,11322.18403,1.416303583
Georgia,GA Atlanta,Flat,1346.205339,2120752.555,1.416303583
North Dakota,SD Huron,Pitch S,1.387511815,2185.661577,1.416409453
South Dakota,SD Huron,Pitch S,71.00430851,111848.6972,1.416409453
Alabama,TN Chattanooga,Pitch S,47.86127589,75370.9626,1.416821877
Georgia,TN Chattanooga,Pitch S,166.0717317,261526.3811,1.416821877
Tennessee,TN Chattanooga,Pitch S,333.2457139,524788.5638,1.416821877
Idaho,ID Pocatello,10 S,213.7990623,336649.1741,1.416978586
Utah,ID Pocatello,10 S,0.806775834,1270.353645,1.416978586
Wyoming,ID Pocatello,10 S,16.54247998,26047.87954,1.416978586
Texas,TX Victoria,Flat,100.5566702,158201.722,1.418190989
Nebraska,SD Pierre,Pitch SE,2.068123596,3252.826878,1.418569389
South Dakota,SD Pierre,Pitch SE,31.01791927,48786.21455,1.418569389
Louisiana,LA Lake Charles,Flat,196.9467212,309744.5851,1.418665726
Georgia,GA Savannah,Flat,179.354093,282062.5709,1.418733671
South Carolina,GA Savannah,Flat,62.21991087,97850.61344,1.418733671
North Dakota,ND Bismarck,Pitch S,71.6384274,112633.9147,1.419096436
South Dakota,ND Bismarck,Pitch S,3.572958135,5617.603237,1.419096436
Utah,UT Salt Lake City,Flat,582.472633,915686.8518,1.419265321
Wyoming,UT Salt Lake City,Flat,9.685307969,15225.96713,1.419265321
Alabama,AL Mobile,Pitch SE,304.4805725,478528.4959,1.41966811
Florida,AL Mobile,Pitch SE,196.7239922,309175.8378,1.41966811
Mississippi,AL Mobile,Pitch SE,180.6989343,283990.4975,1.41966811
Illinois,IL Springfield,Pitch S,263.2436805,413610.3262,1.420043426
Maryland,VA Norfolk,Pitch S,7.603134217,11945.15161,1.420155942
North Carolina,VA Norfolk,Pitch S,79.24640849,124502.6507,1.420155942
Virginia,VA Norfolk,Pitch S,547.8877146,860776.836,1.420155942
Alabama,AL Mobile,10 S,315.597998,495785.7857,1.420284058
Florida,AL Mobile,10 S,183.855676,288826.3911,1.420284058
Mississippi,AL Mobile,10 S,185.6209074,291599.4651,1.420284058
Illinois,MO St. Louis,Pitch S,259.2953943,407208.7208,1.420734009
Missouri,MO St. Louis,Pitch S,903.0235025,1418147.231,1.420734009
Idaho,ID Pocatello,Pitch SW,211.0414547,331345.8996,1.421088796
Utah,ID Pocatello,Pitch SW,0.904941823,1420.805039,1.421088796
Wyoming,ID Pocatello,Pitch SW,14.94956743,23471.58703,1.421088796
Nebraska,SD Rapid City,Pitch SW,1.465540822,2300.522043,1.421368103
North Dakota,SD Rapid City,Pitch SW,2.216766923,3479.753751,1.421368103
South Dakota,SD Rapid City,Pitch SW,74.81253606,117436.4342,1.421368103
Wyoming,SD Rapid City,Pitch SW,7.464489897,11717.32871,1.421368103
Oregon,OR Burns,10 S,8.070692546,12665.85813,1.421710687
Wyoming,WY Lander,Flat,34.71219583,54450.13241,1.422388365
Nebraska,NE Norfolk,10 S,70.47465762,110526.3662,1.422663295
South Dakota,NE Norfolk,10 S,9.29670164,14580.14391,1.422663295
Alabama,AL Montgomery,Flat,386.1125893,605483.7302,1.422808754
Florida,AL Montgomery,Flat,31.07970001,48737.73406,1.422808754
North Carolina,VA Richmond,Pitch S,23.27756275,36462.03638,1.424398902
Virginia,VA Richmond,Pitch S,445.6415769,698054.1546,1.424398902
Alabama,AL Mobile,Pitch SW,304.4805725,476912.6915,1.424478018
Florida,AL Mobile,Pitch SW,196.7239922,308131.8713,1.424478018
Mississippi,AL Mobile,Pitch SW,180.6989343,283031.5721,1.424478018
Nebraska,NE Norfolk,Pitch SW,73.91682032,115655.1181,1.425980099
South Dakota,NE Norfolk,Pitch SW,9.718195174,15205.72727,1.425980099
Arkansas,TN Memphis,Flat,150.2479876,235028.8144,1.426338478
Kentucky,TN Memphis,Flat,5.674045514,8875.754088,1.426338478
Mississippi,TN Memphis,Flat,302.8693183,473770.1844,1.426338478
Missouri,TN Memphis,Flat,63.98568909,100091.062,1.426338478
Tennessee,TN Memphis,Flat,679.1653232,1062399.725,1.426338478
Oregon,OR Burns,Pitch SW,8.27579529,12939.77352,1.426980731
Montana,WY Sheridan,Pitch SE,5.31150492,8304.554614,1.427040461
Wyoming,WY Sheridan,Pitch SE,45.86043773,71702.93834,1.427040461
Texas,TX Houston,10 S,1818.820686,2843667.356,1.427072826
Colorado,CO Boulder/Denver,Flat,1117.438629,1746409.592,1.427619977
Kansas,MO Kansas City,Pitch SE,323.1385463,504887.9762,1.428001892
Missouri,MO Kansas City,Pitch SE,524.7109188,819834.826,1.428001892
Texas,TX Houston,Pitch SW,1911.289617,2985081.851,1.428582418
Iowa,IA Sioux City,Pitch S,100.9697702,157660.6984,1.428903718
Nebraska,IA Sioux City,Pitch S,19.46863112,30399.57377,1.428903718
South Dakota,IA Sioux City,Pitch S,8.739474421,13646.3779,1.428903718
Texas,TX Port Arthur,Flat,158.2581385,246677.2722,1.431436082
Oregon,WA Yakima,Pitch S,7.991891507,12456.95513,1.431438598
Washington,WA Yakima,Pitch S,172.3864956,268698.6979,1.431438598
South Carolina,SC Charleston,Flat,345.1627908,537898.3425,1.431722368
Florida,FL Jacksonville,Flat,521.3801021,811792.6899,1.432993963
Georgia,FL Jacksonville,Flat,73.60946043,114610.4764,1.432993963
Kansas,MO Kansas City,10 S,306.1379358,476658.7741,1.432994759
Missouri,MO Kansas City,10 S,468.3415984,729210.9408,1.432994759
Iowa,IA Des Moines,Pitch S,351.7784921,547691.6059,1.433072765
Missouri,IA Des Moines,Pitch S,9.993658799,15559.34532,1.433072765
Nebraska,SD Pierre,10 S,1.971815099,3069.216889,1.433420637
South Dakota,SD Pierre,10 S,29.67262292,46186.7421,1.433420637
Kansas,KS Wichita,Flat,352.1627999,547956.5611,1.43394466
Oklahoma,KS Wichita,Flat,25.98182686,40427.07663,1.43394466
Oregon,OR Pendleton,Pitch S,53.72879103,83569.45247,1.434480193
Washington,OR Pendleton,Pitch S,91.69358369,142619.6726,1.434480193
Louisiana,LA New Orleans,Flat,558.7016545,868792.7947,1.434824525
Mississippi,LA New Orleans,Flat,50.51631648,78553.93199,1.434824525
Arkansas,LA Shreveport,Flat,64.9141978,100925.0854,1.435078351
Louisiana,LA Shreveport,Flat,267.2610585,415523.0454,1.435078351
Texas,LA Shreveport,Flat,181.2928096,281864.2595,1.435078351
Alabama,GA Columbus,Flat,153.7082487,238855.3096,1.43581114
Georgia,GA Columbus,Flat,143.2087528,222539.5923,1.43581114
Kansas,MO Kansas City,Pitch SW,323.1385463,501923.0057,1.436437416
Missouri,MO Kansas City,Pitch SW,524.7109188,815020.3203,1.436437416
Nebraska,SD Pierre,Pitch SW,2.068123596,3210.332628,1.437346584
South Dakota,SD Pierre,Pitch SW,31.01791927,48148.88166,1.437346584
Arkansas,MS Jackson,Flat,3.84834678,5973.333738,1.437449063
Louisiana,MS Jackson,Flat,34.21147332,53102.4254,1.437449063
Mississippi,MS Jackson,Flat,466.9229721,724749.3279,1.437449063
Idaho,NV Elko,Flat,0.650418491,1009.464066,1.437596676
Nevada,NV Elko,Flat,18.63310237,28918.9922,1.437596676
Iowa,SD Sioux Falls,Pitch S,14.81061681,22972.7103,1.43845392
Minnesota,SD Sioux Falls,Pitch S,45.91565759,71219.66044,1.43845392
South Dakota,SD Sioux Falls,Pitch S,108.7823022,168731.9541,1.43845392
Arkansas,AR Fort Smith,Flat,238.5873464,370058.299,1.438508071
Missouri,AR Fort Smith,Flat,1.956150691,3034.066173,1.438508071
Oklahoma,AR Fort Smith,Flat,99.65996376,154576.4988,1.438508071
Kansas,KS Topeka,Pitch SE,262.1231011,406509.4082,1.438698332
Nebraska,KS Topeka,Pitch SE,6.196931494,9610.411841,1.438698332
North Carolina,NC Asheville,Pitch SE,235.548396,365152.7059,1.439264695
South Carolina,NC Asheville,Pitch SE,7.099132789,11005.2439,1.439264695
Tennessee,NC Asheville,Pitch SE,5.839201798,9052.069013,1.439264695
Texas,TX Houston,Pitch SE,1911.289617,2959757.933,1.44080548
North Carolina,NC Asheville,10 S,221.9300802,343212.1541,1.442741603
South Carolina,NC Asheville,10 S,6.787907771,10497.41633,1.442741603
Tennessee,NC Asheville,10 S,5.925622162,9163.902184,1.442741603
Iowa,NE Omaha,Pitch SE,85.37471759,132003.4882,1.443041818
Missouri,NE Omaha,Pitch SE,2.936733068,4540.676911,1.443041818
Nebraska,NE Omaha,Pitch SE,436.1285821,674327.1986,1.443041818
Kansas,KS Topeka,10 S,248.3325682,383956.3251,1.443068337
Nebraska,KS Topeka,10 S,5.908352435,9135.12595,1.443068337
Georgia,GA Athens,Flat,248.0383135,383241.5548,1.44404664
South Carolina,GA Athens,Flat,15.60136433,24105.51434,1.44404664
Texas,TX Corpus Christi,Flat,275.2681452,425217.5527,1.444374516
Montana,MT Cut Bank,Pitch S,14.67808271,22654.5201,1.445604555
Kansas,KS Topeka,Pitch SW,262.1231011,404419.8953,1.446131643
Nebraska,KS Topeka,Pitch SW,6.196931494,9561.013034,1.446131643
North Carolina,NC Asheville,Pitch SW,235.548396,363395.2769,1.446225174
South Carolina,NC Asheville,Pitch SW,7.099132789,10952.2772,1.446225174
Tennessee,NC Asheville,Pitch SW,5.839201798,9008.50267,1.446225174
Indiana,KY Louisville,Pitch S,142.4190446,219452.0647,1.447982926
Kentucky,KY Louisville,Pitch S,519.0543078,799805.531,1.447982926
Georgia,GA Macon,Flat,270.9420249,417018.5044,1.449626402
Montana,MT Billings,Pitch SE,87.43288943,134531.7284,1.450057264
Wyoming,MT Billings,Pitch SE,17.46125946,26867.38859,1.450057264
Montana,MT Great Falls,Pitch S,50.57262198,77731.66198,1.451618724
Alabama,TN Chattanooga,10 S,49.60882309,76191.58678,1.45273684
Georgia,TN Chattanooga,10 S,149.6680839,229867.3521,1.45273684
Tennessee,TN Chattanooga,10 S,338.1777605,519389.4672,1.45273684
Illinois,IN Evansville,Pitch S,114.1682012,175276.2121,1.453306525
Indiana,IN Evansville,Pitch S,179.9416794,276254.6456,1.453306525
Kentucky,IN Evansville,Pitch S,229.5423702,352403.8808,1.453306525
Arkansas,AR Little Rock,Flat,504.966052,774143.9979,1.455376893
Alabama,TN Chattanooga,Pitch SW,47.86127589,73367.92053,1.455503004
Georgia,TN Chattanooga,Pitch SW,166.0717317,254576.1137,1.455503004
Tennessee,TN Chattanooga,Pitch SW,333.2457139,510841.8987,1.455503004
South Carolina,SC Columbia,Flat,381.4989714,584610.5483,1.456001319
Alabama,TN Chattanooga,Pitch SE,47.86127589,73313.59245,1.456581585
Georgia,TN Chattanooga,Pitch SE,166.0717317,254387.6031,1.456581585
Tennessee,TN Chattanooga,Pitch SE,333.2457139,510463.6263,1.456581585
Iowa,NE Omaha,10 S,76.4473158,117075.6499,1.456903236
Missouri,NE Omaha,10 S,2.621241925,4014.314942,1.456903236
Nebraska,NE Omaha,10 S,415.8189214,636808.1073,1.456903236
Virginia,VA Roanoke,Pitch SE,205.4153815,314431.1782,1.457613566
West Virginia,VA Roanoke,Pitch SE,30.34432185,46448.32728,1.457613566
Montana,WY Sheridan,10 S,5.591498895,8558.074134,1.457764075
Wyoming,WY Sheridan,10 S,50.74697821,77670.83743,1.457764075
Georgia,TN Knoxville,Pitch S,11.22873064,17184.42003,1.457910383
Kentucky,TN Knoxville,Pitch S,54.50808511,83419.031,1.457910383
North Carolina,TN Knoxville,Pitch S,30.63738039,46887.36688,1.457910383
Tennessee,TN Knoxville,Pitch S,523.0883075,800532.9788,1.457910383
Georgia,GA Augusta,Flat,141.6477478,216640.0179,1.458834532
South Carolina,GA Augusta,Flat,79.1974114,121126.7308,1.458834532
Illinois,IL Peoria,Pitch S,206.8237775,316195.7702,1.45941718
Louisiana,LA Baton Rouge,Flat,454.4330731,694003.6512,1.460976466
Mississippi,LA Baton Rouge,Flat,50.82557261,77620.08326,1.460976466
Alabama,MS Meridian,Flat,52.23051943,79763.11205,1.461023828
Mississippi,MS Meridian,Flat,267.856146,409052.7918,1.461023828
Virginia,VA Roanoke,10 S,174.5485311,266475.7506,1.461482261
West Virginia,VA Roanoke,10 S,28.37463992,43318.3449,1.461482261
Montana,MT Miles City,Pitch SE,25.37007313,38727.34746,1.46163526
North Dakota,MT Miles City,Pitch SE,1.352282023,2064.254821,1.46163526
Iowa,NE Omaha,Pitch SW,85.37471759,130321.1701,1.461670068
Missouri,NE Omaha,Pitch SW,2.936733068,4482.808266,1.461670068
Nebraska,NE Omaha,Pitch SW,436.1285821,665733.2373,1.461670068
Illinois,MO St. Louis,Pitch SE,259.2953943,395708.901,1.462022403
Missouri,MO St. Louis,Pitch SE,903.0235025,1378097.898,1.462022403
Illinois,IL Springfield,Pitch SE,263.2436805,401669.487,1.462258507
Maryland,VA Norfolk,Pitch SE,7.603134217,11587.25669,1.464020215
North Carolina,VA Norfolk,Pitch SE,79.24640849,120772.3618,1.464020215
Virginia,VA Norfolk,Pitch SE,547.8877146,834986.6519,1.464020215
Kansas,OK Tulsa,Flat,35.44125103,54007.05921,1.464176924
Oklahoma,OK Tulsa,Flat,488.8556976,744941.4971,1.464176924
Virginia,VA Roanoke,Pitch SW,205.4153815,312812.1781,1.465157634
West Virginia,VA Roanoke,Pitch SW,30.34432185,46209.16574,1.465157634
Montana,WY Sheridan,Pitch SW,5.31150492,8085.312807,1.465736172
Wyoming,WY Sheridan,Pitch SW,45.86043773,69809.96725,1.465736172
Illinois,MO St. Louis,10 S,229.4365684,349217.8653,1.465889485
Missouri,MO St. Louis,10 S,806.0123306,1226804.896,1.465889485
Illinois,IL Springfield,10 S,232.9301948,354198.4011,1.467284189
District of Columbia,VA Sterling,Pitch S,72.80492614,110685.4792,1.467591407
Maryland,VA Sterling,Pitch S,337.4161161,512974.4165,1.467591407
Pennsylvania,VA Sterling,Pitch S,28.53662985,43384.29715,1.467591407
Virginia,VA Sterling,Pitch S,800.0414114,1216304.606,1.467591407
West Virginia,VA Sterling,Pitch S,64.43232109,97956.59051,1.467591407
Maryland,VA Norfolk,10 S,6.556114319,9965.513187,1.467850732
North Carolina,VA Norfolk,10 S,74.66474868,113492.9169,1.467850732
Virginia,VA Norfolk,10 S,465.5590787,707665.3811,1.467850732
Iowa,IA Mason City,Pitch S,90.69014844,137843.1335,1.467945797
Minnesota,IA Mason City,Pitch S,35.79389935,54404.4015,1.467945797
North Carolina,VA Richmond,Pitch SE,23.27756275,35351.50312,1.469145015
Virginia,VA Richmond,Pitch SE,445.6415769,676793.3467,1.469145015
Alabama,AL Birmingham,Flat,799.1653687,1213106.894,1.469848688
Mississippi,AL Birmingham,Flat,2.016887802,3061.569724,1.469848688
North Carolina,SC Greenville,Flat,31.12375053,47241.27702,1.469959404
South Carolina,SC Greenville,Flat,441.9561909,670824.5147,1.469959404
Delaware,DE Wilmington,Pitch S,262.1393172,397871.7808,1.470022799
Maryland,DE Wilmington,Pitch S,70.89049212,107596.7033,1.470022799
New Jersey,DE Wilmington,Pitch S,20.94915088,31796.3595,1.470022799
Pennsylvania,DE Wilmington,Pitch S,140.198218,212791.1038,1.470022799
Illinois,MO St. Louis,Pitch SW,259.2953943,393539.257,1.470082763
Missouri,MO St. Louis,Pitch SW,903.0235025,1370541.884,1.470082763
North Carolina,NC Cape Hatteras,Flat,40.02546571,60729.34914,1.470526351
Delaware,NJ Atlantic City,Pitch S,24.15102012,36643.19122,1.47054133
Maryland,NJ Atlantic City,Pitch S,10.53125593,15978.57245,1.47054133
New Jersey,NJ Atlantic City,Pitch S,213.7933666,324378.4806,1.47054133
Oregon,WA Yakima,Pitch SE,7.991891507,12124.59764,1.470676959
Washington,WA Yakima,Pitch SE,172.3864956,261529.6888,1.470676959
Illinois,IL Springfield,Pitch SW,263.2436805,399327.2059,1.470835485
Colorado,NE Scottsbluff,Flat,9.428984244,14299.51995,1.471222967
Nebraska,NE Scottsbluff,Flat,36.41474358,55224.75582,1.471222967
Wyoming,NE Scottsbluff,Flat,9.851286029,14939.96145,1.471222967
North Dakota,SD Huron,Pitch SE,1.387511815,2104.056465,1.47134441
South Dakota,SD Huron,Pitch SE,71.00430851,107672.6502,1.47134441
North Dakota,ND Bismarck,Pitch SE,71.6384274,108631.5192,1.471381309
South Dakota,ND Bismarck,Pitch SE,3.572958135,5417.984235,1.471381309
Maryland,VA Norfolk,Pitch SW,7.603134217,11527.07424,1.471663813
North Carolina,VA Norfolk,Pitch SW,79.24640849,120145.0885,1.471663813
Virginia,VA Norfolk,Pitch SW,547.8877146,830649.8584,1.471663813
Oregon,OR Pendleton,Pitch SE,53.72879103,81450.16886,1.471804491
Washington,OR Pendleton,Pitch SE,91.69358369,139002.902,1.471804491
North Carolina,VA Richmond,10 S,21.93176203,33246.02137,1.471868088
Virginia,VA Richmond,10 S,378.6770107,574030.6672,1.471868088
Illinois,IN Indianapolis,Pitch S,27.60110359,41787.25372,1.473729107
Indiana,IN Indianapolis,Pitch S,951.3330443,1440290.065,1.473729107
Kansas,NE North Platte,Flat,2.449192145,3706.640419,1.474271415
Nebraska,NE North Platte,Flat,51.05440676,77266.42766,1.474271415
North Carolina,VA Richmond,Pitch SW,23.27756275,35217.34281,1.474741717
Virginia,VA Richmond,Pitch SW,445.6415769,674224.8899,1.474741717
North Carolina,NC Charlotte,Flat,776.4811337,1173747.941,1.476016149
South Carolina,NC Charlotte,Flat,131.3205027,198507.2952,1.476016149
Montana,MT Billings,10 S,92.04188116,139122.9403,1.476120401
Wyoming,MT Billings,10 S,19.32179886,29205.24262,1.476120401
Iowa,IA Des Moines,Pitch SE,351.7784921,531254.0696,1.47741348
Missouri,IA Des Moines,Pitch SE,9.993658799,15092.37212,1.47741348
District of Columbia,MD Baltimore,Pitch S,62.25160853,93937.34939,1.478588487
Maryland,MD Baltimore,Pitch S,1197.668328,1807275.199,1.478588487
North Carolina,NC Wilmington,Flat,388.2566931,585626.1174,1.479222685
South Carolina,NC Wilmington,Flat,78.59438542,118547.666,1.479222685
Colorado,WY Cheyenne,Flat,26.57101626,40043.51064,1.480509042
Wyoming,WY Cheyenne,Flat,80.69137291,121604.9028,1.480509042
North Dakota,SD Huron,10 S,1.375158531,2071.883413,1.480888968
South Dakota,SD Huron,10 S,67.92473907,102338.8483,1.480888968
Montana,MT Billings,Pitch SW,87.43288943,131538.4354,1.483054815
Wyoming,MT Billings,Pitch SW,17.46125946,26269.59678,1.483054815
North Dakota,SD Huron,Pitch SW,1.387511815,2087.070944,1.483318872
South Dakota,SD Huron,Pitch SW,71.00430851,106803.4359,1.483318872
Minnesota,MN Minneapolis/St. Paul,Pitch S,1041.315279,1566309.45,1.483336614
Wisconsin,MN Minneapolis/St. Paul,Pitch S,44.77276458,67345.60192,1.483336614
Idaho,ID Boise,Flat,293.7224866,441796.0398,1.483373177
Oregon,ID Boise,Flat,13.62188931,20489.05693,1.483373177
Kansas,NE Grand Island,Flat,18.2858237,27485.17458,1.484400434
Nebraska,NE Grand Island,Flat,105.7474507,158947.5646,1.484400434
North Carolina,NC Raleigh/Durham,Flat,967.6744945,1454224.745,1.484679829
South Carolina,NC Raleigh/Durham,Flat,3.618155851,5437.377752,1.484679829
Virginia,NC Raleigh/Durham,Flat,7.699456255,11570.77082,1.484679829
Montana,MT Miles City,10 S,26.70744695,40133.92436,1.484758399
North Dakota,MT Miles City,10 S,1.340242396,2014.014557,1.484758399
Iowa,IA Sioux City,Pitch SE,100.9697702,151724.7356,1.484807056
Nebraska,IA Sioux City,Pitch SE,19.46863112,29255.0226,1.484807056
South Dakota,IA Sioux City,Pitch SE,8.739474421,13132.58853,1.484807056
Iowa,IA Sioux City,10 S,90.41163623,135820.4536,1.485231654
Nebraska,IA Sioux City,10 S,18.56201479,27884.69908,1.485231654
South Dakota,IA Sioux City,10 S,8.360429558,12559.41583,1.485231654
Iowa,SD Sioux Falls,Pitch SE,14.81061681,22246.80777,1.485389972
Minnesota,SD Sioux Falls,Pitch SE,45.91565759,68969.22803,1.485389972
South Dakota,SD Sioux Falls,Pitch SE,108.7823022,163400.2822,1.485389972
Montana,MT Helena,Pitch S,117.8533267,177002.0479,1.485588741
North Dakota,ND Minot,Pitch S,68.07208844,102228.0469,1.48571003
Iowa,IA Sioux City,Pitch SW,100.9697702,151516.3648,1.486849017
Nebraska,IA Sioux City,Pitch SW,19.46863112,29214.84527,1.486849017
South Dakota,IA Sioux City,Pitch SW,8.739474421,13114.55292,1.486849017
Indiana,KY Louisville,Pitch SE,142.4190446,213665.0387,1.487200923
Kentucky,KY Louisville,Pitch SE,519.0543078,778714.3855,1.487200923
Iowa,IA Des Moines,10 S,314.9939729,472194.7057,1.488388051
Missouri,IA Des Moines,10 S,8.920047149,13371.68137,1.488388051
Illinois,IN Evansville,Pitch SE,114.1682012,171114.6507,1.488651391
Indiana,IN Evansville,Pitch SE,179.9416794,269695.5658,1.488651391
Kentucky,IN Evansville,Pitch SE,229.5423702,344036.7991,1.488651391
Oregon,OR Pendleton,10 S,52.39720633,78521.66912,1.488859285
Washington,OR Pendleton,10 S,83.83777683,125638.0375,1.488859285
Wyoming,WY Casper,Flat,62.18319199,93171.00224,1.489111743
Kentucky,TN Bristol,Pitch S,60.93021916,91271.40295,1.489474451
North Carolina,TN Bristol,Pitch S,49.84136966,74660.68227,1.489474451
Tennessee,TN Bristol,Pitch S,234.2534242,350903.689,1.489474451
Virginia,TN Bristol,Pitch S,105.9385618,158692.3746,1.489474451
West Virginia,TN Bristol,Pitch S,2.337823859,3501.980896,1.489474451
Montana,MT Glasgow,Pitch S,16.85589827,25248.6753,1.489526892
Montana,MT Lewistown,Pitch S,26.33087411,39416.03952,1.490484061
Montana,MT Miles City,Pitch SW,25.37007313,37975.09309,1.490589014
North Dakota,MT Miles City,Pitch SW,1.352282023,2024.157969,1.490589014
Indiana,KY Louisville,10 S,123.7006508,185160.1832,1.4905942
Kentucky,KY Louisville,10 S,512.5437337,767196.3809,1.4905942
North Dakota,ND Bismarck,10 S,71.00061671,106214.5296,1.491465581
South Dakota,ND Bismarck,10 S,3.417993276,5113.202739,1.491465581
Maine,ME Portland,Pitch S,443.0600476,662620.7622,1.491875543
New Hampshire,ME Portland,Pitch S,16.08933679,24062.49145,1.491875543
Oregon,OR Redmond/Bend,Flat,66.98813247,100183.203,1.491894119
Georgia,TN Knoxville,10 S,10.11961869,15132.59099,1.492058664
Kentucky,TN Knoxville,10 S,53.82438222,80487.45573,1.492058664
North Carolina,TN Knoxville,10 S,28.86606914,43165.50171,1.492058664
Tennessee,TN Knoxville,10 S,530.8300304,793788.1832,1.492058664
Texas,TX Houston,Flat,1818.820686,2719754.499,1.492090706
Iowa,IA Des Moines,Pitch SW,351.7784921,525901.8925,1.492449324
Missouri,IA Des Moines,Pitch SW,9.993658799,14940.32237,1.492449324
Alabama,AL Huntsville,Flat,461.1473468,689293.6008,1.492693054
Mississippi,AL Huntsville,Flat,16.78050651,25082.42937,1.492693054
Tennessee,AL Huntsville,Flat,91.02645875,136060.5367,1.492693054
Alabama,AL Mobile,Flat,315.597998,471587.0851,1.493163554
Florida,AL Mobile,Flat,183.855676,274729.1265,1.493163554
Mississippi,AL Mobile,Flat,185.6209074,277366.8502,1.493163554
Oregon,WA Yakima,10 S,7.793824877,11644.26703,1.493391006
Washington,WA Yakima,10 S,157.6173596,235486.2537,1.493391006
Illinois,IN Evansville,10 S,101.0213096,150913.6355,1.493549281
Indiana,IN Evansville,10 S,156.2916176,233480.8002,1.493549281
Kentucky,IN Evansville,10 S,226.6631866,338607.425,1.493549281
Connecticut,RI Providence,Pitch S,57.05040209,85224.56987,1.493581535
Massachusetts,RI Providence,Pitch S,199.9286102,298662.7471,1.493581535
Rhode Island,RI Providence,Pitch S,300.6257595,449088.8776,1.493581535
Virginia,VA Lynchburg,Flat,200.0413688,298828.2748,1.493596111
Kentucky,TN Nashville,Flat,128.3950423,191733.0832,1.494122627
Tennessee,TN Nashville,Flat,899.0810189,1342603.053,1.494122627
Montana,MT Great Falls,Pitch SE,50.57262198,75497.50188,1.494575756
Indiana,KY Louisville,Pitch SW,142.4190446,212600.6627,1.49464653
Kentucky,KY Louisville,Pitch SW,519.0543078,774835.2067,1.49464653
Oregon,OR Pendleton,Pitch SW,53.72879103,80205.27341,1.494648908
Washington,OR Pendleton,Pitch SW,91.69358369,136878.3628,1.494648908
Georgia,TN Knoxville,Pitch SW,11.22873064,16760.308,1.494802147
Kentucky,TN Knoxville,Pitch SW,54.50808511,81360.24667,1.494802147
North Carolina,TN Knoxville,Pitch SW,30.63738039,45730.18518,1.494802147
Tennessee,TN Knoxville,Pitch SW,523.0883075,780775.7995,1.494802147
North Carolina,NC Greensboro,Flat,627.3774045,936124.6028,1.495306627
Virginia,NC Greensboro,Flat,33.46063965,49927.40857,1.495306627
